SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2012,面向Web的数据挖掘技术在网站优化中的个性化推荐方法的研究与应用,宋淑彩;祁爱华;王剑雄;,河北建筑工程学院计算机系;,科技通报,Web数据挖掘;;关联规则;;优化服务,"数据挖掘就是从大量的数据中发现隐含的规律性的内容。本文从Web数据挖掘方面入手,对网站优化的个性化推荐方法进行了较为系统地研究,并且通过采用适当的关联规则,对用户所浏览网页之间的关联性进行了分析,最后对个性化推荐服务的性能进行了验证。",2012/2/15,2012
CMFD2008,数据挖掘中几种划分聚类算法的比较及改进,彭丽,,大连理工大学,聚类算法;;划分聚类;;主成分分析;;K-调和均值,"数据挖掘技术是一种多学科交叉的新兴技术,它是随着数据的大量积累以及市场竞争对信息与知识的迫切需求而产生和发展起来的,并逐渐成为人们关注的热点。聚类分析是数据挖掘领域中一个较活跃且极具挑战性的研究方向。目前聚类算法中比较流行且应用比较广泛的划分聚类算法主要有K-均值、K-调和均值、模糊C-均值和谱聚类等划分算法。但这些算法自身都存在一些缺陷,例如对初始点敏感、不适用于大数据以及收敛速度慢等。 主成分分析是一种将分散在一组变量上的信息集中到某几个综合指标(主成分)上的探索性统计分析方法,同时也是一种数据降维处理技术。本文借助主成分分析的一些优点,提出一种基于最大或次大特征值的主成...",2008/5/1,2008
cjfd2006,医学数据挖掘系统研究——糖尿病并发症流行病学知识发现,余辉;张力新;刘文耀;黄志勇;,天津大学生物医学工程系;天津大学生物医学工程系;天津大学生物医学工程系;天津大学生物医学工程系 天津300072;天津300072;天津300072;天津300072,计算机工程与应用,Apriori模型;;决策树;;数据挖掘;;知识发现;;糖尿病并发症;;流行病学,"针对流行病学研究的特点,论文提出计算机辅助医学数据挖掘系统构架,以糖尿病并发症为研究实例,探讨医学数据的冗余性消除、规范化储存、知识归纳及可视化表达等问题。以天津总医院3022例普查数据为研究对象,尝试解决用计算机实现糖尿病并发症这类定性数据的定量化数据挖掘和知识发现。通过对于43种并发症的定性数据挖掘,可以发现诸如高血脂、冠心病、高血压、脑血管病等具有明显并发倾向的知识规则18条。同时,采用知识树方式和决策树等方法实现知识规则的可视化表达。基于数据挖掘和知识发现计算机辅助医学数据挖掘系统能够对现有病历数据库中数据进行自动分析并且提供有价值医学知识,特别适合流行病学分析和全民健康评估,因此与社...",2006/6/21,2006
cjfd2006,数据挖掘中聚类算法研究,陈良维;,西华师范大学计算机学院;达县师专计算机科学系635000四川达州 637002南充,微计算机信息,数据挖掘;;聚类;;SOM,"聚类分析是数据挖掘领域中一个非常热门的研究课题,应用于各个领域的聚类算法非常多。本文介绍了衡量聚类算法性能的几个指标,对聚类分析进行了分类,列举了每类中典型的聚类算法,重点分析了神经网络中的自组织特征映射(SOM)算法。最后提及了聚类分析方法的应用范围以及今后需要解决的问题和发展方向。",2006/7/30,2006
cjfd2006,数据挖掘综述,李国杰;,广东轻工职业技术学院人事处 广东 广州 510300,广东轻工职业技术学院学报,数据挖掘;;挖掘方法,"对数据挖掘国内外研究现状、挖掘方法、应用前景进行综述,并对挖掘过程中可能存在的问题做出客观分析。最后提出未来研究方向。",2006/3/30,2006
CJFD2003,基于数据挖掘的产品概念设计建模研究,景旭文;易红;赵良才,东南大学机械工程系;东南大学机械工程系;华东船舶工业学院机械系 江苏　南京　210096;华东船舶工业学院机械系;江苏　镇江　212003 ;江苏　南京　210096 ;江苏　镇江　212003,计算机集成制造系统-CIMS,计算机辅助概念设计;;数据挖掘模型;;产品建模;;决策树方法,"在产品概念设计过程中,引入数据挖掘技术和方法,提出了基于数据挖掘的全息虚拟产品概念设计模型,开发了数据挖掘工具,建立了面向产品概念设计方案生成的数据仓库;研究建立决策树算法的数据挖掘模型,以支持度为目标,实现从所建立的机械产品库、设计规则库、领域知识库中挖掘相关数据、信息和知识,从而极大地支持机械产品方案创新设计过程。以机床传动机构设计为例,说明了采用决策树方法的数据挖掘模型来实现机械产品概念设计的功能结构映射过程。",2003/11/25,2003
CJFD2003,数据仓库与数据挖掘研究进展,施伯乐;汪卫,复旦大学计算机与信息技术系;复旦大学计算机与信息技术系 上海200433 ;上海200433,计算机应用与软件,数据仓库;;联机分析;;数据挖掘,"随着数据库应用从以事务处理为中心逐渐向以分析处理为中心转化,以数据仓库、联机分析和数据挖掘为中心的基于数据库的分析技术成为近几年来数据库界研究的热点。经过近十年的研究与应用,已经产生了很多的研究成果,建立了较扎实的理论基础,目前正在向与应用领域紧密结合(如流数据),对现有技术进一步改造方面发展。本文对近两年这几个方向上的研究成果进行了总结。",2003/11/12,2003
CJFD2003,数据挖掘中聚类算法比较研究,张红云;刘向东;段晓东;苗夺谦;马垣,同济大学电子与信息工程学院;大连民族学院计算机系;大连民族学院计算机系;同济大学电子与信息工程学院;鞍山科技大学计算机科学与工程学院 上海 200092 ;大连 116600 ;大连 116600 ;上海 200092 ;鞍山 114002,计算机应用与软件,数据挖掘;;平衡迭代削减聚类算法;;代表点聚类算法;;基于密度的聚类算法,"聚类算法是数据挖掘的核心技术,本文综合提出了评价聚类算法好坏的5个标准,基于这5个标准,对数据挖掘中常用聚类算法作了比较分析,以便于人们更容易、更快捷地找到一种适用于特定问题的聚类算法。",2003/2/12,2003
CDFD2016,面向不确定数据流的聚类和模式挖掘技术研究,陈静玉,,西安电子科技大学,不确定数据;;概要数据结构;;微簇;;后缀支持度;;概率序列模式,"在网络流量管理、金融数据分析、网站日志管理、视频流版权保护等数据流应用中,由于设备精度、噪音、干扰和隐私保护等问题,数据流中往往包含着大量不确定性数据,而这些不确定性对数据流的管理和挖掘带来了挑战。通过分析数据流的不确定性,可以降低不确定性对挖掘结果的影响,进而提升数据流挖掘的质量。在针对不确定数据流的挖掘中,分析数据的不确定性特征对控制挖掘质量尤为重要。在交通监控、金融数据分析、网站监控等包含大量对象的应用中,数据对象的不确定性,对计算对象间的相似度和对象聚类的质量产生了很大的影响。而在对环境监控、气象监测等数据流的在线聚类过程中,需要考虑数据元组的不确定性对微簇质量的影响。在针对不确定数据...",2014/9/1,2014
CDFD2015,面向软件工程数据挖掘的开发测试技术,黄胜,,复旦大学,程序理解;;代码推荐;;回归测试例选择;;聚类;;分类;;关联规则,"在今天的企业软件开发环境中,软件工程工具和软件工程协作环境得到了非常广泛的部署和应用。这些工具和协作环境在软件生命周期中积累了大量的数据信息,例如软件静态历史信息库,软件运行信息库,和软件的代码库等。以上数据在过去主要被用来支持企业软件过程的历史缺陷查看,历史版本的代码查看,以及存档管理等等功能。 现实的软件工程过程中,有很多的问题难以通过传统的软件工程方法,或者软件工程工具得以很好的解决,比如零散的非结构化需求文件的分析管理,开发团队的优化协调管理,代码的快速阅读理解,代码的自动编写,等等。然而随着软件工程相关数据在软件工程生命周期中不断积累,很多以往难以通过传统的软件工程的方法解决的...",2013/5/20,2013
CDFD2014,基于数据挖掘的药物靶标发现方法研究,龚家瑜,,华东理工大学,药物靶标发现;;网络药理学;;多向药理学;;数据挖掘;;分子相似性,"药物研发过程漫长,投入大,风险高。新药研发的平均时间长达15年,平均耗费超过8亿美元。然而,药物的疗效和毒副作用问题使得药物的研发常在临床阶段失败,造成了巨大的损失。作为药物研发的源头,药物靶标的发现和识别对药物的研发成功率具有决定性的作用。随着生物信息学技术手段的日益丰富,以及蛋白质组学数据、化学基因组学数据的日益增长,计算化学生物学方法与传统实验技术结合,可为药物新靶标发现提供信息技术支撑,并为靶标识别预测提供新的思路。本文以药物靶标发现为目的,利用计算机技术对现有的药物靶标数据进行挖掘整合,构建药物靶标数据库和农药靶标数据库,同时发展几种药物靶标发现相关的方法和工具。 本文主要包...",2013/4/16,2013
CJFD2005,空间数据挖掘技术在土地定级估价中应用,贾泽露;刘耀林;张彤,中南大学地质与环境工程学院;武汉大学资源与环境科学学院;美国圣地亚哥州立大学地理系 湖南长沙410083武汉大学资源与环境科学学院湖北武汉430079 ;湖北武汉430079 ;圣地亚哥钟塔路5500号CA92182-4493,地球科学与环境学报,空间数据挖掘;;决策树;;土地定级;;视图;;数据分类,"介绍了空间数据挖掘技术和决策树算法。通过对其研究,将可视化空间数据挖掘技术应用于土地定级估价,并介绍了基于Visual C++6.0和ESRI公司的MapObject 2.0组件技术设计和开发了一个可视化交互空间数据挖掘土地定级估价原型系统。系统采用决策树方法作为数据挖掘方法的基本算法,采用训练与学习相结合实现土地定级估价。阐述了基于决策树空间数据挖掘土地定级估价的系统模型,系统总体框架、主要模块、系统界面及系统实现定级估价的工作流程。该方法是对土地定级估价方法的一种新的探索,是对土地信息系统开发的一种新的尝试,也是土地信息系统智能化发展的一个方向。",2005/9/15,2005
CJFD2005,浅析数据挖掘在CRM中的应用,杨光,北京大学信息管理系 北京100871,情报科学,CRM;;数据挖掘;;应用,"分析了CRM、数据挖掘的内涵及二者之间的关系 ,并在此基础上具体论述了数据挖掘技术在CRM中的应用",2005/2/25,2005
CJFD2005,数据挖掘中聚类分析算法研究,赵法信;王国业,通化师院教务处;沈阳建筑大学科技产业处 吉林通化134002 ;辽宁沈阳110168,通化师范学院学报,数据挖掘;;聚类算法分析;;流数据,"聚类分析是数据挖掘的一个主要研究方向,目前其研究已深入到数据库、数据挖掘、统计等领域并取得了很大的成就 本文介绍了聚类分析的应用及数据挖掘对聚类算法的典型要求,并对现有的传统聚类算法进行了分析与评估 最后介绍了聚类分析最新的研究方向--流数据聚类分析",2005/3/20,2005
CDFD2004,计算机数据的关联规则挖掘理论和算法研究,李学明,,重庆大学,"数据挖掘,MMAR模型,扩展型关联规则,原关联规则,水平优化,垂直优化",随着计算机应用范围、领域等的日益扩大，特别是Internet的飞速发展，在各种应用系统和Internet上积聚了大量、甚至海量数据，产生了"数据爆炸、知识贫乏"的现象；数据挖掘是解决这种问题的最为有效的手段，它包含关联规则挖掘、预测、分类、聚类、演化分析等多种技术手段。其中关联规则挖掘是一种主要的，也是用途最广的数据挖掘方法。 关联规则概念最早是由在IBM工作的Rakesh Agrawal博士等于1993年提出的，用于刻划事务数据库中各交易项目之间的关系，即频繁关系，其研究已有10余年时间，取得了很多成果，但还有很多问题亟待解决。本论文对此作了详细介绍...,2003/4/6,2003
CDFD2007,基于数据挖掘的移动通信用户流失研究,刘光远,,吉林大学,数据挖掘;流失预测;序列模式挖掘;进化计算;属性选择;分类,"随着电信市场的逐渐放开,电信企业间竞争加剧,由于企业间的竞争导致的用户流失逐渐成为影响企业经营效益的主要原因。电信企业具有国内领先的数据仓库系统,为实施基于数据挖掘的用户流失分析提供了条件。用户流失预测系统作为经营分析系统的一个重要组成部分,通过建立用户流失预测模型,使企业能发现即将流失的用户,及时采取措施,减少用户流失的发生。因此,用户流失预测研究对电信企业降低运营成本,提高经营业绩有着极为重要的意义。 本文根据通信企业现状,全面分析了数据挖掘技术及数据挖掘在通信企业中的应用,提出了基于进化计算、序列模式的流失预测算法,并建立了用户流失预测分析模...",2007/4/1,2007
CDFD2008,数据挖掘技术在文本分类和生物信息学中的应用,裴志利,,吉林大学,数据挖掘;;文本分类;;生物信息学;;特征选择;;特征权重;;粗糙集;;基因功能注释;;种群进化,"数据挖掘就是从大量的、不完全的、有噪声的、模糊的、随机的数据库中提取隐含在其中的、人们事先不知道的、但又是潜在有用的信息和知识的过程。它是一个涉及面很广的交叉学科,包括机器学习、数理统计、人工智能、神经网络、数据库、模式识别、粗糙集和模糊数学等相关技术。本文基于数据挖掘的一些相关技术,做了如下几个方面的工作:(1)针对标准互信息和tf.idf特征权重公式的缺点提出了改进方法,仿真实验表明,改进的方法明显提高了宏观准确率、宏观召回率和宏观F1值;(2)针对标准tf.idf方法估算特征权重的盲目性,提出了基于实数域粗糙集理论的特征频率重要度加权方法,仿真实验表明,这种加权方法改善了样本空...",2008/4/1,2008
CMFD2005,数据挖掘技术及其在公安工作中的应用研究,张辉,,山东师范大学,数据挖掘;关联规则;Apriori算法;决策树,数据挖掘技术是近年来数据库和人工智能领域研究的热点课题，目前在很多领域已有研究，但在公安工作的研究中尚处于空白，如何将数据挖掘技术应用于公安工作，是本文研究的重点。 当前，随着社会政治、经济和科学技术的高速发展，现代犯罪行为表现出了速度化、智能化、高科技化的特点。从犯罪整体走势看，建国以来，我国出现过五次犯罪高峰，尤其是改革丌放以来出现的第五次犯罪高峰发案数量明显上升，而且伴随着每一次犯罪浪潮都有新的罪种出现，经济犯罪、金融犯罪、智能犯罪迅速崛起，上升速度非常之快，远远超过了恶性的、原始的、人的本能的犯罪，同时大案要案所占比例也有增多。这种情况下，采用数据挖掘技术发现...,2004/10/18,2004
CMFD2005,面向电子商务的数据挖掘系统的研究与设计,周亮,,武汉理工大学,电子商务;数据仓库;数据挖掘;决策树,近年来，随着人们利用信息技术生产和收集数据的能力大幅度提高，千千万万个数据库被用于企业管理、政府办公、科学研究和工程开发等等。但是与此同时，众多的数据也面临着一个严重的问题：激增的数据背后隐藏着许多重要的信息，但是人们如何才能更好的利用这些数据，避免“数据爆炸但知识贫乏”现象的发生呢? 数据挖掘技术是计算机技术发展的热点之一。通过对历史积累的大量数据的有效挖掘，可以发现隐藏的规律或模式，为决策提供支持，而这些规律或模式是不能够依靠简单的数据查询得到，或者是不能在可接受的时间内得到。这些规律或模式可以进一步在专业人员的识别下成为知识。数据挖掘面对的任务是复杂的，通常包括...,2005/2/1,2005
CMFD2005,数据挖掘技术在信用卡信用风险评估中的应用,刘武男,,西南财经大学,信用风险评估;数据挖掘;SAS;层次分析方法; 信用评分表,"21 世纪是现代信息技术突飞猛进的时代,电子通讯业的发展与计算机处理能力的迅速提高,对传统的金融市场构成巨大的冲击。中国加入 WTO 后,金融市场开放将从批发市场、零售市场,到全方位的开放,其竞争格局也将随之而改变。外资银行拥有雄厚的技术实力和现代化的管理手段、经验和方法,他们不仅会涉足中国传统的金融业务,而且把目光瞄准了金融中间业务,银行信用卡是他们获取利润的目标之一,这为我国银行信用卡业务的发展带来新的挑战。为此,我国银行信用卡业务应早预防、早计划、早准备,以壮大自身实力,提高核心竞争力。 信用卡作为一种全新的支付手段和信用工具,已经成为众多商业银行竟相推出的产品,经营...",2005/4/1,2005
CMFD2006,油田数据挖掘技术的研究与应用,王宏威,,大庆石油学院,数据挖掘;人工智能;贝叶斯学习;聚类分析　,"当前的油田系统由于计算机的普遍应用,积累了大量的数据,怎样从这些大量数据中提取出有用的信息和知识,更好地为油田的发展提供帮助成为迫切需要,而数据挖掘技术的出现正好解决了这一问题。　 数据挖掘是人工智能领域的一门重要的学科,是数据库系统和新的数据库应用的一个有希望的、欣欣向荣的学科前沿。数据挖掘(Data Mining)通常又称为数据库中知识发现(KDD),是自动的或方便的模式提取,这些模式代表隐藏在大型数据库、数据仓库或其他大量信息存储中的知识。它是一个多学科领域,从多个学科汲取营养。这些学科包括数据库技术、人工智能、机器学习、神经网络、统计学、模式识别、知识库系统、知识获...",2005/2/25,2005
CMFD2006,基于数据挖掘的软件缺陷管理,杜星海,,西北大学,软件缺陷;软件度量;数据挖掘;模糊聚类分析,"随着全球软件开发相关技术日新月异的发展和人们对软件质量与软件功能的需求水平的日益提高,软件开发规模越来越大,复杂程度越来越高,从而使得软件测试中所收集的缺陷度量数据量越来越多甚至达到海量。 数据挖掘是使用模式识别技术,统计和数学技术,在大量的,不完整的,随机的数据中,提取隐含在其中,但又是潜在的有用的信息和知识。本文研究了数据挖掘技术在软件度量数据分析中的应用,同时在分析了现有的软件缺陷管理工具的主要特点和局限性的基础上,提出了一个基于数据挖掘技术的度量数据分析的软件缺陷管理平台。最后,本文采用Java与jsp语言开发了一个基于数据挖掘技术的度量数据分析的软件缺陷管理...",2006/5/1,2006
CMFD2006,关联规则挖掘算法的研究及其应用,高明,,山东师范大学,数据挖掘;关联规则;频繁项集;MM_Apriori算法,"随着数据库应用的不断深入,数据库的规模急剧膨胀,人们需要对这些数据进行分析,从中发现有价值的信息。数据挖掘致力于数据分析和理解、揭示数据内部蕴藏的知识。近年来,它的发展已经引起了信息产业界的极大关注,有着广阔的应用前景,并成为当今研究的热点。关联规则是数据挖掘领域中的一个非常重要的研究课题,广泛应用于各个领域,既可以检验行业内长期形成的知识模式,也能够发现隐藏的规律。有效地发现、理解、运用关联规则是完成数据挖掘任务的重要手段,因此对关联规则的研究具有重要的理论价值和现实意义。 本课题即对数据挖掘中的关联规则进行系统研究,主要包括以下内容: 1、数据挖掘技术的...",2006/4/19,2006
CJFD2004,可拓学在数据挖掘中的应用初探,李立希;李铧汶;杨春燕,广东工业大学计算机学院;广东工业大学计算机学院;广东工业大学可拓工程研究所 广州510090 ;广州510090 ;广州510090,中国工程科学,可拓学;;可拓集合;;可拓方法;;数据挖掘,"可拓学在数据挖掘中的应用是多方面的 ,其特点是挖掘“不行变行”的规律。可拓方法丰富了数据挖掘的内容 ,为多值型关联规则的建立提供了新的工具。提出的可拓数据挖掘模式 ,有利于利用现存数据更好地为决策服务。",2004/7/30,2004
CDFD2011,基于产业链协作平台的商务智能架构及数据挖掘技术研究,范黎林,,西南交通大学,商务智能;;汽车产业链协作平台;;数据挖掘;;关联规则;;混合数据聚类,"汽车产业链是由整车制造商、供应商、经销商、服务商等相关企业组成的庞大网络。基于ASP(Application Service Provider, ASP)模式的产业链协作平台,是降低产业链的运营成本、实现产业链协作中复杂信息交互的有效途径,已成为提升汽车制造业竞争能力的主要手段之一。这种公共服务平台的成功实施,提高了汽车产业链上下游企业的协作效率,降低了企业信息交换、传递和获取的成本,促进了企业业务数据的积累。 随着企业业务数据的积累越来越多,以及市场竞争环境的不断加剧,如何利用这些数据创造价值成为企业下一步思考的问题。企业希望能够把大量的业务数据迅速转换成可靠的信息,发...",2009/5/1,2009
CMFD2016,基于数据挖掘的高校图书馆个性化推荐服务的应用研究,王飞,,内蒙古工业大学,数据挖掘;;图书推荐;;基于内容的推荐,"随着商品的种类和数目越来越繁多,各网络购物平台相继推出商品推荐系统,实现了根据用户在网站上的历史购买记录、浏览记录等信息主动为用户推荐其可能感兴趣的商品。而高校图书馆馆藏书目的种类和数目也越来越多,读者在没有具体借阅目标的情况下,从图书馆借阅图书所花费的时间和精力也越来越多。在这样的背景下,本文提出了基于数据挖掘的高校图书馆个性化推荐服务的应用研究,通过借鉴网络购物平台的经验,为高校图书馆建立个性化图书推荐系统,通过分析读者的历史借阅记录、浏览记录等信息,为读者主动推荐其可能感兴趣的图书。课题以内蒙古工业大学图书馆为例,借助My Eclipse开发工具,详细研究了基于内容的推荐算法在高校图书馆...",2015/5/1,2015
CMFD2016,数据挖掘技术在人力资源市场中的应用研究,叶剑宇,,贵州大学,数据挖掘;;推荐系统;;人力资源市场;;决策树分类,"近年来,越来越多的企业招聘人员或求职者选择人力资源市场提供的信息发布平台来寻找合适的人才或工作。然而,随着互联网信息量猛增,使得通过手工输入条件查询相关职位与人才信息的方式效率较低,无法满足日益增长的业务需求。本文主要对数据挖掘技术在人力资源市场中的应用进行研究,从庞大的海量数据中挖掘出求职者与职位之间潜在关系。本文根据人力资源市场业务的特点与数据挖掘算法之间的比较研究,最终选择决策树算法中的C4.5作为挖掘算法;采用贵阳市人才市场的人才信息库作为数据源,通过数据抽取,数据预处理等步骤对数据进行处理;处理后的数据作为C4.5算法输入,将生成的决策树与规则表示为求职倾向矩阵;在数据挖掘结果的基础...",2015/6/1,2015
CMFD2016,基于大数据的社交网络数据挖掘,周峰,,苏州大学,大数据;;社交网络;;数据挖掘;;聚类,"万事万物都有联系,人们与社交网络相互联系,与信息,组织,所在地相互联系,只对个体进行研究所获得成果是有限的,所以要对整个系统进行研究,而这个系统就是一个社交网络。社交网络分析由图论,数学以及社会学中的社交网络理论发展而来,在最近的这10-15年中,网络分析还借助计算机科学,物理学,生物学和经济学等不同领域的发展。与常规的网络数据分析相比,基于社交网络的数据分析,分析对象非常明确,分析的形式多种多样,分析的方法和内容更多。若将常规的分析方法应用到社交网络数据分析中,我们会发现分析的结果达不到我们的预期效果。就当前的数据分析方法、数据模型和社交网络数据,本文从数据的获取、数据的清洗加工、数据模型应...",2015/10/1,2015
CMFD2014,数据挖掘技术在网络入侵检测中的应用研究,胡领,,宁夏大学,入侵检测;;数据挖掘;;KDDCup;;改进K-means算法,"随着计算机网络技术的快速发展,各行各业信息化的不断推进使得计算机网络已经深入到工作和生活的各个方面。网络的广泛应用进而导致了网络中的数据急剧增加,这些数据中携带了许多敏感信息,所以说网络在人们的工作和生活中提供了极大的便利,同时也存在巨大的安全隐患。网络安全问题日益严重,威胁着人们的隐私与财产安全。入侵检测作为一种有别于防火墙的安全技术既能提供对来自外部的攻击也能提供对来自内部的攻击的实时监控,它部署在网络中的关键位置收集数据,从中找出潜在的安全威胁行为。传统的两种入侵检测技术主要是误用检测和异常检测,这两种技术在入侵检测的两个指标误检率和检测率上各有长短,前者在入侵检测过程中的特点是误检率低...",2014/3/1,2014
CMFD2014,数据挖掘在图书馆个性化服务中的应用研究,李灵芝,,吉林大学,图书馆管理;;个性化服务;;数据挖掘;;聚类分析;;关联分析;;多核架构,目前，图书馆中存储着大量的读者借阅信息，如何提升图书馆对读者的服务质量和利用已有的信息服务于图书馆已成为现代数字化图书馆个性化服务的一个主要目标。本文针对图书馆的历史借阅数据，应用数据挖掘技术对其进行智能分析。主要包括： (1)依据聚类分析，实现了k-means算法对图书馆读者的聚类分析。根据实验结果，可将读者分为三类，即惰性读者、一般读者及活跃读者。针对各类读者不同的阅读兴趣及需求，提出相应的策略，最大化地满足这些读者的借阅需求，以便让他们持续保持良好的阅读习惯及兴趣，促进馆藏利用率。 (2)依据关联规则，实现了Apriori算法在图书馆图书关联性中的应用。实验结果表明各类图书之...,2014/6/1,2014
CMFD2013,数据挖掘技术在教育行业CRM中的应用研究,徐国庆,,山东师范大学,教育行业;;CRM;;数据挖掘;;决策树技术;;关联规则技术,随着经济的发展和以客户为中心的管理思想渗透，以人为本、以信息处理为手段的客户关系管理越来越受到企业管理者的重视。教育行业作为社会结构的重要组成部分，面临招生竞争激烈、客户需求呈现多样化趋势、教育行业内部信息利用率低、高效率和低成本的需求急切等现状，教育行业越来越需要CRM的帮助与支持。 教育行业产品和服务的特殊性、教育行业收益“有形”和“无形”的双重性、教育机构和客户发展的共同性、客户需求的个性化日益凸显以及客户的多样性、客户角色的双重性、客户需求的差异性使得教育行业CRM呈现复杂性。 论文的主要内容分为三个部分，数据挖掘技术在教育行业CRM中应用综述、决策树技术在选课系统中的应用...,2013/5/28,2013
CJFD2011,数据挖掘技术在商业银行中的应用,陈敏;,北京银行博士后科研工作站;,中国管理信息化,数据挖掘;;客户关系管理;;风险管理;;欺诈监测,"数据挖掘能够有效分析商业银行数据库中的信息,将其转化为知识为银行的经验决策服务。本文在介绍数据挖掘技术及其主要任务的基础上,总结了数据挖掘在商业银行业务中的主要应用领域为客户关系管理、风险管理和金融欺诈监测,并具体介绍了数据挖掘技术在上述几个领域内的应用。",2011/5/1,2011
CJFD2011,基于微软云计算平台的海量数据挖掘系统,李金凤;姜利群;,中国矿业大学计算机科学与技术学院;,电脑知识与技术,云计算;;数据挖掘;;微软云计算平台,"云计算为海量和复杂数据对象的数据挖掘提供了基础设施,为网络环境下面向大众的数据挖掘服务带来了机遇,基于云计算平台已经成为数据挖掘研究的一个重要方向。微软云计算平台是目前推出的较成熟的云计算平台,能够很快的部署云应用程序,该文提出了一种基于微软云计算平台的海量数据挖掘系统。",2011/12/5,2011
CJFD2011,医院医疗数据挖掘与分析,孔抗美;张莹;李韶斌;赵紫奉;,汕头大学医学院第二附属医院;,中国卫生信息管理杂志,数据挖掘;;医院信息系统;;辅助决策,"介绍数据挖掘技术的相关知识,对实现数据挖掘的关键技术,特别是决策树算法进行阐述,探讨数据挖掘技术在临床医疗诊断挖掘分析、医疗费用分析以及成本效益分析等方面的应用。",2011/12/20,2011
CMFD2012,数据挖掘中的谱聚类算法研究,孙玉侠,,中国海洋大学,数据挖掘;;谱聚类;;信息熵;;EBSC,"聚类分析是目前国际数据挖掘和机器学习领域中的一个相当活跃的研究热点,是人们认识和探索事物之间内在联系的有效手段。谱聚类算法作为一种新型的聚类分析的算法,与传统聚类方法相比,谱聚类具有明显的优势,该方法不仅思想简单,易于实现,不易陷入局部最优解,而且具有识别非凸分布的聚类的能力,能够对任意形状的样本空间进行聚类,非常适合于许多实际应用问题。 传统的谱聚类算法首先定义数据点间的相似性度量,基于该相似性度量,构造数据点集的相似度矩阵W,求出拉普拉斯矩阵L,接着计算出L的特征值和特征向量,最后选择一个或多个特征向量就可以对不同的数据点进行聚类。其中,构建相似度矩阵W时,相似函数使用的是高斯核函数...",2010/4/15,2010
CJFD2008,数据挖掘技术在保险业务中的应用,王伟辉;耿国华;陈莉;,西北大学信息科学与技术学院;西北大学信息科学与技术学院;西北大学信息科学与技术学院 陕西西安710069;陕西西安710069;陕西西安710069,计算机应用与软件,数据挖掘;;保险业务;;客户风险分析;;判定树,"随着保险业的快速发展,保险公司积累了大量的业务数据,急需一种有效的技术方法发现这些海量数据中蕴涵的潜在知识,为管理决策提供依据。数据挖掘技术是目前国际上的一个研究热点,可以实现保险业务数据的知识化。分析了我国保险业务的发展现状,介绍了数据挖掘相关技术及其在保险业务中的应用,重点描述了使用判定树技术进行保险客户风险分析的过程。",2008/3/15,2008
