SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2011,近十年国内图书馆数据挖掘研究文献计量分析,奉国和;奉永桃;,华南师范大学经济管理学院;,图书馆论坛,图书馆;;数据挖掘;;计量分析,"检索2000年-2009年国内图书馆数据挖掘研究论文,按照论文年度分布、期刊分布、著者情况、主题特征等方面进行文献计量分析。从图书馆管理、资源建设、用户服务、综合应用等方面进行主题评述,指出图书馆数据挖掘研究存在的问题,归纳该领域研究热点。",2011/2/20,2011
CJFD2011,一种高效的多层和概化关联规则挖掘方法,毛宇星;陈彤兵;施伯乐;,复旦大学计算机科学技术学院;,软件学报,分类数据;;多层关联规则;;概化关联规则;;层次聚类;;约简划分,"通过对分类数据的深入研究,提出了一种高效的多层关联规则挖掘方法:首先,根据分类数据所在的领域知识构建基于领域知识的项相关性模型DICM(domain knowledge-based item correlation model),并通过该模型对分类数据的项进行层次聚类;然后,基于项的聚类结果对事务数据库进行约简划分;最后,将约简划分后的事务数据库映射至一种压缩的AFOPT树形结构,并通过遍历AFOPT树替代原事务数据库来挖掘频繁项集.由于缩小了事务数据库规模,并采用了压缩的AFOPT结构,所提出的方法有效地节省了算法的I/O时间,极大地提升了多层关联规则的挖掘效率.基于该方法,给出了一种自顶向...",2011/12/15,2011
CDFD2013,基于关联规则与决策树的预测方法研究及其应用,伊卫国,,大连海事大学,关联规则;;决策树;;模糊递减支持度;;变精度粗糙集;;多类标数据,"关联规则挖掘(mining association rule)与决策树(decision tree)是模式识别、人工智能、数据挖掘等领域的研究热点,在商业决策、医院病人诊断与治疗规律分析等领域都有着广泛的应用,但目前面临缺少基于特定数据集的扩展研究、预测精度难以进一步提高等诸多挑战。为此,本文研究了关联规则挖掘与决策树算法,重点对关联规则挖掘的扩展研究,包括生成规则数量、挖掘支持度较低的长项目集关联规则以及决策树算法中属性选择标准和多值属性多类标数据决策树的构建等方面进行了深入探讨,开展了如下创新性研究。 (1)分析了支持度-置信度-兴趣度模型下的参数意义,并利用回归方法设计了多种规则...",2012/6/20,2012
CDFD2013,基于数据挖掘技术的心脑血管用药ADR关联模型构建研究,冯变玲,,天津大学,数据挖掘技术;;心脑血管疾病用药;;药品不良反应;;ADR关联模型,由于药品不良反应（ADR）不同程度的损害着人体健康，甚至危及生命，因此，ADR监测越来越受到世界各国的高度重视。我国每年收集到的ADR报告已达到WHO提出的数量要求。面对收集到的大量数据，如何做进一步的分析、整理，找寻药品、用药人群与ADR之间的关联关系，挖掘信号品种，为临床合理用药提供参考与指导是我们目前亟待解决的问题。针对ADR的数据特点，运用数据挖掘技术可以很好的满足上述要求，为药物的合理应用提供依据。心脑血管疾病目前已成为人类死亡病因最高的头号杀手，严重危害着人民的健康。为了保证心脑血管类疾病用药的安全、合理，提高该类疾病的治疗效果，有效降低治疗成本，对该类疾病的用药进行不良反应的监测...,2012/5/1,2012
CDFD2014,多源环境中数据预处理与模式挖掘的研究,林耀进,,合肥工业大学,多数据源;;质量评估;;标签传播;;模式挖掘,"随着数据库、网络以及各种信息技术的迅猛发展,许多实际应用领域如：传感器网络、商业交易、社会媒体分析等数据的描述信息变得越来越多,产生了种海量、多源和异构表现形式的数据。这些多源异构数据蕴含着丰富的知识和有用的信息。然而,由于多数据源具有异构性、自治性、复杂性、不一致性等特征,使得传统的数据挖掘技术面临着巨大的挑战。因此,开展多数据源环境下标签传播、数据源质量评估、模式挖掘等知识挖掘研究具有重要的研究与应用价值。本文主要研究内容如下： 1)由于数据源之间结构的不一致性,很难将多个数据源直接整合成单一数据源进行学习。在充分利用有标签数据源的标签信息与无标签数据源的内部结构信息基础上,分别提...",2014/4/1,2014
CJFD2014,复杂网络与数据挖掘:研究范式的比较和整合,沈斌;,浙江大学宁波理工学院;,复杂系统与复杂性科学,信息挖掘;;数据挖掘;;研究范式;;比较与整合,"在分析和对比复杂网络与数据挖掘两种范式的基础上,指出数据挖掘研究需要高度重视系统普适规律和内在机制的发现;复杂网络可以引入数据挖掘技术处理大数据,形成理论与数据的有机协同。进而探讨已有的复杂网络和数据挖掘交叉性探索工作,提出了范式整合的可能方向与途径。",2014/3/15,2014
CJFD2014,大数据挖掘分析,程陈;,中国地震局第二监测中心;,软件,大数据;;数据挖掘;;挑战,"同""互联网""、""云计算机技术""相比,大数据的发展更为迅速,它被用于社会的各个方面,例如交通、企业管理、安全监测以及我们的生活。相关人员声明,全球的数据量将在2020年达到35ZB,因而,大数据的涵义以及数据挖掘带给社会经济的挑战成为了人们关注的要点。",2014/7/14 10:19,2014
CJFD2014,云计算环境下面向领域的数据挖掘服务平台研究,曹小春;曾安;潘丹;,温州广播电视大学;广东工业大学计算机学院;美国Batteries Plus公司;,自动化仪表,云计算;;领域工程;;数据挖掘;;面向领域;;领域驱动,"为促进数据挖掘开发及其商业应用,采用云计算技术、领域工程和数据挖掘等技术,结合领域驱动设计和云计算框架,提出了一种面向领域的数据挖掘云平台框架,并阐述了云计算环境下面向领域的数据挖掘服务的机理。定义了面向领域的数据挖掘云平台服务开发模式,这对面向领域的数据挖掘、云计算环境下的数据挖掘服务模式以及数据挖掘服务的开发和应用都有一定的参考价值。",2014/9/20,2014
CJFD2014,Moodle平台网络课程数据挖掘模式分析,周剑云;,云南普洱学院理工学院;,中国远程教育,网络课程;;数据挖掘;;挖掘模式,"在传统教育中,教师通过与学生面对面的交流,获得学生学习行为的表现信息,较为容易掌握学生的学习情况和课程教学效果,但随着现代教育技术的发展,网络学习方式的普及,以及学生学习行为的变化,研究网络课程的教学方法受到了越来越多的关注。本文以Moodle网络课程管理系统为研究基础,分析并提出有针对性的数据挖掘方法构架,以达到对课程建设情况和学生学习情况的跟踪分析,为教师改进教学策略、提高网络课程教学质量提供有力支持及方法借鉴。",2014/9/6,2014
CJFD2014,基于社交网络的图数据挖掘应用研究,李桃陶;周斌;王忠振;,国防科学技术大学计算机学院;,计算机技术与发展,图挖掘;;图查询;;图分类;;图聚类;;图形数据库;;社交网络,"社交网络数据的高度复杂性给数据挖掘研究带来了巨大的挑战,而社交网络数据挖掘更注重实体之间相互关联的特点,使得图数据挖掘技术的研究与应用逐渐成为该领域的热点。传统数据挖掘,如聚类、分类、频繁模式挖掘等技术逐渐拓展到图数据挖掘领域。文中首先介绍了现阶段图数据挖掘算法(其中包括图查询、图聚类、图分类和图的频繁子图挖掘)的研究内容和存在的问题;其次介绍了图形数据库研究现状,以及对比了主流图形数据库管理系统的优劣;最后介绍了图挖掘技术在社交网络中的应用。",2014/10/10,2014
