SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2015,考虑气温因素的负荷特性统计指标关联特征数据挖掘,马瑞;周谢;彭舟;刘道新;徐慧明;王军;王熙亮;,智能电网运行与控制湖南省重点实验室(长沙理工大学);国家电网公司;国家电网公司信息通信分公司;国网经济技术研究院;,中国电机工程学报,大数据;;负荷特性统计指标;;相关性;;联动性;;格兰杰因果分析,"在电力系统负荷特性统计指标和气温日益积累大数据背景下,有效提取数据之间关联特征对电力系统规划和运行具有重大意义。为此,提出一种气温对负荷特性指标影响及其内在关联特征数据挖掘的方法。考虑气温季节特征进行分季度建模,首先通过物理关系和皮尔森相关系数获得气温和负荷特性指标任意两因素之间的相关性特征;然后在多变量时间序列平稳性检验基础上,对水平不平稳的同阶单整时间序列进行协整检验和向量误差修正(vector error correction,VEC)建模以获取其长期同步运动趋势及短期波动特性;进一步通过对变量差分化后的平稳时间序列的向量自回归(vector auto-regression,VAR)建模...",2015/1/21 10:24,2015
CDFD2012,基于支持向量机的空间数据挖掘方法及其在旅游地理经济分析中的应用,刘太安,,中国矿业大学,MC-COLS-SVM;;COLS-BSVR;;空间数据分类或回归;;时政指数;;景区景点分布指数;;预测模型;;风险管理模型;;数据挖掘软件,本论文根据旅游地理经济分析预测管理需求，就基于支持向量机的空间数据挖掘分类或回归的理论与方法以及在旅游地理经济管理中的应用展开了系统研究，建立了基于支持向量机的空间数据分类或回归挖掘模型与算法、特征选择算法，设计实现了面向旅游地理经济应用的数据挖掘软件。主要内容如下： （1）提出了SVM若干算法。通过组合优化方法和最小二乘方法，以及多分类支持向量机方法，提出了MC-COLS-SVM分类机算法；通过组合优化方法，以及减少约束，降低问题复杂度，提出了组合优化COLS-BSVR回归机算法。提出了对于支持向量回归机特征选择的算法，并进行了实证分析。 （2）构建了基于支持向量机的空间数据...,2012/6/1,2012
CDFD2013,面向移动用户数据的情境识别与挖掘,宝腾飞,,中国科学技术大学,移动设备;;情境建模;;情境识别;;关键地点;;情境挖掘,"随着移动互联网的兴起,移动设备成为用户使用互联网服务的新途径。通过挖掘移动设备上的情境数据对用户建模是一种新颖的理解用户需求的方案,从而能为互联网服务方提供个性化、情境感知化的服务奠定基础。这里的情境数据指移动设备上的众多传感器探测到的环境和用户行为信息。本文的研究主题是面向移动用户数据的情境识别与挖掘,主要成果如下： 1.提出了使用非监督学习模型对用户情境建模的技术方案：对于用户情境建模问题,由于难以获取情境标识,因而监督学习模型难以适用。鉴于此,本文使用非监督学习模型通过情境数据自身性质挖掘用户的情境。本文提出的方案包括两个步骤。在数据预处理步骤中,对用户情境数据日志提取情境会话,...",2012/12/1,2013
CDFD2013,基于关联数据的知识发现研究,李楠,,中国农业科学院,关联数据;;知识发现;;关联发现;;关联数据查询;;数据挖掘,网络资源环境面向结构化、语义化和智能化的方向不断地发展，最终目标是实现语义网。近年来，关联数据已经被W3C推荐为语义网的最佳实践，它实质性地促进了面向语义网的网络变革。关联数据的发展和广泛应用使得“数据网络（关联数据网络）”资源环境呈现在我们面前。这一网络资源环境具有明显地特点和优势，并且为人工智能、知识发现等领域的应用提供了巨大地潜力。但如何发挥这些潜力和优势实现知识发现的应用，是当前研究需要解决的问题。 本研究按照文献调研、分析思考、理论研究、应用研究和实践验证的思路，首先识别了基于关联数据的知识发现问题，继而采用综合分析的方法，通过相关基础理论的分析与讨论，解析了基于关联数据的知...,2012/12/1,2012
CDFD2013,基于多目标决策的数据挖掘模型选择研究,王国勋,,电子科技大学,模型选择;;数据挖掘;;多目标决策;;不平衡学习,"数据挖掘是从海量数据中提取潜在有用模式的过程,近年来在银行和通信等多个应用领域取得了显著成果。聚类和分类是数据挖掘中的两个核心技术。针对特定的实际数据挖掘任务,可供选择的常用算法有数十种,进而导致了以下两个问题：缺乏确定的规则帮助人们从众多算法中选择适用于其问题的算法；模型的可靠性、运行效率等很难得到检验。 针对上述问题,本文对数据挖掘中聚类和分类的模型选择问题进行研究： 第一,建立数据挖掘模型选择的理论框架,以实际应用问题为出发点,将业务问题转化为对项目目标及相关数据特征的描述。以数据挖掘应用的问题空间、选定的算法空间和算法性能评价指标空间为基础,通过多目标决策的方法进行模型...",2013/4/1,2013
CDFD2014,基于GPS轨迹和照片轨迹的时空数据挖掘,王冠男,,中南大学,时空数据挖掘;;GPS轨迹;;Geo-信息照片轨迹;;轨迹相似度;;重尾分布;;隐半马尔可夫模型;;生存分析,"现代信息技术和位置感知技术迅猛发展,人们能够方便的获得各种移动物体的轨迹数据。通过分析轨迹数据可以获得很多有价值的信息,并且推断出新的知识。许多基于位置推荐的门户网站已经引起了大众和研究者的关注,关于轨迹数据挖掘的研究也逐渐变得炙手可热。轨迹数据时时空数据的重要分支,本文主要研究了基于GPS轨迹以及照片轨迹的时空数据挖掘方法,采用多种统计方法挖掘轨迹之间的相似度、旅游者的行走模式等有价值的信息,通过针对真实数据进行实验,证明了方法在实践中的高效性。 本文的研究工作主要包含如下四个方面： 1)提出度量GPS轨迹相似度的几何算法(GSAs)。轨迹相似度算法能够提炼移动轨迹之间的相似...",2013/5/1,2013
CDFD2014,数据流模式挖掘算法及应用研究,王乐,,大连理工大学,数据挖掘;;关联规则;;频繁模式;;高效用模式;;不确定数据集;;数据流;;大数据集,"随着各行业对数据越来越重视和信息技术的快速发展,产生的数据越来越全面,同时数据量也在快速的增长；并且各行业又要求能及时对已产生的数据进行挖掘和分析,这使得数据流挖掘技术愈发重要。由于数据流具有海量性、实时性和动态变化性的特点,这就要求数据流上的挖掘算法有较高的时空效率。尽管数据流上数据挖掘技术取得了一定的进展,但是挖掘算法的时空效率仍然是当前数据挖掘领域中的研究焦点之一。 本文主要研究了数据流模式挖掘算法,包括传统数据集类型中的频繁模式挖掘以及大数据集下的频繁模式挖掘、不确定数据流中的频繁模式挖掘、和高效用模式挖掘。本文首先对已有的频繁模式和高效用模式挖掘算法进行了回顾,详细的介绍了算...",2013/9/1,2013
CJFD2014,Hadoop分布式架构下大数据集的并行挖掘,吕婉琪;钟诚;唐印浒;陈志朕;,广西大学计算机与电子信息学院;,计算机技术与发展,数据挖掘;;大数据集;;并行算法;;Hadoop,"基于Hadoop分布式计算平台,给出一种适用于大数据集的并行挖掘算法。该算法对非结构化的原始大数据集以及中间结果文件进行垂直划分以确保能够获得完整的频繁项集,将各个垂直分块数据分配给不同的Hadoop计算节点进行处理,以减少各个计算节点的存储数据,进而减少各个计算节点执行交集操作的次数,提高并行挖掘效率。实验结果表明,给出的并行挖掘算法解决了大数据集挖掘过程中产生的大量数据通信、中间数据以及执行大量交集操作的问题,算法高效、可扩展。",2013/11/12 16:50,2014
CJFD2014,基于数据挖掘的国医大师颜正华含陈皮处方用药规律研究,吴嘉瑞;郭位先;张冰;张晓朦;杨冰;盛晓光;,北京中医药大学;,中国中药杂志,陈皮;;数据挖掘;;关联规则,"该研究在收集处方的基础上,基于中医传承辅助系统构建数据库,进而应用关联规则apriori算法等数据挖掘方法,分析常用单味药物频次、药物组合频次、关联规则与核心药物组合等。研究显示,含陈皮处方常用于治疗胃痛、咳嗽等病证,高频次药物组合包括""陈皮-茯苓""、""赤芍-陈皮""等,置信度为1的关联规则包括""甘草→陈皮""、""白芍-香附→陈皮""、""茯苓→陈皮""等,处方所用药物多具理气活血等功效,用药较为集中,组方法度清晰。",2014/2/15,2014
CJFD2014,大数据挖掘助力未来金融服务业,刘新海;,中国人民银行征信中心;,金融市场研究,大数据;;数据挖掘;;金融服务业,"大数据是IT技术发展到一定阶段的产物,其内涵和外延还在发展中。通过对大数据的深度和广度的挖掘,大数据的价值可以被充分利用。大数据在金融服务业的应用不仅会带来新的商业机遇,还可以带来新的商业模式的变革。本文讨论了金融大数据挖掘所面临的挑战,以及国内金融业大数据挖掘的现状,并对金融大数据和云计算、互联网金融的关系进行了梳理,最后对未来金融大数据挖掘进行了展望。",2014/2/25,2014
