SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CDFD2012,基于隐私保护的数据挖掘若干关键技术研究,王健,,东华大学,隐私保护;;神经网络;;贝叶斯网络;;安全多方计算;;增量学习;;分布式;;频繁模式挖掘,"数据挖掘是指从大量的、不完全的、有噪声的、模糊的、随机的数据中,提取隐含在其中的、人们事先不知道的、但又是潜在有用的信息和知识的过程。数据挖掘技术的广泛应用使得人们能够从大量数据中获取隐含的知识。然而,由于被挖掘的数据中通常还包含着许多敏感性的信息,使得数据挖掘在带来信息时代知识学习的巨大价值的同时,也对人们的隐私和数据安全构成了威胁。目前在商业、军事及公共医疗卫生等应用领域,经常面临着如何在保护各自隐私安全的前提下进行充分的同行业合作以及数据共享的问题。因此,如何将数据挖掘和隐私保护有机地结合起来,已经是人们面临的一个重要课题。 基于隐私保护的数据挖掘(Privacy Preserv...",2011/4/1,2011
CDFD2012,社会网络分析与挖掘的若干关键问题研究,韩毅,,国防科学技术大学,社会网络;;数据挖掘;;算法;;依赖性;;特征抽取,"社会网络(Social Network)是指社会个体成员之间通过社会关系结成的网络体系。近年来,随着信息技术的发展,在线社交和微博等新兴社会网络应用获得了快速发展,为人类交互、知识共享、信息传播提供了完善的通信平台,也对人们的日常生活和行为方式产生了显著的影响,因此,在当今这个在线社交的时代,对社会网络研究更具有重要的理论价值和实际价值。 对在线社交网络的分析与挖掘也存在着巨大的挑战。社会网络与一般信息网络相比,有其独特的特性。例如,社会网络中的个体和群体在行为上体现出了强烈的社会性特征,对其他节点和网络上下文具有强烈的依赖性;在线社会网络时代多样的应用类型带来了多样的网络属性,对个体...",2011/6/1,2011
CDFD2012,超数据集成挖掘方法与技术研究,周春英,,浙江大学,超数据;;语义Web;;语义图;;语义关系;;数据挖掘;;数据集成;;集成挖掘;;机器学习;;半监督学习;;云计算,"超数据(Hyperdata)是被连接到其他数据对象的数据对象。超数据经过语义关系连接就形成了数据网络(Data Web)。超数据可以为集成挖掘提供丰富的、相互关联的数据。然而,超数据具有的高关联性、分布性和海量性也给超数据集成挖掘带来一系列困难。从目前超数据的研究现状来看,还缺乏比较有效的、系统性的研究来解决这些困难从而支持超数据集成挖掘。 基于上述背景,本文围绕超数据集成挖掘,从超数据准备、超数据集成挖掘方法和大规模超数据集成挖掘原型系统三个方面入手,针对超数据的分布性、高关联性和海量性带来的问题提出相应的解决方法。本文的主要研究内容和贡献可以概括为以下几个方面： 口超数据准...",2011/12/1,2012
CDFD2014,基于粗糙集的聚类算法研究,王佐,,吉林大学,聚类分析;;粗糙集;;数据挖掘;;神经网络;;预测,在数据挖掘研究领域，粗糙集和聚类算法等问题已被广泛研究。越来越多的学者深入地研究该相关领域，很多的问题已经不用使用某个单一的方法来解决，所以，将多种理论相互融合，如何来构造更为复杂的数据挖掘模型来解决真实数据分析问题，是目前研究的热点。 本文基于粗糙集和聚类算法，主要做了以下工作： 1、提出了一种改进的聚类算法：基于粗糙集的模糊聚类算法。这种算法将粗糙集和模糊聚类相结合，既利用了粗糙集近似集的思想，又利用了模糊隶属度聚类的思想。解决了边界不清晰的问题。 2、将基于粗糙集的聚类算法应用于社会网络。通过利用粗糙集的思想，从K均值聚类算法的角度来研究社会网络，将社会网络进行聚...,2013/12/1,2013
CJFD2010,基于关联挖掘技术的数字图书馆个性化推送服务,熊拥军;陈春颖;,中南大学图书馆;,图书情报工作,数据挖掘;;关联规则;;信息推送;;多维数据集;;个性化服务,"针对数字图书馆推送服务中缺乏对资源访问数据的有效分析,以关联挖掘理论为技术基础,设计出数字图书馆个性化推送服务模型。详细介绍资源访问多维数据集构建、多维数据集上文献资源的关联分析和挖掘方法。实验表明,关联挖掘技术可从资源访问事务中发现资源访问关联以及具有访问行为相似读者群,为个性化推送服务提供决策依据。",2010/1/5,2010
CDFD2016,用户行为数据的交互式可视挖掘方法研究,孙国道,,浙江工业大学,用户行为数据;;时空数据;;可视分析;;社交媒体;;城市交通;;话题竞合;;信息传播,"不同地区的成百上千万用户在不断地消费、生产和传播海量且高度多样化的异构数据,大至涉及全球范围的虚拟社交媒体数据,小至单一城市中的居民出行数据。随着技术的快速发展,人们所生产的数据将持续增长,数据格式愈加的多样化,数据也将愈加的开放和容易获取。分析和洞察用户行为数据,并深入地理解用户行为在时间和空间上的模式和规律,给众多领域如商业、媒体、政务以及学术研究均带来了新的机遇和挑战。用户行为数据的分析存在诸多挑战和困难,首先用户行为数据是多维度且多层次的,其往往涉及多个维度如时间、空间以及其他数值型或文本形式内容等,且因时、因地和因人而异。不同的空间和时间粒度/跨度的分析往往会得到不同的结果。其次,用...",2015/10/10,2015
cjfd2007,Web数据挖掘研究,曹聪聪;康耀红;,海南大学信息科学技术学院;海南大学信息科学技术学院 海南海口570228;海南海口570228,现代电子技术,数据挖掘;;Web挖掘;;Web挖掘分类;;算法与应用,Web数据挖掘是数据挖掘技术与Web的结合。介绍了Web数据挖掘的概念、Web数据挖掘的流程、Web数据挖掘的分类以及3类Web数据挖掘的应用问题。,2007/2/15,2007
cjfd2007,基于Web Service的数据挖掘系统的研究与应用,明德廷;李娟;尹怡欣;,北京科技大学信息工程学院;江西农业大学计算机与信息工程学院;北京科技大学信息工程学院 北京100083;江西农业大学计算机与信息工程学院;江西南昌330045;江西南昌330045;中国石油大学(华东)计算机与通信工程学院;山东东营257061;北京100083,计算机工程与设计,数据挖掘;;分布式系统;;Web服务;;预处理;;关联规则;;体系结构,"数据挖掘是从海量数据中发现有意义的模式和规则的一项关键技术。国内很少有商家使用数据挖掘来辅助商业决策。给出了基于Web Service的数据挖掘系统结构及实现方案;描述了一个基于Web Service的数据挖掘系统原型,进一步说明了所提出的系统结构具有较高的效率、可信度、可实施性和安全性。",2007/5/8,2007
cjfd2007,数据挖掘技术在经营分析系统中的应用,孙晓健;,上海交通大学计算机科学与工程系;,微计算机信息,数据挖掘;;数据仓库;;电信;;关联规则,"数据挖掘技术是对海量数据进行分析和信息提取的重要工具。本文首先介绍了数据挖掘的基本概念和相关知识。然后结合电信的具体行业特点,建立了一个基于数据挖掘的系统(MDMS),并对该系统的结构、模块组成等问题进行了深入的讨论。文中详细介绍了该系统中关联规则挖掘技术、分类模型挖掘技术和聚类分析技术等关键技术的实现。最终对该系统在电信运营过程中所起的作用作了一个总评。",2007/4/30,2007
cjfd2007,朴素贝叶斯分类在数据挖掘中的应用,谢斌;,西北师范大学数学与信息科学学院 甘肃兰州730070,甘肃联合大学学报(自然科学版),数据挖掘;;分类方法;;预测数据;;朴素贝叶斯,"数据库信息分类中,朴素贝叶斯分类模型是一种简单有效的分类方法,它理论基础好,分类精度高.本文运用朴素贝叶斯分类的方法,对所给数据进行分类和预测,通过一个实例给出了该算法对于预测数据进行分类的详细过程.",2007/7/10,2007
