SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2012,分布式数据流挖掘的研究进展,曲武;隋海峰;杨炳儒;谢永红;,北京科技大学信息工程学院;,计算机科学,分布式数据流挖掘;;数据流挖掘;;数据流,"随着通信技术和硬件设备的不断发展,尤其是小型无线传感设备的广泛应用,数据采集和生成技术变得越来越便捷和趋于自动化,研究人员正面临着如何管理和分析大规模动态数据集的问题。能够产生数据流的领域应用已经非常普遍,例如传感器网络、金融证券管理、网络监控、Web日志以及通信数据在线分析等新型应用。这些应用的特征是环境配备有多个分布式计算节点;这些节点往往临近于数据源;分析和监控这种环境下的数据,往往需要对挖掘任务、数据分布、数据流入速率和挖掘方法有一定的了解。综述了分布式数据流挖掘的当前进展概况,并展望了未来可能的、潜在的专题研究方向。",2012/1/15,2012
CJFD2012,基于概率衰减窗口模型的不确定数据流频繁模式挖掘,廖国琼;吴凌琴;万常选;,江西财经大学信息管理学院;江西省高校数据与知识工程重点实验室;江西省赣抚平原水利工程管理局;,计算机研究与发展,不确定数据;;数据流;;概率频繁模式;;频繁模式挖掘;;数据挖掘,"考虑到不确定数据流的不确定性,设计了一种新的概率频繁模式树PFP-tree和基于该树的概率频繁模式挖掘方法PFP-growth.PFP-growth使用事务性不确定数据流及概率衰减窗口模型,通过计算各概率数据项的期望支持度以发现概率频繁模式,其主要特点有:考虑到窗口内不同时间到达数据项的贡献度不同,采用概率衰减窗口模型计算期望支持度,以提高模式挖掘准确度;设置数据项索引表和事务索引表,以加快频繁模式树检索速度;通过剪枝删除不可能成为频繁模式的结点,以降低模式树的存储及检索开销;对每个结点都设立一个事务概率信息链表,以支持数据项在不同事务中具有不同概率的情形.实验结果表明,PFP-growth在...",2012/5/15,2012
CJFD2012,数据挖掘技术在远程教育中的应用,冯桂尔;,上海外国语大学传媒学院;,现代教育技术,数据挖掘;;远程教育;;在线学习;;双赢,"通过数据挖掘技术可以有效地对远程教育中大量的信息资源进行整合统计分析,从而更好地促进远程教育的发展。该文以《现代英语语法》课程为例,运用路径分析、兴趣关联规则分析、聚类分析、序列模式分析等数据挖掘技术,处理学生在线学习该课程的大量数据,以可视化的方式把挖掘结果反馈给学习者和教学管理者,从而实现双赢的结果。",2012/12/15,2012
CDFD2015,基于稀疏表示的高维数据无监督挖掘研究,冯小东,,北京科技大学,高维数据无监督挖掘;;稀疏表示;;缺失数据填补;;图学习;;字典学习,"数据挖掘是协助管理决策的重要工具之一,随着数据挖掘的应用范围不断扩大,数据挖掘所处理的数据逐渐呈现出高维和未标记的主要特点,即高维未标记数据。对该类数据的挖掘可以称为高维数据无监督挖掘,其中缺失数据填补、数据学习建模尤其大规模在线学习建模属于其中的主要内容。 本文针对高维数据无监督挖掘的这些问题,研究基于稀疏表示的高维数据无监督挖掘方法,具体研究包括以下内容。 (1)针对高维数据无监督挖掘的缺失数据填补问题,研究基于局部约束稀疏表示的缺失数据无监督填补方法。提出局部约束稀疏表示(Locality Constrained Sparse Representation, LCSR)的优化...",2015/6/1,2015
CJFD2008,基于小波分析的时间序列数据挖掘,佟伟民;李一军;单永正;,哈尔滨工业大学管理学院;哈尔滨工业大学管理学院;哈尔滨工业大学管理学院 哈尔滨150001;哈尔滨150001;哈尔滨150001,计算机工程,小波分析;;ARMA模型;;神经网络;;时间序列;;数据挖掘,"将小波分析和ARMA模型引入时间序列数据挖掘中。利用小波消噪对原始时间序列进行滤波,利用小波变换充分提取和分离金融时间序列的各种隐周期和非线性,把小波分解序列的特性和分解数据随尺度倍增而倍减的规律充分用于BP神经网络和自回归移动平均模型的建模。利用小波重构技术将各尺度域的预报结果组合成为时间序列的最终预报。经过试验验证了该方法的实际有效性。",2008/1/5,2008
CJFD2008,一种基于粗糙集的分类数据挖掘算法,马君华;陈云开;,华中科技大学计算机科学与技术学院;华中科技大学计算机科学与技术学院 武汉430074;武汉430074,计算机科学,粗糙集;;数据挖掘;;知识表达,"目前,粗糙集理论及数据挖掘的研究已经成为热点领域。本文提出一种基于粗糙集理论的分类数据挖掘算法,从实际数据出发,运用不同简化层次的算法,导出每个层次上的信息集,最后得到规则集。在进行推理和决策分析时,按照一定算法进行匹配,得出结论。算法分析表明,这一算法属性约简具有较好有效性,可减少未知样本参与分类的决策属性,适合模型相对稳定、更新不频繁且建模过程可以在后台进行的应用。",2008/6/25,2008
CMFD2016,数据挖掘在高考录取因素分析中的应用研究,言炯,,苏州大学,OLAP;;决策树分类;;关联规则;;高考志愿;;录取成因分析,"高考是全中国范围最广、影响力最大的一项考试,它对考生的人生影响是巨大的,因此高考过后的志愿填报也变的敏感、重要。考生及家长迫切地需要科学的研究分析如何合理地填报志愿,既能满足自己的意愿,又能最有效地规避风险。同时,高考不仅仅是一次考试,而是一个由报名、考试、志愿填报、录取等多项事件组合起来的系统工程,过程中产生了海量的数据。目前这些数据的使用效率很低,仅仅停留在统计、查询的阶段,不同系统、夸平台的信息交换,以及面向主题的高层次数据分析还很少出现。本文收集了某市与高考相关的大量数据,包括高考成绩数据、高考录取数据、以及考生所属中学、所录取的相关高校的信息,通过数据集成、数据清理、数据转换、数据规...",2015/4/1,2015
CMFD2016,基于关联规则的医学用药数据挖掘及可视化,高生鹏,,兰州交通大学,数据挖掘;;可视化;;关联规则;;Apriori算法;;用药,"当前的科技信息社会,数据繁多,而信息缺乏已逐渐成为一种趋势,怎样将这些海量的数据通过计算机信息技术为用户有效的提取出来,从而帮助用户了解、探索数据中内在的信息,这是目前该领域的一大挑战。目前,信息科技技术在医院信息系统中的运用逐渐受到重视,如何运用信息科技技术对复杂的医学数据进行数据挖掘及可视化,从医学数据中得到隐含其中有实用价值的信息是目前研究待解决的问题。因此,将数据挖掘技术与可视化技术运用到医院信息系统可以很好的解决这一问题,从而更好的促进医院医疗、科研、服务的发展以及决策分析。本文主要针对当前医院信息系统数据的大量存储而无法充分利用其中的实际价值信息知识的这一现状做出研究,将数据挖掘技...",2015/4/1,2015
CMFD2016,面向大数据的聚类挖掘算法研究,王玉雷,,南京邮电大学,大数据;;聚类挖掘;;k-均值;;云计算;;Hadoop,"大数据巨大的潜在价值促使大数据挖掘技术的产生,大数据挖掘是指从具有大规模性、高速性和多样性的数据源中挖掘出有价值知识的数据处理过程;如何准确、快速地从大数据中挖掘出有价值的知识是当今的研究热点。本文将面向大数据的聚类挖掘算法作为研究重点,以提高聚类挖掘算法的准确度和效率为研究目标,首先对传统聚类挖掘算法进行改进以提高准确度,然后对改进的聚类算法并行化以提高效率。为了提高聚类的准确度,本文在DBSCAN算法和k-means算法的基础之上,提出了基于密度的增量k-means聚类算法(Density-based Incremental k-means,DBIK-means)。DBIK-means算法...",2015/3/1,2015
CMFD2015,基于Hadoop平台的频繁项数据挖掘算法研究,杨柳,,大连理工大学,数据挖掘;;频繁项集;;hadoop;;apriori算法,"21世纪人类进入了信息化的时代,在这个阶段,利用计算机网络处理数据是信息系统最常见的功能。互联网可以说是目前全球上最大的信息平台,数据具有大型的,多样化的,异构的,动态的特性。如何将这些庞大的数据进行整理分析,帮助企业提取有价值的信息,已经成为软件系统开发过程中的一项巨大挑战。云计算技术的出现为数据挖掘技术的发展带来了新的机遇。拥有巨大的存储和计算能力的云计算技术,通过部署在大量廉价的普通PC上,实现海量数据的存储和分析,集群的规模可大可小,而且相对于高性能计算机,普通PC要廉价的多,这样存储成本和计算成本都有所降低,使得基于云计算的大数据的数据挖掘变成可能。Hadoop是一个相对成熟的开源云...",2014/3/20,2014
CMFD2015,校园一卡通数据分析平台研究与设计,刘灵松,,山东师范大学,数据挖掘;;联机分析处理;;数据仓库;;一卡通;;高校,校园一卡通系统作为数字化校园建设中重要的一环，其“一卡在手，走遍校园”的优越性使得校园卡成为师生校园生活中不可或缺的重要工具。然而，目前的校园一卡通系统，虽然在具体应用上功能越来越丰富，但是对消费流水数据的深层次的分析还十分缺乏。 校园一卡通系统的核心数据库中存储着所有的师生的身份信息和校园卡使用记录，如餐饮消费记录、班车收费记录、浴室洗浴记录，开水房和直饮水消费记录，超市消费记录，就医记录，图书罚款记录等。这些数据真实地反映了师生在校园生活中的消费情况，其中隐含了大量的信息，但是这些信息、知识是不直观的。通过对这些数据的深入挖掘，我们可能会得到一些分析结果，从数据中找出问题，发现潜在的...,2015/5/30,2015
CJFD2011,“数据仓库与数据挖掘”课程教学实践与探索,韦艳艳;张超群;,广西民族大学数学与计算机科学学院;,高教论坛,教学实践;;数据仓库;;数据挖掘,"本文从""数据仓库与数据挖掘""课程的本科教学特点出发,讨论了在授课过程中遇到的一些实际问题,介绍了理论教学环节和实验教学环节的各项内容及侧重点,并给出具体的实验教学方案。",2011/1/20,2011
CJFD2011,基于数据挖掘的分类算法综述,唐亚伟;秦玉平;,渤海大学信息科学与技术学院;渤海大学工学院;,渤海大学学报(自然科学版),机器学习;;数据挖掘;;分类算法,"分类算法是数据挖掘中最重要的研究领域之一。通过对当前数据挖掘中具有代表性的优秀分类算法进行分析和比较,给出了每种算法的特性,为使用者选择算法或研究者改进算法提供了依据。",2011/12/15,2011
