SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2014,基于数据挖掘的第二次土地调查成果应用现状分析,郭谁琼;金雨泽;张嘉;白晓飞;李焕;黄贤金;钟太洋;,南京大学地理与海洋科学学院;中国土地勘测规划院;,中国土地科学,土地调查;;成果应用;;行政部门;;大数据,"研究目的:对二调成果在全国范围内的应用深度和广度进行量化分析。研究方法:数据抓取、数据挖掘和半自动分类技术。研究结果:(1)二调数据在国土部门应用频率远高于其他部门,但从趋势看正逐步向其他部门渗透;(2)土地权属类信息得到最广泛应用,其中规划、确权、基本农田保护为主要的利用形式;(3)围绕山西、山东、江苏、江西4省出现鲁苏皖赣、晋陕两个应用频次较高的组团,应用方式基本与其主要职能相对应。研究结论:二调成果尤其是土地权属类信息在部门间应用范围正逐渐扩大,区域之间在应用深度广度上存在差异。",2014/9/15,2014
CJFD2015,数据挖掘方法在医学领域的应用及SWOT分析,牟冬梅;冯超;王萍;,吉林大学公共卫生学院;,医学信息学杂志,数据挖掘;;关联规则;;人工神经网络;;决策树;;聚类分析;;SWOT分析,"阐述关联规则、人工神经网络、决策树和聚类分析4种数据挖掘方法在医学领域的应用情况,运用SWOT分析法,得出各方法的优势及劣势、面临的机会及威胁并做出策略分析。指出4种数据挖掘方法的适用范围和协同应用情况,对方法的应用选取提出建议。",2015/1/20,2015
CJFD2015,数据挖掘技术在科技期刊网站中的应用,卜延明;范洪涛;,中华医学会杂志社新媒体部;中华医学会杂志社市场营销部;,编辑学报,数据挖掘;;科技期刊;;访问日志;;关联规则,"基于数据挖掘技术,对科技期刊网站系统中产生的数据进行分析,获取隐藏其中有价值的知识。根据科技期刊的行业特点,以及其信息系统的应用情况,通过整合所得到的相关数据,利用数据挖掘技术,对整合后的数据进行分析,从而在科技期刊经营模式中获取到大量有价值的规律和宝贵的经验。",2015/6/25,2015
CJFD2004,基于事件序列数据挖掘原理的高压输电线系统故障诊断(一)模型与算法,廖志伟;孙雅明,天津大学电气与自动化学院;天津大学电气与自动化学院 天津市 300072 华南理工大学电力学院;广东省 广州市 510640 ;天津市 300072,电力系统自动化,输电线系统;;故障诊断;;数据挖掘;;事件序列;;动态规划法;;容错性能,"基于事件序列(SOE)数据挖掘(DM)原理的高压输电线系统故障诊断的研究分两部分,该文是第一部分:模型与算法;第二部分是仿真和容错性能分析。根据电力系统发生故障时形成具有时空特征的离散SOE信息,提出了基于事件序列DM原理的故障诊断模型的构造和实现方法。用动态规划算法的相似性优化原理,对实时信息序列中含有畸变信息的SOE与标准的SOE集合之间进行编辑距离运算、运算代价、置信度来完成相似性度量的操作,可由挖掘事件之间的蕴涵的关联性,发现知识和进行信息纠错。所提出方法的重要实质是把故障诊断问题的求解转化为寻找与实时故障SOE模式最相似的、运算操作代价最小的标准故障SOE模式,从而纠正SOE中的变异...",2004/2/29,2004
CJFD2004,基于GIS的空间数据挖掘技术,吴为英,湖州师范学院法商学院 浙江湖州313000,山东科技大学学报(自然科学版),数据挖掘;;地理信息系统;;空间数据挖掘,"如何从海量数据中提取对人们有价值的信息已经成为一个非常迫切的问题。本文从地理信息系统(GIS)方面研究了如何解决这个问题,介绍了空间数据挖掘(SDM)的理论、方法和一般处理过程,并给出了基于GIS的空间数据挖掘的框架结构。",2004/9/30,2004
CJFD2004,基于数据仓库的数据挖掘技术在高校学生成绩分析中的应用,丁知斌;袁方,河北大学数学与计算机学院;河北大学数学与计算机学院 河北保定071002 ;河北保定071002,河北大学成人教育学院学报,数据仓库;;数据挖掘;;学生成绩分析,"随着高校招生规模的扩展 ,在校生人数越来越多 ,学生成绩分布越来越复杂 ,除了传统的学生成绩分析得到的一些结论外 ,还有一些不易察觉的信息隐含其中 ,故而把基于数据仓库的数据挖掘技术引入到学生成绩分析中 ,以找到影响学生成绩的真实原因 ,有利于有针对性地提高教学质量",2004/12/30,2004
CDFD2009,空间数据挖掘中若干关键技术研究,贾俊杰,,长安大学,空间数据挖掘;;聚类;;关联规则;;EM算法;;高斯混合模型,空间数据挖掘(Spatial Data Mining，SDM)是指从空间数据库中抽取隐含知识、空间关系或非显式存储在数据库中有意义的特征或模式。该技术在理解空间数据、获取空间与非空间数据间内在关系方面具有重要意义。由于近年来空间地理信息系统(Geography Information System，GIS)广泛地应用到各个行业中，积累大量与空间位置相关的空间数据，因此空间数据挖掘研究己成为当前研究的重要课题。 本论文正是在这种背景下，在系统地讨论空间数据挖掘的基本理论的基础上，对空间数据挖掘的若干关键技术进行重点研究，论文研究成果可归纳如下： 1．在总结已有研究...,2009/1/16,2009
CDFD2010,基于贝叶斯网数据挖掘若干问题研究,关菁华,,吉林大学,贝叶斯网;;分类;;聚类;;集成学习;;概念漂移;;粒子群算法;;遗传算法,"贝叶斯网以其丰富的概率表达能力、灵活的推理能力、综合先验知识的特性及其坚实的理论基础引起科研与应用人员的广泛关注,涌现出大量的基于贝叶斯网模型的数据挖掘方法。 本文以基于贝叶斯网的数据挖掘方法中存在的若干研究问题为背景,对分类问题、聚类问题以及增量学习中的概念漂移问题等进行了研究,重点研究基于贝叶斯网的解决方法。 本论文的主要内容包括: 1)在比较和分析了现有四种经典贝叶斯网分类器的基础上,提出了基于实例选择的贝叶斯网分类器集成算法。该方法选择当前测试实例在训练集中的k最近邻作为验证集,根据各分类器在此验证集上的分类准确性,确定单个分类器的权重,并采用...",2009/10/1,2009
CMFD2008,基于数据挖掘的电力系统短期负荷预测研究,李冬伟,,大连理工大学,短期负荷预测;;数据挖掘;;数据预处理;;聚类分析;;数据分类,短期负荷预测是电力系统调度运营部门的一项重要工作，尤其是随着电力市场的建立和发展，短期负荷预测将发挥越来越重要的作用。其预测精度的高低直接影响到电力系统运行的安全性、经济性和供电质量。因此，关于如何提高预测精度的问题，一直是短期负荷预测研究的重点问题。 电力负荷预测就是要通过实际电力系统负荷特性的分析，结合实际运行情况，运用数学和计算机方面的知识，建立合理准确的数学模型，最终得出精准的预测结果。在负荷特性分析以及负荷预测模型建立之前，必须对负荷数据进行预处理，剔除掉其中不能反应真实负荷情况的坏数据。 数据挖掘是数据库与数据仓库研究领域新兴的富有前途的...,2007/12/1,2008
CMFD2008,决策树算法的研究及应用,王斌,,东华大学,数据挖掘;;分类;;决策树;;ID3算法;;校园一卡通,"数据挖掘是致力于数据分析和理解、揭示数据内部隐藏知识的技术,它成为当今信息技术应用的重要目标之一。分类是数据挖掘中的一个重要研究内容,而决策树分类是一种非常有效的分类方法。迄今为止,人们提出了很多种不同的决策树分类算法,各种算法在执行速度、可扩展性、输出结果的可理解性,分类的准确性等方面各有千秋。但它们在理论和实现方法上仍有不足之处。对决策树算法的进一步优化研究不仅有助于算法理论的完善,也有助于算法的推广和应用。 ID3算法作为一种流行的决策树算法,因为其算法简单、易实现而被广泛使用。但其生成的树结构往往过于庞大、复杂,也影响了算法效率。为了优化树的结构,提高树生成的效率,避...",2008/1/1,2008
CDFD2012,基于个性化虚拟人台的服装合体性评价模型研究,齐行祥,,东华大学,三维人体信息数据;;个性化虚拟人合;;虚拟服装;;服装合体性评价;;数据挖掘,"本文在当前物联网迅速发展的大背景下,研究了基于个性化虚拟人台的服装合体性评价模型。研究内容包括三维人体信息数据的获取、传输和存储,个性化虚拟人台参数的获取与解析,个性化虚拟人台建模技术,虚拟服装建模技术,服装合体性评价模型等。 首先应用数据挖掘技术对女性躯干部位三维扫描数据进行了研究分析。对用[TC]2系统获取的数据进行预处理,提取出躯干部分的点云数据,将清洗后的三维点云数据作为数据挖掘的数据源,运用描述型数据挖掘算法找出躯干部位人体表面的关键点和关键面。运用预测型数据挖掘算法由关键点预测其它点的数据信息,并进行了误差分析。 在数据挖掘结论的基础上,研究开发了基于多张图片的三维...",2011/9/1,2011
CMFD2013,Hadoop分布式数据清洗方案,郭逸重,,华南理工大学,数据清洗;;Hadoop;;孤立点挖掘,随着信息化社会的迅速发展，信息数据急剧增长，在这些海量的数据中，如何更快、更准的挖掘用户感兴趣的信息，这一点变得越来越重要。而数据清洗作为数据挖掘的一个重要环节，在海量数据的清洗上也面临着很大的压力。 数据清洗的主要任务包括三个：不完整数据的清洗、错误数据的清洗和重复数据的清洗。对于不完整数据及重复数据的清洗，现已经有很多成熟的方案达到预期的目标。而错误数据的清洗，由于其错误数据的定义不同，会出现不同的错误数据清洗方案，在通用性方面存在较大的劣势，特别是对海量数据的处理上，现在对应的解决方案也相对少。 本论文以基于节能监管平台的能耗数据作为基本研究、实验对象。对于节能监管平台，其网...,2012/6/1,2012
CMFD2013,基于关联规则Apriori算法的Web日志挖掘研究与实现,杨楠,,成都理工大学,数据挖掘;;Apriori算法;;Web日志挖掘;;频繁项集;;关联规则,数据挖掘是指对数据仓库和数据库中的大量原始数据按照数据挖掘的目的进行知识开采、挖掘和分析，从而获得有趣知识和隐含模型的过程。随着互联网的快速发展，人们将数据挖掘技术应用于大量纷繁的Web数据中，以得到迫切需要的、潜在的、有价值的信息，因此产生了Web数据挖掘的研究。在Web数据挖掘中，Web日志挖掘是一个尤为重要的研究课题，通过Web日志挖掘，可以充分利用Web服务器上大量的日志文件，从中发现用户访问网站页面的模型和访问习惯，为电子商务网站管理员优化网站页面结构提供依据，从而为用户访问网站时提供便捷服务。 如何发现数据仓库里数据项之间有意义的相互联系或依赖，是数据挖掘中的一个研究重点，并...,2012/4/1,2012
CJFD2005,数据挖掘研究综述,石杰楠,中国地质大学,航天制造技术,数据挖掘;;研究进展,"从数据挖掘的步骤、分类、主要技术方法以及应用领域与主要工具等不同视角阐述了数据挖掘技术,最后,对当前数据挖掘领域的研究热点以及研究发展方向进行了详细的概括与总结。",2005/8/25,2005
CJFD2005,基于数据挖掘的移动客户流失分析系统,叶进;张向利;张润莲,桂林电子工业学院通信与信息工程系;桂林电子工业学院通信与信息工程系;桂林电子工业学院通信与信息工程系 541004 ;541004 ;541004,计算机系统应用,数据挖掘;;决策树;;聚类分析;;客户流失预测,"客户流失是竞争日益激烈的市场中移动公司面临的一大难题。""移动客户流失分析系统""在数据挖掘的基础上,实现了客户流失模型的管理应用,其中关键的环节是通过流失客户的预测和分析,辅助市场经营人员制订相应的策略。文中介绍了决策树和聚类两种数据挖掘算法在该过程中的应用,并对得到的结果进行了说明和分析。实践证明,该系统提供的信息能够科学地帮助移动公司解决客户流失的问题。",2005/2/5,2005
CJFD2005,基于GIS数据库的田野考古地层剖面空间数据挖掘——以陕西临潼姜寨遗址为例,杨林;闾国年;毕硕本;裴安平;盛业华;陈济民;孙懿青,南京师范大学地理信息科学江苏省重点实验室;南京师范大学地理信息科学江苏省重点实验室;南京师范大学地理信息科学江苏省重点实验室;南京师范大学文物与博物馆系;南京师范大学地理信息科学江苏省重点实验室;南京师范大学地理信息科学江苏省重点实验室;南京师范大学地理信息科学江苏省重点实验室 江苏南京210097 ;江苏南京210097 ;江苏南京210097 ;江苏南京210097 ;江苏南京210097 ;江苏南京210097 ;江苏南京210097,地理与地理信息科学,地理信息系统;;田野考古;;数据挖掘;;虚拟钻孔,"介绍一种基于地理信息系统(GIS)数据库进行田野考古地层剖面空间数据挖掘的方法。即利用虚拟钻孔扫描剖面地层获得相关信息,从中提取田野考古中所需的各文化层及遗迹的厚度、顶界和底界深度等空间数据。实验结果表明,该方法能自动获取地层信息且数据可信度较高。",2005/3/30,2005
CJFD2003,数据挖掘语言研究现状及发展,李宝东;宋瀚涛,北京理工大学计算机系;北京理工大学计算机系 北京100081 ;北京100081,计算机工程与应用,数据挖掘;;查询语言;;模型语言;;PMML;;XML;;DTD,"论文介绍了目前比较流行的几种数据挖掘语言及其标准化方面的研究进展,比较分析了几种数据挖掘语言的优缺点,并对这几种数据挖掘语言的结构和组成进行了探讨和研究,最后探讨了数据挖掘语言的发展趋势,以及需要解决的问题。",2003/2/21,2003
CJFD2003,基于数据挖掘技术的虚拟社区成员行为研究,孙颖;毛波,清华大学经济管理学院;清华大学经济管理学院 北京100084 ;北京100084,计算机应用,虚拟社区;;数据挖掘;;BBS;;关联规则,"虚拟社区的研究对于社区的建设、管理和发展都具有重要意义。然而目前对虚拟社区和社区中的成员行为的定量研究还不多见。本文抽样采集了某一典型虚拟社区中的成员文章数据,在进行预处理后,利用关联规则的数据挖掘技术对其进行了挖掘,从而获取了虚拟社区中一些潜在的行为规律,并给出这些行为规律的相应描述。其研究结果具有一定的意义,对虚拟社区的建设、发展和管理起到预见和指导作用。",2003/1/28,2003
CJFD2003,利用数据挖掘进行短期电价预测,袁贵川;程利;王建全,浙江大学电机工程学系;河海大学计算机及信息学院;浙江大学电机工程学系 杭州310027 ;南京210098 ;杭州310027,电力系统及其自动化学报,电力系统;;电力市场;;数据挖掘;;时间相似性搜索;;电价预测,"在电力市场化的今天 ,如何准确地进行电价预测 ,是市场参与各方都十分关心的问题。由于电价受到众多因素的影响 ,所以到目前为止还没有较好的预测方法。本文简要叙述了数据挖掘技术的特点。在详细分析了电价的特点和考虑到电价与负荷的强相关性之后 ,提出了一种基于数据挖掘中时间序列相似性研究的短期电价预测方法。采用序列分段平均值技术进行降维。最后利用加州电力市场的数据做试验 ,试验表明该法是有效的",2003/4/25,2003
CJFD2009,基于遗传算法的数据挖掘方法及应用,肖伟平;何宏;,湖南工程学院计算机与通信学院;,湖南科技大学学报(自然科学版),遗传算法;;数据挖掘;;车间作业调度;;规则,"车间作业调度问题的研究不仅具有重大的现实意义,而且具有深远的理论意义.该文采用数据挖掘算法从大量的车间作业调度中抽取一些有价值的信息或知识,然后应用这些知识来辅助车间作业调度.该研究的目的就是应用数据挖掘算法从车间作业调度最优方案(基于遗传算法的求解结果)中抽取出最优调度方案的一些模式知识,然后基于这些模式知识发展一些规则集来辅助车间作业调度.这些规则可以看作是隐含在车间作业调度最优方案中的事先未知的潜在有用的信息,根据这些规则可以产生比简单指派更好的车间作业调度方案.最后的数据实例表明本文方法无论在调度质量还是在计算速度上都具有非常好的性能.图3,表4,参15.",2009/9/25,2009
CJFD2009,数据挖掘在体育训练指导中的应用研究,黄谦;石勇;,西安体育学院;,广州体育学院学报,体育训练;;数据挖掘;;神经网络,"数据挖掘是利用机器学习、统计学习从数据中发现潜在规律的技术。针对目前体育训练中存在的一些问题,讨论了数据挖掘技术在体育训练中的应用原理,并通过关键神经网络方法来对运动员的成绩进行了预测的应用。实验数据表明使用神经网络对运动成绩的预测具有很好的逼近能力,而且有良好推广性,这表明使用相关的数据挖掘技术对指导体育训练的科学性增加,将会有广阔的应用空间。",2009/11/28,2009
CJFD2008,数据挖掘算法在交通状态量化及识别的应用,孙亚;钱洪波;叶亮;,同济大学交通运输工程学院;同济大学控制理论与控制工程博士后流动站;同济大学交通运输工程学院 上海201804;上海201804;上海201804,计算机应用,检测器采集信息;;数据挖掘;;交通状态;;聚类分析,"在智能交通系统(ITS)环境下,以交通检测器采集的海量交通流信息为对象,通过数据挖掘技术即数据获取、数据预处理、挖掘方法、结果分析与评价、模式应用等进行新的信息提取,提出了各阶段的要求和聚类分析及模式识别的算法,最后从海量数据中得到新的有用信息交通状态分类,同时使用实时采集交通流数据进行交通状态判别。实验结果表明识别状态能够准确反映实际交通状态。",2008/3/1,2008
CDFD2002,数据挖掘技术的研究及应用,冯红伟,,西北工业大学,序列数据库;数据挖掘;模糊相似性;聚类分析;查询处理,在经济、商业、自然科学和社会科学等领域，很多数据是以时间序列的形式出现的。时间序列数据库描述、存储时间序列数据并提供各种查询操作，通常这些操作都是基于序列元素的值或者时间坐标进行的，无法实现对序列数据库中所蕴含知识的查询。把数据挖掘技术应用于时间序列数据库能够发现时间序列数据库中所蕴涵的模式，进而扩展时间序列数据库的查询能力。 时间序列挖掘包括规则发现、周期模式挖掘、序列模式挖掘和相似性查询，其中，时间序列的相似性查询是时间序列挖掘的一个重要方面。本文研究了基于序列变化模式的相似性查询方法，包括序列变化模式的表示、全序列查询、子序列查询、序列数...,2002/7/1,2002
CDFD2007,数据挖掘技术在入侵检测中的应用研究,刘雪飞,,南京理工大学,入侵检测;数据挖掘;有限状态自动机;系统调用;聚类算法;报警信息根源分析;报警信息因果关联分析,入侵检测是网络信息安全保障体系的一个重要环节。有鉴于数据挖掘技术的学习和挖掘能力，本文将其应用于入侵检测，并做了相应的研究工作。包括有限状态自动机学习算法应用到基于程序系统调用的入侵检测，聚类算法应用到入侵检测系统报警信息的报警根源分析。主要取得如下四个方面的研究成果： (1)研究并提出了入侵的检测框架。在Cohen证明病毒入侵检测的不可判定性基础上，提出了不存在入侵的通用检测模型，进而给出了入侵的检测框架。检测框架从多种数据源、多种分析技术实施入侵检测，它综合了主机数据源、网络数据源、报警信息数据源，主机数据源和网络数据源分析综合运用误用检测和异常检测技术，报警...,2005/5/1,2005
CMFD2013,咨询公司客户关系管理的数据挖掘分析,王凤娟,,西南交通大学,咨询公司;;客户关系管理;;数据挖掘;;客户分类;;交叉销售,"服务业不断发展,咨询行业作为服务业的一种,也逐渐体现出行业的价值。在面对市场上的激烈竞争,获得新客户的成本越来越高,于是咨询公司开始重视现有客户的发展。在过去与公司发生过交易行为中保留下来的数据对公司来说是十分宝贵的,如何找到重要客户、潜在客户,识别低价值客户,并在他们身上发现交叉销售的机会,已经成为企业不可忽视的课题。 本文对咨询公司借助客户关系管理(Customer Relationship Management:CRM)工具,就如何通过数据挖掘实现客户价值识别和交叉销售展开了理论和实践的探讨。文章首先对客户关系管理系统和咨询公司做了简单的介绍,在总结了咨询公司的行业特殊性的基础上,...",2013/5/1,2013
CMFD2013,基于层次聚类的数据分析,缪元武,,安徽大学,数据挖掘;;层次分析法;;层次聚类;;云模型,"随着计算机的快速发展,计算机技术已经被用于电子商务、商业管理、科学研究、政府办公等各个领域。特别是在Internet技术日趋成熟的今天,在互联网上存在大量甚至海量的数据,人们为了获取对自己有用的信息和知识,就必须解决信息过量与知识贫乏两者之间的矛盾,因此诞生了一门新的学科——数据挖掘。数据挖掘作为一门新的学科,有其特有的步骤和方法。数据挖掘是面向应用的,因此数据挖掘方法的优劣主要取决于在实际应用中的效果。数据挖掘的应用非常广泛,特别是经济领域。数据挖掘已经成为当今社会研究的热点。 数据挖掘的基本方法包括分类、聚类、回归分析、关联规则、特征、变化和偏差分析。本文主要是基于数据挖掘的聚类算法...",2013/5/1,2013
