SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CDFD2004,时间序列挖掘与相似性查找技术研究,曾海泉,,复旦大学,"时间序列,数据挖掘,相似性查找,互关联后继树模型",时间序列(Time Series)是一种重要的数据对象，在现实世界许多领域中都广泛存在，如股票价格，商品销售数据，气象数据等等。随着时间推移，这类数据的存储规模呈现爆炸式地增长。因此，对这些海量的时序数据如何进行有效的知识发现，挖掘其内在的各种变化模式：对于用户给定具有各种抽象含义的变化模式，如何在海量时间序列库中进行相似性的检索等应用分析，这是一个挑战性的、具有重要意义的理论和实际应用课题。该课题的研究对于我们正确认识事物变化，科学进行决策，识别各种异常行为等具有重要的指导意义。 本文在分析时间序列特点和实际应用需求的基础上，针对时间序列的挖...,2003/4/25,2003
CDFD2012,交通领域中的聚类分析方法研究,李桃迎,,大连海事大学,数据整合;;数据挖掘;;模糊聚类;;聚类融合;;增量聚类,"随着信息化技术的发展,各领域系统中积累的数据越来越多,简单的查询统计功能已经满足不了实际需求,运用数据挖掘方法从现有数据中发现潜在、有意义的规律,获取有价值的知识,为高层管理与辅助决策提供依据已经成为解决问题的关键。因此,本文提出了“交通领域中的聚类分析方法研究”,主要包括： 1.复杂多源异构数据整合方法研究,采用XML技术实现数据交换的接口,提供数据的共享与交互功能,解决各行业现行系统中数据的异构问题,从而满足不同系统之间数据的互联互通,为进行数据挖掘提供了数据准备。 2.面向混合属性数据的权熵模糊c-均值优化方法研究,主要是针对现有算法的不足而提出。同时将其引入模糊关联规则...",2010/9/1,2010
CJFD2012,能耗实时监测的数据挖掘方法,卿晓霞;肖丹;王波;,重庆大学城市建设与环境工程学院;重庆大学计算机学院;,重庆大学学报,能耗;;能源管理;;数据挖掘;;实时;;监测,"针对能耗监测常用的设定能耗阈值方法和基于历史数据的数据分析方法在实时性和智能性方面的不足,提出了一种基于数据挖掘技术的能耗实时监测方法。该方法通过对历史能耗数据进行聚类分析识别耗能体特有的能耗模式集合,对数据分类后获得能耗模式判定树,在能耗实时监测过程中对动态采集的能耗数据进行模式匹配,与相同模式历史数据进行离群点分析,可判别当前能耗是否异常。结合某综合大楼能耗数据进行了实验,验证了该方法及时发现能耗数据异常的有效性。",2012/7/15,2012
CJFD2011,指标筛选技术在神经网络数据挖掘模型中的应用,习勤;米帅军;,华东交通大学经济管理学院;,统计与决策,数据挖掘;;神经网络;;指标筛选;;信息增益,"文章以分类神经网络中的RBF网络为例,讨论了神经网络数据挖掘模型中指标筛选的重要性,并以信用卡欺诈检测神经网络数据挖掘模型为实证案例,演示了指标筛选方法能有效地提高神经网络模型的分类效率与收敛速度,同时,讨论如何针对数据挖掘主题与数据特点选择合适的指标筛选技术。",2011/5/30,2011
CJFD2011,干预规则挖掘的概念、任务与研究进展,段磊;唐常杰;杨宁;左劼;王悦;郑皎凌;徐开阔;,四川大学计算机学院;北京大学信息科学技术学院;成都信息工程学院软件工程系;成都信息工程学院计算机系;,计算机学报,数据挖掘;;干预规则;;流数据;;不确定数据;;时间序列,"干预规则挖掘是近年从干预实践中提出的新型数据挖掘任务,旨在利用数据挖掘技术探测干预事件,发现最佳干预时机和力度,提供促进事物向期待状态转化的决策支持.文中以四年的研究实践为背景,介绍干预规则挖掘的研究沿革和现状,给出了干预规则挖掘的任务分类.从三个角度,即干预效果预测、干预方法发现和未知干预探测三方面,介绍干预规则挖掘的研究问题、困难和成果.展望了干预规则挖掘未来研究方向.",2011/10/15,2011
CMFD2010,数据挖掘技术在银行业个人客户关系管理中的应用,邹震珍,,华东师范大学,客户关系管理CRM;;数据挖掘;;商业银行;;农业银行个人客户关系管理系统PCRM,"进入21世纪,人们越来越强烈地感觉到客户资源是市场竞争经营至关重要的资源。在银行业个人客户关系管理方面,国内外银行业目前的主要差距在于客户信息的挖掘分析能力。 数据挖掘是一门交叉学科,是从大规模的数据中抽取非平凡的、隐含的、未知的、有潜在使用价值的信息的技术。随着商业银行个人业务的快速拓展,数据挖掘技术应用于个人客户的数据分析将成为一种必然的趋势。本文试着将数据挖掘技术应用在银行个人客户关系管理中,建立与客户沟通的便利渠道,实施客户关怀,为客户创造更高的价值,来提高客户的满意度和忠诚度,从而实现更高的利润和商业银行的长远发展。 本文首先阐述客户关系理论、数据挖掘...",2009/4/1,2009
CMFD2010,基于多Agent的数据挖掘技术在电信客户流失中的研究与应用,徐漾,,中南大学,用户流失预测;;数据挖掘;;多Agent系统;;任务分配,"随着电信市场的逐渐放开和3G时代的来临,电信企业间竞争日益加剧,如何保留用户是企业面临的一个主要问题。数据挖掘技术使企业的预测能力得到增强,为控制用户流失带来了根本性的转变。但是传统的数据挖掘技术存在着诸如效率低等一系列问题,为克服这些弊端,必须寻找新的挖掘机制。 Agent技术在许多领域有着广泛的应用,通过Agent之间的协作,可以增强了多Agent系统解决问题的能力,并使得系统具有更好的灵活性,利用Agent技术来解决目前电信客户流失数据挖掘中存在的问题,将是一个很好的方法。 本文首先对数据挖掘技术和多Agent技术进行了介绍,分析了传统数据挖掘技术中存在的...",2009/6/30,2009
CMFD2010,数据挖掘技术在高校财务分析中应用研究,林立学,,哈尔滨工程大学,数据挖掘;;预警;;财务分析;;ID3算法;;风险权重,"目前,随着我国高等教育的快速发展和改革的不断深入、高校的理财环境和财务管理的职能的逐步转变,对高校财务分析工作提出了更高的要求。然而,我国现行高校的财务分析,无论在理论研究还是在实践方面,都存在者一定的局限性。虽然计算机技术和网络技术已普遍应用于高校的财务管理中,但仅限于财务核算,而对财务分析较少涉及。大量丰富的财务数据的主要用途仍是提供简单的查询和统计报表,对这些数据所隐藏的深层次的信息没有充分地利用。这时若采用数据挖掘的方法和以往的财务分析方法相结合,往往能收到更好的效果。 本文主要针对的问题是高校财务管理中学生缴费风险分析,通过对数据挖掘技术的研究,结合高校财务管理...",2008/9/5,2008
CMFD2010,隐私保护数据挖掘算法的研究,张长星,,江南大学,数据挖掘;;隐私保护;;关联规则;;安全多方计算,"近年来,数据挖掘在商业决策、科学探索以及医学研究等诸多领域得到了广泛应用。然而,数据挖掘技术在给我们带来巨大利益的同时,也会不可避免的产生隐私泄露问题。尤其随着人们对隐私权关注度的不断提高,数据挖掘在实现过程中遇到了层层阻碍。隐私保护数据挖掘技术正是在此背景下产生的,它能够在保证敏感数据以及敏感规则安全的前提下,挖掘出比较准确的结果,有效的解决了数据挖掘与隐私保护之间的矛盾。 本文首先总结归纳现阶段隐私保护数据挖掘算法的研究现状,然后针对目前应用最广泛的关联规则隐私保护数据挖掘进行了相关研究: 首先分析了数据集中分布的挖掘算法MASK (Mining Assoc...",2009/8/1,2009
CMFD2010,Web日志挖掘中数据预处理算法的研究,朱鹤祥,,大连交通大学,Web日志挖掘;;数据预处理;;用户识别;;会话识别,"Internet的迅猛发展,尤其是Web的全球普及,使得Web上信息量无比丰富。通过对Web的挖掘,可从Web页面中提取所需的知识:对总的用户访问行为、频度、内容的分析,可得到关于群体用户访问行为和方式的普遍知识,用以改进Web服务设计。更重用的是,通过对这些用户特征的理解和分析,有助于开展有针对性的电子商务活动。 Web日志挖掘利用数据挖掘技术分析和挖掘网络日志,获取网站使用情况的有价值模式,应用于个性化服务、网站设计和商业决策等方面。而数据预处理在Web日志挖掘过程中起着至关重要的作用,其中用户识别和会话识别是主要环节,也是整个过程的基础和关键步骤。本文将对提高用户识...",2009/12/22,2010
