SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2015,基于梯形云模型的电能质量数据关联性挖掘方法,曲广龙;杨洪耕;,四川大学电气信息学院;,电力系统自动化,梯形云模型;;电能质量;;概念区间划分;;关联规则挖掘;;相关性分析,"提出了一种基于梯形云模型的电能质量数据关联性挖掘方法。利用梯形云对电能质量指标进行等级概念区间划分,有效集成随机性和模糊性,达到软化区间边界目的。定义了基于梯形云的支持度和置信度计算公式,从电能质量数据库中挖掘关联规则,并配合使用Kulczynski量度和不平衡比作进一步相关性分析,过滤掉无意义的关联规则。通过对电能质量数据之间的关联性进行挖掘分析,可以发现电网中隐藏的运行特性,为管理部门制定决策提供有价值的信息。实例分析验证了所提方法的实用性和有效性。",2015/4/10,2015
CJFD2013,XML空间频繁变化结构挖掘方法,李巍;李雄飞;郭建芳;,吉林大学计算机科学与技术学院;符号计算与知识工程教育部重点实验室;,计算机学报,数据挖掘;;XML;;频繁模式;;空间频繁变化结构;;SC-DOM,"XML数据在实际使用过程中不断发生改变,针对XML数据动态可变的特点,提出一种根据XML数据变化过程挖掘XML空间频繁变化结构SFCS(Spatial Frequently Changing Structure)的方法,首先提出XML子结构空间度量方法,通过结构空间变化度SSCD、版本空间变化度VSCD和空间变化程度SCD这3个度量值衡量XML子结构的空间变化频繁性并提出SFCS定义.进一步,提出一种用于保存XML空间变化信息和发现SFCS的数据模型SC-DOM,论证了XML编辑操作对子结构空间的影响并据此提出SC-DOM状态动态迁移方式,最后提出根据SC-DOM发现SFCS的算法并讨论算法复...",2013/2/15,2013
CMFD2015,基于Spark平台的CURE算法并行化设计与应用,邱荣财,,华南理工大学,聚类算法;;并行化;;Spark;;CURE;;移动互联网;;用户行为分析,近年来，云计算的研究，相应地兴起了大数据处理平台的研究，Hadoop的诞生让人们从MPI（Message Passing Interface）转向了MapReduce计算模型的研究。Spark平台通过引入RDD（Resilient Distributed Datasets）模型大大提高了其处理速度，使其在交互式计算和迭代计算方面远胜于Hadoop，擅长迭代计算的优势使得Spark处理平台非常有利于成为大数据的数据挖掘利器。大数据的核心处理之一就是数据挖掘，而处理要求也高，Spark的出现正是迎合了广大企业、学者的需求。聚类算法是数据挖掘中的一个重要部分，而如今Spark平台对聚类算法的支持只有...,2014/6/10,2014
CMFD2015,数据挖掘技术在CET-4成绩分析中的应用研究,刘红保,,河北大学,数据挖掘;;决策树C4.5;;k-modes;;CET-4成绩,目前中国的高等教育已从精英教育转为大众化教育，办学的规模大，在校学生的数量多。高校经过多年使用综合教务信息管理系统，积累了大量的学生数据。本文将数据挖掘技术运用到高校全国大学生英语四级考试（以下简称CET-4）成绩分析中，挖掘出隐藏在成绩数据中的有用信息，为改进教学设计与教学管理提供依据。 主要研究内容如下： 1.使用决策树算法对大学生CET-4成绩进行挖掘分析。采用C4.5算法建立预测学生是否通过CET-4的决策树，使用事后剪枝的方法对建好的决策树进行剪枝，之后提取分类规则，依据分类规则建立大学生CET-4成绩预测模型；对分类规则中各个影响因素进行分析，分析出各因素对CET-4成...,2014/5/1,2014
CMFD2015,基于数据挖掘的医院技术创新数据分析与研究,孙海洲,,北京交通大学,数据挖掘;;聚类分析;;关联规则;;医院技术创新,"摘要：21世纪是信息经济时代,数据挖掘是信息技术研究的热门问题之一,数据挖掘技术已经在金融业、商业、电信业等多个领域应用普及,然而在医药卫生领域应用相对较少。目前,随着医院规模的不断扩大,医患关系的紧张,以及人们对自身健康状况的关注提升,医疗技术创新的是解决这些问题的有效途径之一。医院作为我国临床医疗的主战场,其包含了各项社会发展新技术、新发明在临床的具体应用,也具有广大医务人员在技术、管理创新上的应用,捕获创新技术可以提高医疗服务能力,既带动着医院的科学水平,也体现着国家政策导向的具体措施。 本文通过对部分大中型医院医务工作者进行问卷调查,收集医院医疗技术创新现状数据的基础之上,结合从...",2014/4/1,2014
CJFD2009,基于读者行为特征的数据挖掘实例,张文华;,东华理工大学图书馆;,图书馆杂志,数字化图书馆;;数据挖掘技术;;读者行为特征,"数字图书馆改变了传统图书馆的服务模式,同时也积累了大量的读者信息,为个性化服务提供了数据基础。本文重点研究了聚类分析技术及其在图书馆中的应用,利用两步聚类模型实现了对读者的聚类分析。",2009/12/15,2009
CJFD2009,序列模式挖掘研究与发展,王虎;丁世飞;,中国矿业大学计算机科学与技术学院;中国科学院计算技术研究所智能信息处理重点实验室;,计算机科学,数据挖掘;;序列模式挖掘;;闭合模式;;增量式;;多维模式,"序列模式挖掘是数据挖掘的一个重要研究课题,它在很多领域中都有着广泛的应用。首先讨论了序列模式挖掘的相关背景,然后对序列模式挖掘进行分类,并在此基础上对每一类序列模式挖掘算法的特点进行了介绍和比较;最后,对序列模式挖掘未来的研究重点进行展望,以便研究者对序列模式挖掘做进一步的研究。",2009/12/15,2009
CJFD2003,数据挖掘运用的理论与技术,朱世武 ;崔嵬 ;张尧庭 ;谢邦昌,,统计研究,数据挖掘;业务对象;数据仓库;顾客关系管理;挖掘信息;时间序列预测;数据准备;数据预处理;知识发现;类别变量;,,2003/8/15,2003
cjfd2001,数据挖掘中决策树算法的探讨,唐华松;姚耀文,华南理工大学计算机系!广东广州510640;华南理工大学计算机系!广东广州510640,计算机应用研究,数据挖掘;;决策树;;,"决策树算法是DM的一个活跃的研究领域。首先给出了DM中决策树算法的基本思想 ,然后讨论了决策树算法中的难点问题 ,提出了利用熵与加权和的思想来选择取值的算法。",2001/8/28,2001
cjfd2001,数据挖掘:数据仓库构架的拓展,周腾,中国建设银行湖南省分行网络管理中心,电脑与信息技术,数字挖掘;;数据仓库;;确认;;发现,"数据挖掘技术能有效地协助企业发现数据仓库数据中潜藏的特性曲线 ,这种曲线能帮助他们了解市场可能出现的变化。本文将阐述数据挖掘方式、框架和技术",2001/4/30,2001
