SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CMFD2015,移动互联网中海量用户数据的分析与研究,陈晓,,北京邮电大学,移动互联网;;epoll;;Redis;;数据挖掘;;数据分析平台,"在当今社会,随着智能移动终端的高速发展与普及,移动互联网产业正逐步赶超传统互联网产业,成为人们生活、工作、学习中不可或缺的一部分。现在人们已经可以随时随地获取信息,通信联络,学习知识,分享与表达。与之相应的,蕴藏着丰富价值的移动数据也正以指数级的速度爆发增长,但与传统互联网不同,移动互联网有着移动性、复杂性等特点,使得大家在研究移动互联网数据时不能简简单单的照搬传统互联网的思路。如何将现有的通信技术,信息采集技术,数据挖掘技术应用到移动互联网中来,将是日后技术应用领域的重点研究方向。 本篇论文将结合移动互联网数据的特征,在分析研究传统数据挖掘算法的基础上,将基于划分的聚类算法与基于层次的...",2015/3/7,2015
CDFD2006,医学图像智能分类算法研究,王曙燕,,西北大学,数据挖掘;医学图像;决策树;关联规则;粗糙集,"医学图像的数据挖掘旨在从海量的图像数据中挖掘出有效的模型、关联、规则、变化,以加速医生决策诊断的过程和提高其决策诊断的准确度。本文是在参与实施国家自然科学基金项目“基于医学图像的数据挖掘技术研究”的过程中,针对医学图像数据挖掘所涉及的一些关键技术和主要算法进行了深入的研究。提出了适合乳腺图像的预处理、特征的提取和选择以及分类算法,研究成果可应用于计算机辅助诊断系统中。主要工作和创新点在以下几个方面: 1.本文将数据挖掘技术与数字图像处理技术有机结合,研究了图像数据的变换、特征提取、约简和模式分类,提出了适用于医学影像数据挖掘的技术路线和理论框架。 ...",2006/4/1,2006
CDFD2006,最大频繁项集挖掘算法的研究,颜跃进,,国防科学技术大学,数据挖掘;关联规则;频繁项集;最大频繁项集;前瞻剪枝;超集存在判断;频繁模式树;最大频繁项集树;组合频繁模式树,随着信息技术尤其是网络技术的快速发展，人们收集、存储和传输数据的能力不断提高，导致数据出现了爆炸性增长。与此形成鲜明对比的是，对人们决策有价值的知识却非常匮乏。知识发现与数据挖掘正是在这一背景下诞生的一门新科学。 关联规则是数据挖掘当前研究的主要模式之一，它用于确定数据集中不同域或属性之间的联系，找出有价值的多个域之间的依赖关系。频繁项集挖掘是生成关联规则的关键步骤，其效率问题是关联规则挖掘中的一大难点和热点。频繁项集挖掘可分为完全频繁项集挖掘、频繁闭项集挖掘和最大频繁项集挖掘三类。论文基于数据集和最大频繁项集的不同表示结构，从剪枝策略、尾项集的项排序策略和超集存...,2005/4/1,2005
CDFD2015,任务类型对网络健康信息搜寻行为的影响及其预测模型研究,孙丽,,吉林大学,任务类型;;健康信息搜寻行为;;数据挖掘;;预测模型;;个性化服务,【研究意义与目的】 根据世界卫生组织（WHO）研究报告：人类三分之一的疾病通过预防保健可以避免；三分之一的疾病通过早期发现可以得到有效控制；三分之一的疾病通过信息的沟通可以提高治疗效果。可见，健康信息资源对卫生保健、疾病提早干预及辅助治疗有着重要作用。由于互联网信息的海量、多元化和查询便捷等特点，已经成为获取健康信息资源的重要渠道，虽说其不是获取医疗健康信息资源的正规机构，但可以是一个医疗保健知识的补充，无疑可以给患者及用户一个深入了解卫生保健、疾病预防和辅助治疗的信息窗口，增强对健康的意识及管理。有学者研究，越常网上搜寻健康信息，越利于健康行为的改变，利于健康决策能力的提高。近年来，越...,2015/6/1,2015
CJFD2008,计算机辅助医学知识发现系统研究——糖尿病并发症流行病学数据挖掘,余辉;张力新;刘文耀;,天津大学生物医学工程系;天津大学生物医学工程系;天津大学生物医学工程系 天津300072;天津300072;天津300072,生物医学工程学杂志,Apriori模型;;决策树;;数据挖掘;;知识发现;;流行病学,"针对流行病学研究的特点,我们提出计算机辅助医学数据挖掘系统构架,以糖尿病并发症为研究实例,探讨医学数据的冗余性消除、规范化储存、知识归纳及可视化表达等问题。以天津总医院3 022例普查数据为研究对象,尝试解决用计算机实现糖尿病并发症这类定性数据的定量化数据挖掘和知识发现。通过对于43种并发症的定性数据挖掘,可以发现诸如高血脂、冠心病、高血压和脑血管病等具有明显并发倾向的知识规则18条。同时,采用知识树方式和决策树等方法实现知识规则的可视化表达。基于数据挖掘和知识发现计算机辅助医学数据挖掘系统能够对现有病历数据库中数据进行自动分析并且提供有价值医学知识,特别适合流行病学分析和全民健康评估,因此与...",2008/4/25,2008
CJFD2008,数据挖掘中聚类算法综述,刘克准;廖志芳;,中南大学信息科学与工程学院;中南大学信息科学与工程学院 湖南长沙410075;湖南长沙410075,福建电脑,数据挖掘;;聚类方法;;数据处理,"聚类分析是一种基本的数据分析方法,它在数据挖掘,统计学,空间数据库技术,人工智能,生物学研究,机器学习,模式识别等领域都得到了广泛的应用。论文总结了各类聚类算法的研究现状,分析它们的优缺点,并指出了其发展趋势。",2008/8/1,2008
CJFD2008,基于知识管理的数字档案馆中的数据挖掘,黄小忠;史江;,四川大学公共管理学院;,档案学通讯,数据挖掘;;知识管理;;数字档案馆,"知识经济时代已经来临,对数字档案馆实施知识管理已是时代的要求,是档案馆自身发展的必然,而数据挖掘作为信息技术飞速发展的衍生物,随着计算机技术、网络技术以及现代通信技术的蓬勃发展,更为数字档案馆知识资源的有效管理作好前置准备并提供技术保障。本文简单介绍了数据挖掘技术,探讨了数据挖掘在基于知识管理的数字档案馆中的应用,并提出了值得关注的若干问题。",2008/7/18,2008
CMFD2014,基于树的关联规则挖掘算法研究,王琼,,河南大学,数据挖掘;;关联规则;;Apriori算法;;二叉树,随着计算机技术与数据库技术的迅速发展，需要存储在信息系统中的数据呈几何性增长趋势。面对如此海量的数据，人们从中得到的知识却很匮乏，因此人们迫切需要从之前的只需要简单的对数据进行管理发展为从海量数据中挖掘出一些隐含的知识，这些知识对以后的行为能起到指导作用，挖掘知识的过程即为数据挖掘。数据挖掘对多种学科如数据库、人工智能、模式识别、数理统计等进行了有效的融合，并在医药行业、电信业、制造业、零售业等得到了广泛的应用，数据挖掘技术主要分为聚类、分类、关联规则挖掘等，其中应用最为广泛的技术之一为关联规则的挖掘。 关联规则挖掘挖掘的是数据库中项集间的关联关系。从关联规则挖掘这个问题被提出以来，学者...,2013/5/1,2013
CMFD2014,C4.5算法的一种改进及其应用,刘晓宇,,中国海洋大学,数据挖掘;;决策树;;C4.5;;R-C4.5,随着科学技术的不断发展，人们的生活节奏不断加快，迫切需要从海量的数据中快速提取有用信息的技术，这项技术就是数据挖掘。数据挖掘已成为当今最热门的信息技术之一。C4.5算法是数据挖掘十大经典算法中最经典的算法，在数据挖掘技术中起着非常重要的作用，使用率非常高。C4.5算法属于决策树算法，分类规则以树的形式呈现。C4.5算法改进于ID3算法，它在ID3算法的基础上，用信息增益率代替信息增益作为选取根属性的标准，克服了用信息增益选择属性时偏向选择取值多的属性的不足，能够完成对连续属性的离散化处理。C4.5算法的最大特点是建树规则易于理解，建树者不需要了解任何挖掘对象所在领域的专业知识，并且分类速度快，...,2013/5/23,2013
CJFD2009,数据挖掘中决策树方法的研究,施蕾;唐艳琴;张欣星;,解放军理工大学指挥自动化学院软件技术教研室;,计算机与现代化,数据挖掘;;决策树;;ID3,"决策树是一种求解分类问题的重要技术。本文重点研究数据挖掘中的决策树方法,概述决策树方法的基本原理和优越性,阐述经典的ID3算法并对算法进行分析,讨论若干针对分裂属性选择的改进算法,提出决策树算法理论进一步研究的方向。",2009/10/15,2009
