SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CDFD2013,信息可视化技术及应用研究,刘芳,,浙江大学,粒子群优化算法;;聚类;;信息可视化;;可视化分析;;金融数据;;统计数据;;社交网络;;微博数据,"信息可视化技术利用计算机图形图像和数据挖掘的技术与方法,将数据中隐藏的信息,以交互方式形象生动地展示给用户。在金融、网络通信、生物学和商业智能等领域,信息可视化技术被广泛应用于辅助用户分析数据,进而发现其中蕴含的规律。随着数据规模迅猛增长以及数据来源的多样性,传统信息可视化技术面临着新的挑战。因此,研究信息可视化技术与应用,具有重要的理论意义和实用价值。 本论文主要对信息可视化技术及应用进行深入的研究,提出了针对金融数据、Web网页上的医院数据、微博数据和统计数据的可视化与分析方法,大量实验结果验证了本文方法的有效性。 1.提出一种新的基于引力场聚类的金融数据可视化分析方法,为...",2013/3/1,2013
CJFD2008,数据挖掘及其在企业管理中的应用,孙华梅;,哈尔滨工业大学管理学院 黑龙江哈尔滨150001,商业研究,数据挖掘;;聚类;;关联规则,"企业在管理过程中产生了大量的数据,这些数据的背后隐藏着与企业密切相关的极其重要的知识。聚类、关联规则、序列模式、统计分析、特征规则等数据挖掘方法能从这些海量数据中发现有用的知识,使数据真正成为企业的财富,为企业的决策和发展服务。目前数据挖掘已被广泛应用于银行、电信等行业,用来对客户数据进行正确的分析,挖掘消费模式,预测客户未来的行为,针对客户的需求提供个性化的服务。",2008/5/10,2008
CJFD2008,基于组合服务执行信息的服务选取方法研究,张明卫;魏伟杰;张斌;张锡哲;朱志良;,东北大学信息与科学工程学院;东北大学软件学院;,计算机学报,组合服务;;服务选取;;关联规则;;序列模式;;数据挖掘,"组合服务选取问题是服务计算领域的一个研究热点问题,已往的选取方法大多基于难以准确获取的服务QoS信息,且算法思路复杂.文中提出了一种基于组合服务执行信息的服务选取方法.该方法分为3个阶段:数据生成阶段、数据挖掘阶段和服务选取阶段,分别进行组合服务执行信息的记载和相关数据集的生成、路径分支关联规则和服务执行顺序序列模式的挖掘以及基于挖掘产生的知识模式进行服务选取.文中首先给出一种可以方便记载日志的服务组合系统架构;然后提出一种基于时间加权的算法模型,以有效地进行路径分支关联规则和顺序序列模式的挖掘;最后对文中的组合服务选取方法进行描述.实验结果表明:文中方法在选取出的组合服务健壮性方面要优于基于...",2008/8/15,2008
CJFD2004,基于数据挖掘和范例推理的智能分析决策支持技术综述,汤胤;彭宏;郑启伦,华南理工大学计算机科学与工程学院;华南理工大学计算机科学与工程学院;华南理工大学计算机科学与工程学院 广州510640 ;广州510640 ;广州510640,计算机工程与应用,基于范例推理;;数据挖掘;;类比学习;;规则推理;;决策支持,"介绍了数据挖掘中的一些关键技术、人工智能基于范例推理、决策支持的主要理论及其发展,提出了范例推理、类比学习、规则推理之间的联系,详细探讨了数据挖掘技术、基于范例推理和决策支持理论集成的问题,最后对上述技术在预测领域的综合应用前景作了探讨。",2004/3/21,2004
CJFD2004,一种基于FP树的挖掘关联规则的增量更新算法,易彤;徐宝文;吴方君,东南大学计算机科学与工程系;东南大学计算机科学与工程系;东南大学计算机科学与工程系 南京210096 ;南京210096;江苏省软件质量研究所;南京210096;武汉大学软件工程国家重点实验室;武汉430072 ;南京210096;江苏省软件质量研究所;南京210096,计算机学报,数据挖掘;;关联规则;;支持度;;置信度;;支持度函数;;FP树,"挖掘关联规则是数据挖掘领域的一个重要研究方向 .人们已经提出了许多用于高效地发现大规模数据库中关联规则的算法 ,但对关联规则维护问题的研究却比较少 .该文在FP树的基础上 ,引入支持度函数的概念 ,对FP树进行改造 ,提出了一种关于挖掘关联规则的增量更新算法IFP growth .该算法既考虑了数据集中数据的增加 ,同时又考虑了数据集中数据的减少等情况下关联规则的维护问题 ,并且还可以把增量更新的 5种情形简化为 3种情形 .使用本算法来挖掘关联规则可以避免生成大量的候选项目集 ,而且非常高效 .",2004/5/12,2004
CDFD2005,最大频繁项集挖掘算法及应用研究,王卉,,华中科技大学,数据挖掘;并行算法;入侵检测;最大频繁项集;剪枝,"频繁项集的挖掘是数据挖掘中的一个基础和核心问题,具有广泛的应用领域。由于它是数据挖掘过程中最耗时的部分,挖掘算法的好坏直接影响数据挖掘尤其是关联挖掘的效率和应用范围。因此,最大频繁项集挖掘算法的研究具有重要的理论和应用价值。 在对数据挖掘中的核心问题,即频繁项集的挖掘算法及其并行化技术,进行深入研究的基础上,围绕最大频繁项集的挖掘算法和应用,研究了高效的挖掘最大频繁项集的串行算法和并行算法,并将最大频繁项集挖掘算法应用于入侵检测。 频繁项集的挖掘是一个搜索问题,剪枝优化技术是提高频繁项集挖掘效率的一个重要手段。文献中在频繁项集挖掘算法中用到的剪枝优化策略可归...",2004/4/1,2004
CDFD2016,基于粒度计算的动态挖掘技术研究,方刚,,电子科技大学,动态数据挖掘;;数据流;;频繁模式;;窗口技术;;粒度计算,"随着计算机技术、网络技术和通信技术的迅速发展,传统的动态数据挖掘方法很难适应动态数据库和实时数据库的不断更新,为了采取分而治之的思想来降低动态环境的复杂性,粒度计算方法被应用到动态数据挖掘中,其通过改变信息粒度的大小来隐藏或揭示挖掘对象的细节,从而达到发现不同层次信息的目的。在动态数据挖掘环境下构建基于粒度计算的数据挖掘模型,实现对动态数据的自适应处理具有重要的研究意义。论文针对数据流的频繁模式挖掘问题,从研究滑动窗口的频繁闭项集挖掘入手,探讨了基于粒度计算的数据流频繁模式挖掘技术。首先,构建了复合粒度,为自适应处理动态数据提供粒度计算的理论基础;论文在构建了信息窗口下的对象粒、属性粒和结构粒...",2015/3/1,2015
CMFD2012,基于数据挖掘的入侵检测研究,范治军,,大连理工大学,入侵检测;;决策树;;聚类;;核主成分分析;;遗传算法,"随着计算机网络技术的迅速发展,人们的工作、学习、生活变得越来越离不开计算机网络。与此同时,黑客攻击日益猖獗,网络安全问题日趋严峻,迫切需要各种网络安全技术来解决入侵攻击问题。入侵检测是继“信息加密”、“防火墙”等传统安全保护方法之后的新一代安全保障技术。作为一种主动防御的安全技术,入侵检测已经成为网络安全领域研究的热点,发展前景广阔。 针对目前的入侵检测系统(IDS)准确度不高、自适应性差、检测效率低等问题,本文基于数据挖掘技术进行入侵检测研究,将分类、聚类、成分分析等多种数据挖掘方法综合应用于入侵检测过程中,以提高入侵检测系统的性能。 本文首先分析了决策树方法应用于入侵检测系统的...",2012/5/10,2012
cjfd2007,数据挖掘技术在税务稽查中的应用,蒋丽华;,清华大学软件学院;,税务研究,数据挖掘;;税务稽查;;应用,"多年的信息化建设,使税务应用软件系统中沉积了大量的数据。如何将这些“历史的、静态的”数据变成动态的、具有分析决策性质的信息,已成为当前急需研究的课题。本文通过对数据挖掘技术在税务稽查工作各个环节的应用研究,以期对纳税评估、税源监控与预测等具体工作提供思路,把“死数据”变成支持税务决策的有用信息,全面提升税务系统信息化建设的水平和应用效能。",2007/5/1,2007
CMFD2016,基于数据挖掘的道路交通事故序列模式与严重程度预测研究,刘昕宇,,北京交通大学,道路交通事故;;序列模式;;交通影响因素;;决策树;;事故严重程度,"随着机动车保有量的不断增长,道路交通安全问题也日益突出,世界各国都非常重视并长期致力于降低道路交通事故数量或事故中人员与财产损失。道路交通事故的发生与交通系统中人、车、路、环境等多方因素的影响密不可分。交通环境因素作为外因,驾驶员行为因素作为内因,两者耦合失调导致了交通事故的发生。道路交通事故历史数据直接反映了事故发生过程中,各影响因素之间的作用关系,运用数据挖掘的方法深入研究潜在的规律与事故机理,为交通安全管理与驾驶安全教育提供了理论支持。本文以道路交通事故影响因素序列模式与事故严重程度预测为研究重点,讨论了对事故有显著影响的因素及其影响模式。首先通过分析道路交通事故数据特点,发现事故发生的...",2016/1/18,2016
