SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2015,基于梯形云模型的电能质量数据关联性挖掘方法,曲广龙;杨洪耕;,四川大学电气信息学院;,电力系统自动化,梯形云模型;;电能质量;;概念区间划分;;关联规则挖掘;;相关性分析,"提出了一种基于梯形云模型的电能质量数据关联性挖掘方法。利用梯形云对电能质量指标进行等级概念区间划分,有效集成随机性和模糊性,达到软化区间边界目的。定义了基于梯形云的支持度和置信度计算公式,从电能质量数据库中挖掘关联规则,并配合使用Kulczynski量度和不平衡比作进一步相关性分析,过滤掉无意义的关联规则。通过对电能质量数据之间的关联性进行挖掘分析,可以发现电网中隐藏的运行特性,为管理部门制定决策提供有价值的信息。实例分析验证了所提方法的实用性和有效性。",2015/4/10,2015
CMFD2015,基于Spark平台的CURE算法并行化设计与应用,邱荣财,,华南理工大学,聚类算法;;并行化;;Spark;;CURE;;移动互联网;;用户行为分析,近年来，云计算的研究，相应地兴起了大数据处理平台的研究，Hadoop的诞生让人们从MPI（Message Passing Interface）转向了MapReduce计算模型的研究。Spark平台通过引入RDD（Resilient Distributed Datasets）模型大大提高了其处理速度，使其在交互式计算和迭代计算方面远胜于Hadoop，擅长迭代计算的优势使得Spark处理平台非常有利于成为大数据的数据挖掘利器。大数据的核心处理之一就是数据挖掘，而处理要求也高，Spark的出现正是迎合了广大企业、学者的需求。聚类算法是数据挖掘中的一个重要部分，而如今Spark平台对聚类算法的支持只有...,2014/6/10,2014
CMFD2015,基于数据挖掘的医院技术创新数据分析与研究,孙海洲,,北京交通大学,数据挖掘;;聚类分析;;关联规则;;医院技术创新,"摘要：21世纪是信息经济时代,数据挖掘是信息技术研究的热门问题之一,数据挖掘技术已经在金融业、商业、电信业等多个领域应用普及,然而在医药卫生领域应用相对较少。目前,随着医院规模的不断扩大,医患关系的紧张,以及人们对自身健康状况的关注提升,医疗技术创新的是解决这些问题的有效途径之一。医院作为我国临床医疗的主战场,其包含了各项社会发展新技术、新发明在临床的具体应用,也具有广大医务人员在技术、管理创新上的应用,捕获创新技术可以提高医疗服务能力,既带动着医院的科学水平,也体现着国家政策导向的具体措施。 本文通过对部分大中型医院医务工作者进行问卷调查,收集医院医疗技术创新现状数据的基础之上,结合从...",2014/4/1,2014
CJFD2003,文本挖掘技术综述,梅馨;邢桂芬,江苏大学计算机科学与通信工程学院;江苏大学计算机科学与通信工程学院 江苏镇江212013 ;江苏镇江212013,江苏大学学报(自然科学版),文本挖掘;;信息提取;;信息检索;;数据挖掘;;知识发现,"文本挖掘,是一个对具有丰富语义的文本进行分析从而理解其所包含的内容和意义的过程 对其进行深入的研究势必将极大地提高人们从海量的文本数据中提取信息的能力,具有很高的商业价值 首先介绍了文本数据挖掘的研究情况,然后给出了文本挖掘的框架,对文本挖掘中信息的抽取技术以及文本挖掘中使用的相关技术、评估方法等都作了详细的介绍,最后指出了文本挖掘在知识发现中的重要意义,展望了文本挖掘在信息技术中的发展前景",2003/9/30,2003
CJFD2009,粗糙集和神经网络方法在数据挖掘中的应用,周序生;王志明;,湖南工业大学;怀化职业技术学院;,计算机工程与应用,数据挖掘;;粗集理论;;神经网络;;分类,"提出了一种基于神经网络和粗集的数据挖掘新方法。首先利用粗集理论对原始数据进行一致性属性约简,然后使用神经网络对数据进行学习,并同时完成属性的不一致约简,最后再由粗集对神经网络中的知识进行规则抽取。该方法充分融合了粗集理论强大的属性约简、规则生成能力和神经网络优良的分类、容错能力。实验表明,该方法快速有效,生成规则简单准确,具有良好的鲁棒性。",2009/3/1,2009
CJFD2009,基于读者行为特征的数据挖掘实例,张文华;,东华理工大学图书馆;,图书馆杂志,数字化图书馆;;数据挖掘技术;;读者行为特征,"数字图书馆改变了传统图书馆的服务模式,同时也积累了大量的读者信息,为个性化服务提供了数据基础。本文重点研究了聚类分析技术及其在图书馆中的应用,利用两步聚类模型实现了对读者的聚类分析。",2009/12/15,2009
CMFD2010,决策树算法在高校学生就业中的应用研究,金莹,,合肥工业大学,数据挖掘;;决策树算法;;C4.5算法;;贝叶斯模型;;高校就业,"数据挖掘可以从数据集中提取出人们感兴趣的、潜在的、可用的知识,并表示成用户可理解的形式。分类是数据挖掘中的一个重要分支,分类能找出描述数据类或概念的模型,以便能使用模型预测类标记未知的对象类。决策树分类是以实例为基础的归纳学习方法。 本文比较和分析了几种典型的决策树算法,着重对ID3算法和C4.5算法进行了描述。ID3算法以前的决策树算法要求数据集的所有值都是准确值,缺失数据会降低算法的性能,缺失数据处理不当,就会累计大量错误,增加后续算法的运算时间和复杂度。C4.5算法尽管可以处理缺失数据,但仍然不尽完善。 贝叶斯方法是根据新的信息从先验概率得到后验概率的一种...",2009/11/1,2009
CMFD2010,数据挖掘技术中的关联规则挖掘算法研究,刘长付,,江西理工大学,数据挖掘;; Apriori算法;;增量式挖掘;;加权关联规则,"数据挖掘是伴随着信息量的迅速增长而诞生的,它是从数据中析取、识别和发现潜在的、有用的、前所未知的、最终可理解的知识(规则或模型)的过程。数据挖掘技术就是要在已有数据中识别数据的模式,以帮助用户理解现有的信息,并在已有信息的基础上,对未来状况做出预测。 关联规则挖掘是数据挖掘中的一个重要研究分支,主要用于发现数据集中项与项之间的相关联系。Apriori算法和FP-Tree算法是关联规则挖掘中的经典算法,它们都是基于事务数据库中的数据量不会发生变化和每个数据项都具有同等的重要性进行挖掘。但在实际的应用中数据库中的数据是在不断发生变化的,并且对于不同的数据项人们的关注程度也不尽...",2009/12/31,2010
CMFD2010,高考考生志愿数据分析与挖掘研究,殷员分,,西南大学,数据预处理;;数据仓库;;多维分析;;数据挖掘;;高考志愿,"如何填报高考志愿,增加考生被自己心仪院校录取的几率,是每一位高考考生和家长密切关注的问题。目前国内虽然有相应的志愿填报辅助参考系统,然而只是单纯的依据考生成绩或位次进行简单的比较分析,无法从根本上为考生的志愿填报提供有价值的参考信息。鉴于此,本文以某省招生自考办公室招生数据挖掘项目为依托,以该省自实行网络招生以来所积累的近9年海量电子招生数据(其中包含了大量有关考生基础数据、志愿填报数据、高校专业设置与院校录取结果等有用信息)为基础,首先建立招考数据仓库,然后根据志愿主题建立多维数据集,接着利用OLAP技术从多角度、多侧面、多层次对考生志愿数据进行分析,最后利用数据挖掘技术对考生志...",2010/4/1,2010
CMFD2009,基于插件架构的数据挖掘系统平台研究与设计,陈玉坤,,江苏大学,数据挖掘;;可扩展;;架构设计模型;;插件;;设计模式,"由于数据挖掘所带来的显著的经济效益,而受到了学术界和产业界的广泛关注。目前,已经有很多数据挖掘系统得到开发和应用,大都是针对数据挖掘和数据分析领域专家的,其集成的算法功能和数目固定,而且存在功能组件可扩展性较差等问题,制约了数据挖掘系统的推广应用。因此,研究具有较强的可扩展的数据挖掘系统及其集成技术,对提高数据挖掘系统的应用价值具有十分重要的理论意义和实用价值。 基于插件架构的系统具有支持可扩展性的重要特性,引入插件架构方法到数据挖掘系统构建领域,将能够较好的满足该领域对扩展性方面的需求。本文基于插件架构的思想,对当前数据挖掘系统领域中既有的成果进行了较为全面的分析和总结...",2009/4/1,2009
