SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CMFD2016,基于AIS的船舶轨迹分析与应用系统的设计与实现,胡晶,,华中师范大学,船舶轨迹;;轨迹查询;;数据挖掘;;AIS;;海事监控,"AIS是集船舶导航、避碰、海事监管于一体的现代化无线电系统,在水上交通运输领域里发挥着重要作用。应用轨迹数据驱动的方法来挖掘船舶的交通运输模式,正随着AIS系统应用的不断拓展与深入、船舶轨迹数据覆盖范围的不断扩大、船舶轨迹数据的连续性以及有效性不断提高而成为可能。提出基于AIS船舶轨迹数据的分析与处理,挖掘船舶在特定区域内的运动模式,利用挖掘分析产生的规则挖掘实现对特定区域内的船舶轨迹监控。设计并实现了基于AIS数据的船舶轨迹处理与挖掘分析应用系统,提供了对AIS数据从获取、解析、结构化存储到轨迹预处理、轨迹分析、轨迹知识。具体而言,本文的工作可概括为以下几点：1、给出了海量AIS航迹空间数据...",2015/5/1,2015
CMFD2016,数据挖掘技术在上证指数预测中的应用研究,卢金长,,云南财经大学,证券市场;;支持向量机;;反向传播神经网络;;小波神经网络,"随着改革开放不断深化,金融市场建设逐步完善,国家对金融产业关注程度不断升高,股票市场自1990年推行至今,受到市场关注和投资者的追捧。股票证券市场以其高额的回报,较低的准入门槛,一度成为社会关注的焦点。我国股票市场投资者今年热情不断升高,2014年底股票开户人数再创新高。但是高收益同时也伴随着高风险,如何在保证较高收益的同时控制风险,或者是在同等收益的情况下降低风险,一直是投资者思考的问题,准确预测股票价格,根据股票历史记录推测未来股票定价,为投资者提供可靠的定价来源。现在,利用数据挖掘技术和机器学习的方法,通过对股票的历史数据的预测,在给定条件的情况下,通过机器自主学习,给机器一个预测能力,...",2015/3/1,2015
CMFD2016,基于数据挖掘的心血管健康状态等级预测模型的研究,许晓莹,,湘潭大学,心血管健康状态;;特征选择;;健康状态判别;;预测;;数据清理,"据统计,慢性病现如今已成为我国人口死亡的第一原因,其中慢病之一的心血管疾病对全球人类的危害也在持续增长,人们对心血管健康的诉求也持续升温,有效的判别和预测心血管健康对心血管疾病有极大的预防作用。医院体检中心每年组织体检不涉及心血管健康相关的生活特征数据,基于体检数据预测体检人群心血管健康状态,通过传统的时间序列的预测方法和基于医学上常用方法都不在适用,但是数据挖掘可以弥补其不足,能够探索数据的规律预测心血管健康状态。本文根据上述目标和数据挖掘的过程给出了预测心血管健康状态的方法和过程,结合心血管健康状态序列和筛选得到的体检特征指标来探索心血管健康状态预测模型,最后得到RBF神经网络构建的心血管...",2015/5/5,2015
CMFD2015,数据挖掘在无线网络规划中的研究与应用,钟峰,,北京邮电大学,无线网络规划;;数据挖掘;;UNet;;SPSS,"2013年12月4日我国工业和信息化部正式向中国移动、中国电信、中国联通颁发三张4G牌照,我国开始了新一轮无线通信网络的建设和升级。做好无线网络规划对网络发展提供优质服务起着关键性作用。传统的无线网络规划中,由于搜集数据的条件所限,人们通常是通过路测数据、不完整的地理信息等少量样本进行研究,这样得到的结果往往是不精确不能满足高服务质量要求的。陈旧的无线网络规划难以适应越来越复杂的无线网络环境,改进无线网络规划势在必行。 为了改进原有的无线网络规划,本论文研究了数据挖掘技术在无线网络规划技术中的应用。利用数据挖掘工具SPSS,设计了基于SPSS数据分析的UNet无线网络规划方案。SPSS能...",2014/11/10,2015
CMFD2015,呼叫中心大数据文本挖掘分析与实现,邓天浪,,北京邮电大学,呼叫中心;;文本挖掘;;A-LDA主题模型;;分布式计算;;可视化,"伴随着呼叫中心业务和技术的不断发展,各呼叫中心积累了大量的音频和文本格式的通话记录,形成了巨大的数据资产。但与此同时,由于难以有效分析如此大量的非结构化的数据,如何挖掘这些通话记录中所包含的信息一直是学术界和企业界研究的难题。 本文以真实项目需求为导向,采用理论与实践相结合的研究方法,分别从文本挖掘技术现状调研,呼叫中心数据预处理,文本自动分类,主题事件挖掘四个方面对文本分析的相关内容进行了展开。首先,基于当前文本挖掘领域已有的技术优势和研究成果,提出本文在对呼叫中心数据进行文本挖掘工作时,可以进行算法补充或创新的理论依据。其次,针对呼叫中心数据集特点,设计一整套数据处理方案,完成对真实...",2015/3/9,2015
CMFD2011,基于关联规则的数据挖掘算法研究,孙迪,,电子科技大学,数据挖掘;;粒计算;;数据仓库;;权值,"随着日益更新的信息技术特别基于网络的技术的飞速发展,人们对于数据的处理要求越来越高,因此,收集、存贮、传输数据的能力不断提高,然而与此背道而驰的是,对决策有价值的知识或信息却非常匮乏。面对着浩瀚无垠的信息海洋,人们呼唤着一个去粗取精、去伪存真的能将浩如烟海的数据转换成知识的技术,数据挖掘就是在这个背景下产生的。 数据挖掘究其本质,其实就是从不完整的、海量的、模糊的、有噪声的、随机的实际应用数据中,提取出隐含在其中的、人们事先不知道的、但又是潜在有用的信息和知识的过程。 关于数据挖掘的算法由很多,其中最主要也是最基础的方法就是基于关联规则的挖掘算法。因此本文讨论的...",2010/6/1,2010
CMFD2011,数据挖掘在计算机教学评价中的应用研究,刘法伦,,中国石油大学,数据挖掘;;计算机教学评价;;关联规则;;决策树;;SPSS Clementine,"数据挖掘是从大量的、不完全的、有噪声的、模糊的、随机的实际应用数据中,提取隐含在其中的、事先不知道的,但又是潜在有用的信息与知识的过程。数据挖掘的应用研究己经在众多领域中蓬勃开展起来了。 以学生评估教师为主的教学评价,对教学改革和教学质量的提高起到了很大的促进作用。但是,如何表达、分析、解释、公布和使用教学评价结果,以调动广大教师的积极性,从而使教学评价发挥更大的作用是一个值得研究的新课题。而数据挖掘技术正是解决这类问题的行之有效的方法。 本文首先探讨了数据挖掘技术的基本理论和常用的数据挖掘工具。其次,在研究关联规则挖掘算法的基础上,详细分析了教师因素对学生考试...",2010/5/1,2010
CMFD2011,基于关联规则的数据挖掘方法及其在电子商务网站中的应用研究,吴常辉,,合肥工业大学,数据挖掘;;电子商务;;关联规则;;Apriori算法,"随着电子商务和数据挖掘的发展,数据挖掘在电子商务中的应用将面临着更多的机遇和挑战。由于数据存在着不确定性,而且数据大多数是非线性、杂乱无章的,因此如何处理好这些数据,并使这些数据更好的服务于电子商务,也就成了数据挖掘的一个重点研究内容。而关联规则挖掘方法能够有效的寻找出数据之间的联系,因此关于关联规则挖掘的研究成为现在数据挖掘技术的热门方向。 本文首先介绍了数据挖掘各项技术,主要包括数据挖掘的工作流程、数据挖掘的常用算法及其应用,是对数据挖掘理论知识的简单介绍。其次,对关联规则的数据挖掘方法进行阐述,主要是对关联规则的定义和关联规则的一些性质做了深入的讨论。再次,通过对原...",2010/4/1,2010
CMFD2011,数据挖掘中若干关键算法的研究,冯宏亮,,西安科技大学,数据挖掘;;模糊矩阵;;模糊聚类分析;;决策树,"数据挖掘是一门非常广义的交叉学科,它融合了数据库、人工智能、机器学习、统计学等多个领域的理论和技术。数据挖掘是从海量数据中用数学的方法发现有用的知识发现了的知识可以被用于信息管理、查询优化、决策支持、过程控制等,还可以用于数据自身的维护。数据挖掘的方法和数学工具包括统计学、决策树、神经网络、模糊逻辑、线性规划等。 聚类分析是数据挖掘的一个重要研究领域,它是按照一定的要求和规律将事物进行分类的一种数学方法。随着模糊数学的兴起,用精确的数学的方法研究模糊问题,人们逐渐将精确和模糊统一起来。本篇论文将模糊数学的模糊理论应用于数据挖掘的聚类分析中,讨论了如何利用样本之间的模糊关系...",2010/6/30,2010
CMFD2011,基于数据挖掘的电信客户流失分析,黄展辉,,广东工业大学,客户流失;;客户价值;;数据挖掘;;类不平衡性,"近年来,随着国内电信行业的分割,三大电信运营商忙于开拓市场,抢夺更多的市场份额,而对已有客户的流失管理却得不到应有的重视。随着客户流失率的不断增加,特别是高价值客户的流失,电信企业出现“增量不增收”的局面。因此,如何准确有效地进行客户流失预测,并且制定科学合理的客户挽留策略进行客户挽留,从而最大程度地降低客户的流失率,已成为目前电信运营商急需解决的重要问题。这对于提升客户保持率,降低运营成本,提高经营绩效,最终实现电信企业从“以产品为中心”向“以客户为中心”的战略转移,具有至关重要的意义。 本文的研究就是把营销学中的客户价值理论和数据挖掘技术紧密结合,并且运用到电信企业的客户流失分析中...",2011/6/1,2011
