SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2013,大数据——正在发生的深刻变革,刘鹏;吴兆峰;胡谷雨;,解放军理工大学指挥信息系统学院;,中兴通讯技术,大数据;;新摩尔定律;;云计算;;数据挖掘;;Hadoop平台,"介绍和比较了大数据在存储、管理、处理及挖掘方面全球主要的技术。大数据技术总的趋势是通过分布式计算来解决""瓶颈""问题。由于不能完全依赖提高单个节点性能的方式提升系统整体性能,因此需要通过增加系统内节点数目的方式来达到目的。可以将存储、处理和分析的任务通过分布式的方式分散到系统中各个节点上来加快数据的存储、处理和分析的速度。",2013/6/24 15:20,2013
CDFD2001,关联规则挖掘算法研究,高飞,,西安电子科技大学,数据挖掘;关联规则挖掘;数值型关联规则;项目约束;模糊数值约束;Web使用挖掘,知识就是力量。当前快速发展的新的IT技术、电子商务及互联网的迅速普及，导致在各个应用领域的数据库中存储了大量的数据，这些数据集中包含了很多有用的知识，因此如何发现各种大型数据库中所隐藏的、预先未知的信息以辅助相应的应用显得尤为重要，这正是数据挖掘所要完成的任务。近年来国外学者提出了一系列的数据挖掘理论，世界上的主要IT公司，如IBM、Oracle及Microsoft等也已相继推出了各自的数据挖掘产品。关联规则挖掘作为数据挖掘的一个重要研究分支，其主要的研究目的是从大型数据集中发现隐藏的、有趣的、属性间存在的规律。由于形式简单、易于理解，且是从大型数据中提取知识的主要手段，...,2001/10/1,2001
CDFD2004,时空信息辅助下的高光谱数据挖掘,张兵,,中国科学院研究生院（遥感应用研究所）,高光谱遥感;时间数据;空间数据;信息提取,遥感技术的发展一直伴随着空间分辨率与光谱分辨率的进步。传统的多光谱扫描仪对光谱曲线的采样是零散的，从可见到短波红外它通常只记录10个左右的光谱波段，其光谱分辨率也在0.10μm数量级。而高光谱成像或成像光谱却能够得到上百通道、连续波段的图像，从而可以从每个图像像元中提取一条完整的光谱曲线。 高光谱遥感将确定地物性质的光谱与确定地物空间与几何特性的图像有机地结合在一起。从空间对地观测的角度来说，高光谱遥感信息无论对地物理化特性的深层探索，还是对地物间微小差异的精细识别，以及对自然界的知识发现，都为人类提供了前所未有的丰富信息。随之而来的问题就是，...,2002/12/1,2002
CDFD2006,面向聚类的数据可视化方法及相关技术研究,任永功,,东北大学,数据可视化;可视化数据挖掘;聚类分析;彩色刺激函数;色度图;切尔诺夫脸谱图;动态平均线;相关系数;交互技术;图像后处理技术,数据挖掘是在海量的数据中提取隐含的、未知的、潜在有用的知识或信息模式的数据处理方法，是20世纪90年代初为解决“数据丰富、知识贫乏”问题应运而生的一种新技术。但是，数据挖掘的过程非常耗时，算法相对复杂，常常会发现大量的无用的知识，且容易出现偏差和错误。因此，需要采用有效的方法更清晰地观察数据的分布结构，了解数据之间的相互关系及发展趋势，理解数据挖掘的过程和结果。数据可视化技术成为解决这一问题的新的且有效的途径，已经成为数据挖掘领域的研究热点。数据可视化利用散点图、树图、曲线、曲面等图形图像来显示多维的非空间数据，用形象直观的图像来指引数据挖掘的过程，使用户加深对数据含义的理解，加快获取知识的速...,2006/1/1,2006
CJFD2011,基于Apriori算法的关联规则数据挖掘研究,王培吉;赵玉琳;吕剑峰;,内蒙古科技大学数理与生物工程学院;内蒙古第一机械集团公司;,统计与决策,Apriori算法;;分辨矩阵;;兴趣度;;关联规则;;数据挖掘,"关联规则挖掘是数据挖掘中重要的研究课题,Apriori算法是关联规则挖掘的最有影响的算法。针对Apriori算法中频繁项集产生效率低和产生无用规则、丢失有用规则两个核心问题,文章给出了分辨矩阵、分辨向量、兴趣度、含负属性项关联规则并提出了改进的Apriori算法。该算法能有效提高频繁集的产生效率和产生更为合理的关联规则。",2011/12/10,2011
cjfd2000,面向数据挖掘的时间序列符号化方法研究,李斌;谭立湘;章劲松;庄镇泉,中国科学技术大学电子科学与技术系!合肥 230026;中国科学技术大学电子科学与技术系!合肥 230026;中国科学技术大学电子科学与技术系!合肥 230026;中国科学技术大学电子科学与技术系!合肥 230026,电路与系统学报,时间序列;;符号化;;数据挖掘;;线性化分段;;神经网络,针对时间序列的数据挖掘首先需要将时间序列（Time Series）数据转换为离散的符号序列（Symbol Sequences），本文提出了一个简单高效的时间序列符号化方法，该方法的特点：一是利用线性化分段表示法所独有的形态分割与表达能力实现了时间序列的分段与表示；二是利用神经网络模糊聚类算法实现了时间序列的在线聚类。提出以矢量间形态相似性度量作为聚类依据。并利用该方法实现了对金融领域时间序列数据的符号化转换。,2000/6/30,2000
CMFD2009,基于网格技术的分布式空间数据挖掘算法研究,胡斌,,中南大学,网格技术;;空间数据挖掘;;分布式算法;;网格服务;;数据划分,"空间数据挖掘是空间信息技术发展的必然结果,其产生主要来自两个方面的推动力。首先,由于数据挖掘研究领域的不断拓展,由最初的关系数据和事务数据挖掘,发展到对空间数据库的挖掘。其次,在地学领域,随着卫星和遥感技术的广泛应用,日益丰富的空间和非空间数据得到收集和存储,海量的地理数据在一定程度上已经超过了人们的处理能力,而传统的地学分析难以胜任从这些海量数据中提取和发现地学知识,正如John Naisbett所说,“我们已被信息所淹没,但是却正在忍受缺乏知识的煎熬”。因此,从空间数据库中自动地挖掘知识,寻找隐藏在空间数据库中不明确的、隐含的知识、空间关系或其它模式,即空间数据挖掘(Spatia...",2008/5/1,2008
CMFD2009,数据挖掘在电信行业CRM中的应用,栗粟,,长春理工大学,数据挖掘;;客户关系管理;;关联规则;;客户满意度;;客户忠诚度,"近年来,随着市场经济体制的逐步完善,国内电信业的市场环境也已经逐渐趋向合理,竞争日益加剧。同时,由于世界经济全球化、市场国际化和我国加入WTO,要求国内电信企业在经营管理上与国际接轨,以迎接国际化竞争。本文详细分析了目前国内外电信行业的激烈竞争形势,通过了解数据挖掘技术在电信行业CRM中的应用研究的现状,提出面对电信业的竞争日益白热化,搞好客户关系管理成为电信企业维持竞争力的重要因素之一。面对电信行业客户数据爆炸式增长,将数据挖掘技术引入电信客户关系管理中是电信企业提高决策效率的关键。因此,对数据挖掘技术在电信客户关系管理中的应用这一课题的研究就显得非常必要。 本文对这个课题...",2008/4/1,2008
CMFD2009,教务管理系统中的数据挖掘,潘锋,,重庆大学,数据挖掘;;关联规则;;教务管理系统;;教学计划,"数据仓库和数据挖掘是数据库研究、开发和应用最活跃的分支之一,也是决策支持系统的关键因素。数据仓库是一个支持管理决策过程的、面向主题的、随时间而变的数据集合,它是集成的,也是稳定的。数据挖掘是采用人工智能的方法对数据库和数据仓库中的数据进行分析、获取知识的过程。它们的结合能更好地为企业或有关部门不同目的的决策分析提供有力的依据。 纵观以往的教务管理系统,多数是OLTP系统,缺乏综合分析、辅助决策的能力,尤其对其历史积累的海量信息中隐含知识的利用无能为力。对教学管理进行分析是教学评估的重要手段,采用数据挖掘技术对教务数据进行多层次、多角度的分析与挖掘,利用挖掘结果辅助教学决策是保...",2008/11/1,2008
CMFD2009,数据挖掘决策树分类算法的研究与应用,夏琰,,吉林大学,数据挖掘;;分类;;决策树;;ID3,"本篇论文基于实际项目《疾病防控与儿童免疫管理系统》的开发,从实际应用出发,系统地研究了数据挖掘决策树分类算法的理论,提出现有算法的不足之处,针对ID3算法的取值偏向问题以及在实际应用中所带来的误差,对算法在实际应用中进行了改进,将理论应用到实际的项目系统当中,深入浅出地解释算法,并在其上进行决策支持系统的开发。实现了决策支持模块,成为系统的一个智能化子模块。 从软件开发技术的发展来看,随着Internet技术的兴起,应用软件系统的体系结构开始由C/S(客户机/服务器)结构向B/S(浏览器朋艮务器)结构过渡,本系统就是基于B/S架构、J2EE技术,采用了商务智能技术、便携式接种...",2008/10/1,2008
