SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CDFD2005,频繁模式挖掘相关技术研究,马海兵,,复旦大学,数据挖掘;频繁模式;频繁闭合模式;频繁子树;互关联后继树模型,"随着计算机与信息技术的普及及大容量存储技术的发展,人们在日常事务处理和科学研究中积累了大量宝贵的数据。如何从中提取或“挖掘”用户所需要的信息,是当前信息科学和技术领域面临的一大挑战。频繁模式挖掘是数据挖掘领域的一个基本问题,研究内容一般包括事务、序列、树和图。其方法被广泛应用于许多其它数据挖掘任务中,如相关性分析,周期分析,最大模式,闭合模式,查询,分类,索引等等。由于问题本身的基础性和内在复杂性,频繁模式挖掘方法成为许多研究者关注的课题。 本文对频繁模式挖掘相关技术进行了研究。重点研究了以下几个问题:将互关联后继树模型引入频繁模式挖掘方法;利用静态IS树高效挖掘频繁...",2005/4/15,2005
CJFD2003,一种基于约束的多维数据异常点挖掘方法,李翠平;李盛恩;王珊;杜小勇,中国科学院计算技术研究所;中国科学院计算技术研究所;中国人民大学数据与知识工程研究所;中国人民大学数据与知识工程研究所 北京100080 ;北京100080 ;北京100872 ;北京100872,软件学报,联机分析处理;;数据挖掘;;约束;;异常点;;实体化,"数据中的异常点常常反映了企业经营中潜伏的问题或暗藏的商机,数据分析人员经常需要从大量的数据中找出这些异常点.最近提出的一种从数据中自动发现异常点的方法,将人们从繁重的体力劳动中解放出来.然而,该方法在计算效率和伸缩性方面还存在很多不足.针对这些不足,对该方法进行了优化和改进,提出了一种基于约束的多维数据异常点挖掘方法.通过在数据挖掘过程中引入约束条件,首先将数据立方体限制到一个小的多维空间,然后再从中找出异常点.实验结果表明该方法非常有效.",2003/9/23,2003
CMFD2016,基于数据挖掘的电子商务商品个性化推荐技术研究,王卫健,,电子科技大学,Web数据挖掘;;推荐系统;;协同过滤;;融合算法,"在当今信息社会,网络技术和信息技术高速发展,前所未有的、庞大的数字化信息资源的海洋出现在人们的面前,这是一个令人振奋的消息。但是,从另一个角度考虑可能对于某特定用户的特定需求来说,信息可能是局限于某一个范围内的。而且,在传统的Web服务中,信息的分布是在不同层次的页面中的,一个用户为了得到想要的信息只能从复杂繁琐的栏目和页面中去寻找。这显然是不科学的,既耗费的用户的时间,又影响用户的使用体验。尤其是当下网络经济的浪潮风起云涌,为了解决这个问题,满足特定用户的特定需求,是用户能在较短的时间内获得组织良好的满足需求的信息,实现真正意义上的主动、交互、个性服务,将是商家当今企业营销中不可或缺的重要营...",2014/3/25,2014
CMFD2016,数据挖掘关联规则加权算法研究与改进,黄明浩,,湖南师范大学,数据挖掘;;关联规则;;Apriori算法;;加权关联规则算法,"数据挖掘能够从大型数据库中提取或“挖掘”出人们有用的知识,甚至利用已有的数据对未来事物的变化趋势进行预测,关联规则是数据挖掘领域中的一个主要的研究内容,用于表明数据项集之间的规则或模式联系。本文正是对基于经典Apriori的加权关联规则挖掘算法进行研究,并将研究成果应用到电子商务推荐系统中。本文首先概述了数据挖掘及关联规则的相关基础知识,重点剖析了Apriori算法,对其进行阐述和性能分析。针对Apriori算法会忽略概率小但重要性高的项目可能生成过多无趣关联规则的缺陷,引入权值思想,避免重要事物被忽略的可能性;研究加权关联规则挖掘算法中通用的定义和模型,引入k-支持期望作为剪枝过程的依据,克...",2015/5/1,2015
CMFD2016,基于数据挖掘的上市公司财务诊断研究,徐力,,浙江财经大学,上市公司;;财务诊断;;数据挖掘,"截至2015年9月,根据同花顺金融数据库的实时数据可知我国沪深两市共有上市公司2883家,其中制造业上市公司就有1828家,由此可见,制造业上市公司在我国国民经济中占有非常重要的地位。制造业上市公司的健康发展对拉动就业、增加政府财政收入、促进GDP增长、带动相关产业的发展都有着重要贡献。因此,有效控制制造业上市公司的财务风险,避免其陷入财务危机的重要性不言而喻,构建面向制造业上市公司的财务危机诊断模型具有实用价值。本文通过对财务诊断的实证研究,建立适合我国沪深两市A股制造业上市公司的指标体系,同时也为其它行业提供借鉴。通过对财务危机、财务诊断以及我国制造业上市公司的理论研究,明确了我国制造业上...",2015/12/1,2016
CJFD2004,基于事件序列数据挖掘原理的高压输电线系统故障诊断 (二)仿真和容错性能分析,孙雅明;廖志伟,天津大学电气自动化与能源工程学院;天津大学电气自动化与能源工程学院 天津市 300072 ;天津市 300072;华南理工大学电力学院;广东省 广州市 510640,电力系统自动化,输电线系统;;故障诊断;;容错性能;;数据挖掘;;事件序列;;动态规划法;;优化相似性原理,"在基于事件序列(SOE)数据挖掘原理的故障诊断模型与方法的基础上,提出了将基于事件序列的数据挖掘原理故障诊断模型用于高压输电线系统(HVTLS)故障诊断领域。分析了故障诊断模型中变异故障模式的种类及其对故障诊断策略的影响,阐述了基于SOE的数据挖掘HVTLS诊断模型和功能模块的构造。依据输电系统故障事件序列在时空特性的关联性,用动态规划算法的优化相似性原理挖掘事件序列之间的关联性和蕴涵的知识,将诊断问题的求解转化为寻找与实时故障事件序列模式最相似的、运算操作代价最小的标准故障事件序列模式。以实现对变异事件序列模式中畸变事件的“复原”和纠错,从而确保故障诊断系统的高容错性。",2004/3/15,2004
CJFD2004,数据挖掘技术在人寿保险CRM系统中的应用研究,陈永强;胡雷芳,杭州师范学院电子商务研究开发中心;杭州师范学院电子商务研究开发中心 浙江杭州　310012 ;浙江杭州　310012,成组技术与生产现代化,数据挖掘;;CRM;;保险公司;;客户价值,"　越来越多的企业开始使用CRM系统,并加强客户价值分析,为个性化营销提供依据.但系统数据的深度利用还有待开发.本文以保险公司为例,尝试将数据挖掘技术应用到CRM系统中,并提出了保险业的客户价值、客户细分等数据挖掘模型,利用调查问卷收集的客户数据,在SASEnterpriseMiner中对模型中相关因素进行模拟挖掘,为保险公司开展数据挖掘提供参考.",2004/3/28,2004
CJFD2004,WebGIS与基于网络的数据挖掘整合应用研究,徐卓揆;刘德钦;林宗坚;袁长丰,武汉大学遥感信息工程学院;中国测绘科学研究院;中国测绘科学研究院;山东科技大学地球信息科学与工程学院 武汉 430079;中国测绘科学研究院;北京 100039 ;北京 100039 ;北京 100039 ;泰安 271019,测绘科学,WebGIS;;数据挖掘;;ArcIMS,"数据挖掘为我们提供了一种从海量数据中发现潜在知识的技术手段,将数据挖掘技术应用到GIS能提升GIS对数据的分析能力,从而提高决策支持水平。WebGIS是传统GIS的网络化延伸,目前WebGIS的空间分析和决策支持能力都较低,将基于网络的数据挖掘和WebGIS结合能有效加强WebGIS的分析能力。本文对WebGIS和基于网络的数据挖掘的结合进行了探讨,提出了两者整合应用的模型。",2004/6/15,2004
CJFD2004,数据挖掘技术的方法和最新进展,李敬社;张小木;黄泽贵,西安电子科技大学智能信号处理研究所;空军工程大学文理学院;空军工程大学导弹学院 陕西西安710071;空军工程大学文理学院陕西西安710068 ;陕西西安7100683.空军工程大学导弹学院陕西三原713800 ;陕西三原713800,现代电子技术,数据仓库;;知识发现;;数据挖掘;;方法;;现状和研究方向,"随着大型数据库的不断涌现 ,不缺数据缺知识的矛盾日益突出。如何从浩如烟海的数据中发现隐藏的知识 ,创造更大的效益是一个迫切需要解决的课题。因此 ,知识发现和数据挖掘应运而生 ,成为一个新的研究领域。在此 ,介绍了数据仓库、知识发现和数据挖掘的基本概念 ,重点论述了数据挖掘技术的方法 ,并指出了研究方向。",2004/11/15,2004
CJFD2012,无线传感器网络中分布式数据挖掘算法研究,洪月华;,广西大学计算机与电子信息学院;,计算机仿真,分布式数据挖掘;;无线传感器网络;;粗糙集;;遗传算法;;神经网络,"研究无线传感器网络中数据挖掘问题。针对大量高维冗余且不确定的无线传感器网络监测数据传送到中央服务器上使用传统的数据挖掘方法进行挖掘的缺点相当明显,导致耗费了珍贵的网络能量。为解决上述问题,提出在每个传感器节点上进行基于粗糙集与遗传BP网络相结合的分布式数据挖掘算法,利用GA来训练BP网络的阈值和权值来构成遗传BP网络(GABP),克服BP网络的某些不足;利用粗糙集RS在消除冗余信息、处理不确定性数据等方面的优势,缩减训练数据输入BP网络的维度。仿真结果表明,改进算法能有效地实现对无线传感器网络中的数据进行分类,取得了较理想的效果。",2012/12/15,2012
