SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFDTEMP,基于序列模式挖掘的变型设计知识推送,徐荣振;高琦;王昊;徐廷;,山东大学机械工程学院;山东大学高效洁净机械制造教育部重点实验室;,计算机集成制造系统,变型设计;;知识推送;;序列模式挖掘;;知识使用行为,"为提高产品变型设计中知识推送的自动化程度、减少人力投入,提出一种新的知识推送方法。利用频繁序列模式挖掘技术分析知识的历史使用数据,识别设计任务所对应的频繁知识序列;在产品设计过程中,结合设计师的知识使用行为、频繁知识序列的支持度和当前任务知识序列与频繁知识序列的相似度实现知识的推送;根据所提出的知识推送方法开发了基于产品数据管理系统的知识推送构件,并在某防爆电机生产企业中得到应用。应用后的统计数据表明,该构件提高了产品设计效率。",2016/5/15,2016
CJFDTEMP,大数据驱动的智能车间运行分析与决策方法体系,张洁;高亮;秦威;吕佑龙;李新宇;,上海交通大学机械与动力工程学院;华中科技大学机械科学与工程学院;,计算机集成制造系统,大数据;;智能制造;;运行分析与决策,"针对智能车间制造数据呈现的大数据特性,研究大数据驱动的车间运行分析与决策方法体系。在分析传统方法局限性的基础上,提出""关联+预测+调控""的车间运行分析与决策新模式,进而提出该模式下的方法论体系,包括车间大数据预处理与分析方法、车间运行状态预测方法及车间运行状态决策方法等。提出车间运行分析与决策技术体系,深入讨论了海量高维多源异构制造数据预处理、动态制造数据多尺度时序分析、制造数据关系网络建模与关联分析、车间运行状态演化规律与预测和基于定量调控机制的车间运行决策等关键技术。所提体系将对实现大数据驱动的智能工厂有重要借鉴价值。",2016/5/15,2016
CJFDTEMP,基于3D打印的网络化集散制造模式研究,姜月娟;卢秉恒;方学伟;龙华;,西安交通大学机械工程学院;西安交通大学机械制造机械系统工程国家重点实验室;宁波合创快速制造技术有限公司;,计算机集成制造系统,集散制造;;3D打印;;制造模式;;网络化,"针对正在到来的第三次工业革命的冲击,在分析互联网时代制造业向""制造互联网""方向发展必然规律的基础上,对基于3D打印的网络化集散制造模式进行了深入研究。给出了集散制造模式的理念与定义,分析了其生产组织模式,提出了集散制造系统的功能结构和体系架构,并对其任务实现路径进行了初步研究。设计建设了集散制造应用平台——云创3D网,并对其功能与架构、技术实现方法和商业模式进行了简要论述。",2016/6/15,2016
CJFDTEMP,基于大数据分析和未知威胁感知的电网企业信息安全主动防御体系研究,李敏;李炜;于仕;江虹;,国网江西省电力公司信息通信分公司;,科技广场,大数据分析;;未知威胁感知;;电网企业;;信息安全;;主动防御体系,"本文以国家电网信息化SG-ERP建设框架为基础,设计了一种基于大数据挖掘和分析的电网企业信息安全主动防御体系,提出了基于知识库的海量异构数据采集方法及未知威胁感知研究验证方法,阐述了基于大数据的安全防御体系数据预处理和挖掘方法,对电网企业建立信息安全主动防御体系具有较高的借鉴作用。",2016/8/30,2016
CJFDTEMP,基于垂直数据格式频繁闭项集的选择性集成算法的研究,吴陈;杨镕华;,江苏科技大学;,电子设计工程,选择性集成;;垂直数据格式;;频繁闭项集;;模式挖掘;;分类器,"集成学习是现今机器学习领域研究的热点问题,选择性集成通过对基分类器进行选择来提高集成分类器的泛化能力,降低预测开销。模式挖掘是一种将问题转化为事务数据库中模式的全新挖掘策略。本文将垂直数据格式频繁闭项集的模式挖掘方法应用于分类器的选择过程,利用垂直数据结构、频繁闭项集及模式挖掘方法的优势,提出一种预测性能更好、更加高效的选择性集成分类算法。",2016/10/5,2016
CJFDTEMP,应用财经新闻挖掘的金融品种价格走势预测,陈海文;蔡志平;方峰;,国防科学技术大学计算机学院;,计算机工程与科学,财经新闻;;金融市场预测;;多元线性回归;;ARIMA;;情感信息,"随着经济的不断发展,金融活动中的不确定性日益增加,金融预测受到学术界及金融界的高度重视。人们希望通过获得预测性的判断和推测,掌握金融产品未来的发展趋势和规律。而近期随着互联网发展,出现海量财经信息,仅仅依靠历史价格的数据挖掘技术,不能很好地反映金融市场多元因素的影响。因此,通过挖掘财经新闻信息中的情感倾向信息,结合金融历史价格数据,组合多元线性回归和差分自回归滑动平均模型,提出了一种基于财经新闻信息挖掘的金融价格走势预测方法,通过实际数据验证,表明该方法可以获得较为准确的预测结果。",2016/9/15,2016
CJFDTEMP,数据技术在医院信息管理系统中的运用,刘哲;,山东省聊城市人民医院;,电子技术与软件工程,数据技术;;医院;;信息管理系统,"文章首先概括介绍了数据技术,在此基础上对数据技术在医院信息管理系统中的运用与相关问题进行论述。期望通过本文的研究能够对数据技术在医疗领域中的推广应用有所帮助。",2016/9/23 13:38,2016
CJFDTEMP,一种有效的估计关系数据库中空值的方法,刘力;王立松;吴非;,南京航空航天大学计算机科学与技术学院;,计算技术与自动化,关系数据库;;空值;;模糊聚类;;多元线性回归,"由于客观世界的复杂性,信息缺失、不确定信息是普遍存在的。数据库作为表达现实世界的一种工具,使用空值来表达信息缺失的问题。针对关系数据库中的空值问题,提出一种基于模糊聚类和线性回归的空值估计方法。该方法首先对数据表中的数据进行挖掘,找出与被估计属性相关联的属性集。该过程仅利用数据本身提供的信息,避免了由专家决定条件属性时由于主观性造成的误差。其次根据所得属性集进行模糊聚类得到对原始数据的一个划分,再基于所得分簇和线性回归给出一个估计关系表中空值的方法。最后利用平均绝对错误率来衡量算法估值的准确率。实验结果表明该方法估值的结果与其他方法相比具有较高的准确率。",2016/9/15,2016
CJFDTEMP,大数据关键技术初探,钟君;张梅燕;,广州华立科技职业学院;,科技风,大数据;;数据挖掘;;计算;;关键技术,"本文采用文献研究法,通过对大数据相关文献的阅读与整理,对大数据的关键技术进行了深入的探究,从智慧之道、高效之道、实时之道以及投向更广阔的技术领域四个方面对相关技术进行详细介绍。",2016/9/30,2016
CJFDTEMP,基于增强关联规则挖掘的大型网站推荐系统,邹裕;肖倩;吴树荣;,东莞理工学院计算机学院;,计算机与现代化,关联规则;;推荐系统;;实时性;;会话计数器;;推荐引擎,"针对大型网络中基于内容的推荐系统延迟较高、推荐满意度较低的问题,提出一种基于增强关联规则挖掘算法的高性能推荐系统。首先,通过消除会话中出现频率较低的内容将数据库最小化处理;然后,为每个会话引入相关的计数器,使用该计数器统计相应会话的重复次数,代替传统推荐系统对重复会话的直接聚类,该改进策略不仅提高了推荐的时间效率,而且增强了推荐引擎的扩展能力。基于真实数据的实验结果表明,本推荐系统具有较高的实时性与较高的推荐准确率。",2016/10/14 14:06,2016
