SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2015,城市交通大数据技术及智能应用系统,熊刚;董西松;朱凤华;季统凯;,中国科学院自动化研究所复杂系统管理与控制国家重点实验室;中国科学院云计算中心;青岛智能产业技术研究院;,大数据,城市交通;;大数据;;云计算;;物联网,"城市交通大数据具有种类繁多、异质性、时空尺度跨越大、动态多变、高度随机性、局部性和生命周期较短等特征,如何有效地采集和利用交通大数据,满足高时效性的交通行政监管、交通企业经营管理、交通市民服务等应用需求,是城市交通和智慧城市面临的前所未有的机遇和挑战。重点分析总结了城市交通大数据的若干研究内容及核心技术,提出了城市交通大数据智能应用系统解决方案,列举了几种典型应用,在城市交通和智慧城市领域的大数据研发和应用领域进行了初步探讨。",2015/11/20,2015
CJFD2015,云计算在云南珍稀药材(重楼)种植加工信息化领域中的应用,刘继华;徐涛;阮宵萍;白奕;,昆明英奈特信息技术有限公司;,科技传播,云计算;;云南重楼;;大数据;;大数据挖掘,"重楼是我国一种珍稀药材,目前主要分布在云南等地,其品种丰富,临床用途广泛,医疗工业生产对重楼需求日益增加,导致野生资源日渐枯竭。密切掌握云南重楼的种植加工信息,对野生云南重楼资源的保护和信息跟踪具有重要意义。而近年来云计算凭其计算大数据、海量数据库存储和高信息化特点逐渐被广泛应用于各种领域的大数据信息挖掘和管理。所以本文笔者就如何对云南珍稀药材重楼种植加工信息化领域实施云计算应用进行了探讨。",2015/12/8,2015
CJFD2015,计算机时代2015年总目录,,,计算机时代,计算机时代;数据交换平台;在线考试系统;数据挖掘;网络安全;信息系统;相似度计算方法;图像放大;数据库技术;虚拟实验平台;,~~,2015/12/15,2015
CJFD2015,决策系统在K-means算法中的应用,朱俚治;,南京航空航天大学信息中心;,计算机与数字工程,聚类;;决策系统;;K-means算法,"如今的聚类算法在数据挖掘和信息安全方面已有相当的应用。事实上在大数据时代之中,为了识别已知的或未知的数据则需要将通过数据聚类的算法来计算和实现。数据聚类算法是一种智能性的算法,其可以使得机器通过自我的学习来识别已知和未知的数据。目前的数据聚类算法,有基于划分的聚类算法、基于层次的聚类算法等各种的聚类算法。但在这些聚类算法中经典的算法仍然是基于距离的聚类算法,如K-means算法。因此论文的作者在查阅了一些关于距离聚类的算法之后,提出了将粗糙集中决策系统在K-means算法中进行首次的应用,这是论文的创新点。",2015/12/20,2015
CJFD2015,无线通信网络节点间通联关系的发现与更新算法,张攀峰;王世练;张炜;张尔扬;,国防科学技术大学电子科学与工程学院;,通信对抗,增量式PCA;;通联关系发现;;关联规则挖掘;;更新算法,"无线通信网络的节点间通联关系发现问题是网络层面通信对抗的一个重要问题。由于很难直接获得无线通信网络中节点间的通联关系,利用各节点的通信行为数据来进行通联关系发现是一个有价值的方向。考虑到各节点间的通信行为的关联,利用数据挖掘中的关联规则挖掘方法可以有效地从通信行为数据库中发现节点间的通联关系,将通联关系的发现问题转为关联规则挖掘问题,但现有的算法都不能高效地解决通信行为数据库变化时的通联关系更新问题。提出了一种针对无线通信网络进行节点间通联关系发现和更新的新算法。算法主要基于增量式PCA算法和矩阵变换,能够有效地从变化的庞大通信行为数据库中进行通联关系发现和更新。仿真实验表明算法在时间复杂度和...",2015/9/15,2015
CJFD2015,基于特征映射的微博用户标签兴趣聚类方法,秦雨;余正涛;王炎冰;石林宾;潘华山;,昆明理工大学信息工程与自动化学院;昆明理工大学智能信息处理重点实验室;,数据采集与处理,微博;;特征映射;;模糊聚类;;语义相似度,"针对现有的用户兴趣聚类方法没有考虑用户标签之间存在的语义相关性问题,提出了一种基于特征映射的微博用户标签兴趣聚类方法。首先,获取待分析用户及其所关注用户的用户标签,选取出现频数高于设定阈值的标签构建模糊矩阵的特征维;然后,考虑标签之间的语义相关性,利用特征映射的思想将用户标签根据其与特征维标签之间的语义相似度映射到每个特征维下,计算每个特征维所对应的特征值;最后,利用模糊聚类得到了不同阈值下的用户兴趣聚类结果。实验结果表明,本文提出的基于特征映射的微博用户标签兴趣聚类方法有效地改善了用户兴趣聚类效果。",2015/11/15,2015
CJFD2015,专题:金融与安全大数据,,,大数据,中国计算机学会;国家信息安全;数据挖掘;重点基础研究;信息检索;高技术研究;网络数据;信息内容;社会计算;实验室网络;,"客座编辑程学旗,中国科学院计算技术研究所研究员、所长助理、副总工程师,中国科学院网络数据科学与技术重点实验室主任,中国计算机学会大数据专家委员会秘书长,国家杰出青年科学基金获得者。主要研究方向为Web信息检索与数据挖掘。近年来,带领团队从事大规模互联网信息检索与挖掘、网络数据科学与社会计算以及面向网络空间的信息内容安全等方向的研究,先后主持并完成了十余项国家自然科学基金、国家重点基础研究发展计划(""973""计划)、国家高技术研究发展计划(""863""计划)、国家信息安全重大专项以及中国",2015/11/20,2015
CJFD2015,大数据处理流程及存储模式的改进,孙红;郝泽明;,上海理工大学光电信息与计算机工程学院;上海现代光学系统重点实验室;,电子科技,大数据;;数据存储;;数据分析;;Hadoop;;标签云,"结合大数据的特点,提出以标签云改进方案来快速识别网络热搜词,同时考虑到传统的数据仓库在查询、存储结构化数据方面的优势,在目前学者提出的数据仓库与Hadoop平台结合的基础上,提出了协作模式中与以往不同的数据迁移方式,即使用数据中间件,并通过相同数量记录导入Hadoop的时间比较,得出文中所提的数据迁移方法较Sqoop方法更具优势的结论。",2015/12/15,2015
CJFD2015,构建档案大数据应用平台的探析,陈琦;,泉州市投资贸易促进协调服务中心;,办公自动化,档案大数据;;应用平台;;建设,"档案应用大数据涉及整个档案管理系统在大数据时代发展理念、管理体制、和技术创新等方面的重大变革。通过以云计算技术取代传统的档案管理系统,数据治理和建设全国统一的档案数据模型和行业级档案数据中心,搭建集约化的档案大数据应用平台。通过档案数据的采集、智能处理、数据挖掘与智能检索三个层次,实现档案大数据应用系统开发工作。在档案应用大数据建设过程中,档案管理部门要以科学的态度,坚持实事求是的工作作风,注重档案数据应用的基础工作。制定切实可行的发展规划;提升档案管理部门大数据环境下的工作能力;大力培养档案大数据技术专业型人才。",2015/11/15,2015
CJFD2015,K-means聚类分析在就业管理系统中的应用研究,王志伟;王利军;,安徽经济管理干部学院;,电脑知识与技术,就业管理;;聚类分析;;数据,"学生就业管理系统可以采集毕业生的就业调查数据信息,并且可以对数据进行选择和转换以便数据挖掘的顺利完成,利用SPSS软件进行K-means聚类分析,从而得到有价值的信息,为学生管理工作和教学方案的修改制定提供参考。",2015/12/25 9:15,2015
CJFD2016,一种新型的技术形态识别方法——基于SAO语义挖掘方法,郭俊芳;汪雪锋;李乾瑞;朱东华;,北京理工大学管理与经济学院;,科学学研究,形态分析法(MA);;SAO语义挖掘;;技术机会分析(TOA);;形态结构;;染料敏化太阳能电池(DSSCs),"形态分析法作为一种面向未来的系统分析方法,已被广泛运用于技术机会识别和技术预测等领域。但现有形态分析方法中,形态结构构建过程对领域专家有较强的依赖。虽有学者尝试引入定量分析方法,但单纯以词频为依据选择特征词,忽略了词间的影响,存在无法展示技术/部件的目的、构成和语义关系等缺陷,限制了技术预测的效果。因此,本文引入主语-谓语-宾语(SAO)语义挖掘方法,提出一种新型的技术形态识别方法,并以德温特专利数据为基础,描述了专利技术形态识别的过程,验证了该方法的可行性和有效性。该方法弥补了基于关键词方法的不足,增强了定量方法对技术形态识别中的应用,减少了技术形态定义对专家知识的依赖,提高了技术形态识别的...",2016/1/15,2016
CJFD2015,基于聚类权重调度的大数据采样技术,耿德志;,晋中学院信息技术与工程学院;,世界有色金属,大数据;;采样;;数据聚类;;权重调度,"通过大数据优化采样提高对大数据的分析和调度能力。传统方法中对大数据的采样技术采用奈奎斯特采样定律,当大数据的特征信息出现非线性特性时,采样精度不高。提出一种基于聚类权重调度的大数据采样技术,进行大数据的分布式数据结构分析和时间序列模型构建,采用模糊C均值聚类方法进行大数据的聚类权重调度算法设计,以此为基础实现大数据的特征提取和特征采样。仿真实验结果表明,采用该方法进行大数据的信息采样,能有效提高采样精度,在大数据挖掘和特征提取方面具有重要意义。",2015/12/21 15:54,2015
CJFD2016,面向多源城市出行数据的可视化查询模型,汪飞;张繁;吴斐然;顾天瑜;高思远;赵烨;鲍虎军;,浙江大学CAD&CG国家重点实验室;湖南师范大学数学与计算机学院;浙江工业大学计算机科学与技术学院;肯塔基州立大学计算机学院;,计算机辅助设计与图形学学报,多源城市出行数据;;可视化查询;;查询模型;;可视分析,"多源城市出行数据为理解城市现象和享受城市生活带来了机遇.利用统计物理学和数据挖掘技术,人们在多源城市出行数据的研究上取得了很大进展,但是基于可视分析方法的研究甚少.为此,提出了一种可视化查询模型旨在解决应用可视分析方法研究多源城市出行数据时所面临的数据组织和可视表达上的挑战.查询模型从数据抽象,数据组织和管理,查询交互界面以及可视化分析等方面进行探讨,介绍了相关方法和技术.最后实现了查询模型的实例系统并通过典型案例证明了查询模型的有效性.",2016/1/15,2016
CJFD2015,基于相对密度的不确定数据聚类算法,潘冬明;黄德才;,浙江工业大学计算机科学与技术学院;,计算机科学,不确定数据;;相对密度;;聚类,"传统的基于相对密度的聚类算法有效地解决了密度聚类算法对参数敏感以及不能区分不同密度等级簇的问题。基于相对密度的不确定聚类算法,借用了相对密度算法的思想,根据不确定数据的特征,定义了不确定数据的距离公式、相对密度、核心点、密度可达等相关概念,从而提出了一种能够有效地处理不确定数据的新算法。数据仿真结果表明了该算法的有效性和可用性。",2015/11/15,2015
CJFD2016,基于局部加权重构的化工过程数据恢复算法,郭金玉;袁堂明;李元;,沈阳化工大学信息工程学院;,计算机应用,数据挖掘;;缺失数据;;数据恢复;;k近邻规则;;局部加权重构;;化工过程,"针对化工过程数据中存在缺失数据的问题,在保持局部数据结构特征的基础上提出了基于局部加权重构的化工过程数据恢复算法。通过定位缺失的数据点并以符号Na N(Not a Number)标记,将缺失的数据集分为完备数据集和不完备数据集。不完备的数据集按照完整性的大小依次找到它们在完备数据集中相应的k个近邻,根据误差平方和最小的原则,求出k个近邻相应的权值,用k个近邻及相应的权值重构出缺失的数据点。将该算法应用在不同缺失率下的两种化工过程数据中并与望最大化主成分分析(EM-PCA)法和平均值(MA)两种传统的数据恢复算法相比较,该算法的恢复数据误差最小,并且计算速度相比EM-PCA算法平均提高了2倍。实...",2016/1/10,2016
CJFD2016,基于位置签到数据的城市分层地标提取,王明;胡庆武;李清泉;秦龙焜;,武汉大学遥感信息工程学院;深圳大学空间信息智能感知与服务重点实验室;武汉大学测绘遥感信息工程国家重点实验室;,计算机学报,位置服务;;位置签到(Check-In);;地标;;POI;;显著度;;分层;;云计算,"为了及时准确地获取用于智慧位置服务的城市层次性空间知识,该文提出了一种依据签到属性显著度的差异从位置签到数据中提取城市分层地标的方法.首先,针对传统基于调查问卷的公众认知度计算方法存在的不足,该文从位置签到数据中的签到次数、签到用户数和用户影响因子3个方面入手讨论POI显著度的影响因素,进而提出了一种基于签到数据的POI显著度计算模型;然后,利用Voronoi图对POI空间作用范围进行分割并结合邻域分析与合并算法逐层迭代,形成了基于签到POI显著度与Voronoi图的分层地标提取算法;最后,以北京市的位置签到数据为例,进行了POI显著度计算与分时分层地标提取,通过与现有实体、网络地图资料的比对...",2014/12/19 0:07,2016
CJFD2015,基于Hadoop平台下的Canopy-Kmeans算法实现,霍可栋;,西南科技大学;,科技展望,Hadoop;;聚类算法;;海量数据;;K-means,"聚类算法是数据挖掘中重要的研究课题之一,随着互联网的快速发展,数据的种类和数量也在急剧膨胀,以致常规的聚类算法面临着新的问题和挑战。本文研究基于云计算平台Hadoop并行实现Canopy-Kmeans算法,有效改变其面临海量数据的局限性。",2015/11/30,2015
CJFD2015,大数据在酒店管理系统中的应用,杨慧慧;邓薇;陈冲;,东华理工大学软件学院;,科技广场,酒店管理系统;;大数据分析;;Tableau,"酒店管理行业的发展越来越依托于数据的分析,大数据的收集、清洗优化、挖掘及整合研究分析,给酒店的经营管理提供了巨大的帮助。本文采用Tableau作为分析工具,对酒店管理系统中的酒店预订模块、客户入住模块、客户结算模块中产生的数据进行大数据分析,准确的找出酒店经营存在的问题,使酒店管理决策者实现业务的提升。",2015/12/30,2015
CJFD2016,运用系统思维推进水资源数据管理,王海宁;薛惠锋;蒋云钟;万毅;,中国水利水电科学研究院;中国航天系统科学与工程研究院;水利部水资源管理中心;,中国水利,水资源数据管理;;系统思维;;顶层设计;;综合提升,"国家水资源监控能力建设项目实施积累了海量数据。如何利用这些数据为最严格水资源管理、考核与决策提供数据支撑是一项迫切的研究任务。介绍了我国水资源数据管理现状,对存在的数据完备性、准确性和功效性不足等现实问题的成园进行了分析,阐述了运用系统思维进行水资源数据管理的顶层设计思路,提出引入信息、计算机、系统工程等学科领域的技术方法对数据进行深度挖掘、融合处理与综合提升,从而推动水资源数据问题的解决,助推水资源管理工作迈向新高度。",2016/2/12,2016
CJFD2016,一种新的基于Gabor特征的零空间人脸识别算法,陈思;赵欢喜;朱顺痣;,厦门理工学院计算机与信息工程学院福建省数据挖掘与智能推荐高校重点实验室;,厦门大学学报(自然科学版),人工智能;;人脸识别;;零空间方法;;基于邻域保持的鉴别嵌入;;Gabor小波变换,"为了克服人脸识别中的小样本集(small sample size,3S)问题,本文首先利用人脸图像距离模型揭示了线性鉴别分析的物理过程,指出了零空间鉴别分析相对于主元空间鉴别分析可以提取出更有利于人脸识别的鉴别信息.在此基础上,提出了一种有效的基于Gabor特征的零空间人脸识别算法,该算法采用一种新的基于邻域保持的鉴别嵌入准则(neighbor-preserving based discriminant embedding,NDE),并利用Gabor小波变换减轻人脸图像中光照和表情变化等因素的影响.在ORL,FERET和AR等人脸数据库上的实验结果表明本文算法具有较优的人脸识别性能.",2016/1/28,2016
