SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2016,中心聚类和语义特征融合的网页信息文本挖掘方法,符保龙;张爱科;,柳州职业技术学院电子信息工程系;,辽宁工程技术大学学报(自然科学版),中心聚类;;语义特征;;矩阵;;网页信息;;文本挖掘,"针对网页信息内容丰富且结构复杂,难以准确挖掘的问题,采用中心聚类和语义特征相互融合的方法.利用中心聚类算法确定样本最终的聚类中心,根据每个词在网页中出现的频率和词的上下文语义,构造一个网页-词语的权重映射矩阵,并将语义特征作为中心聚类相似性的判断依据,完成网页文本信息的挖掘.实验结果表明:利用该方法对网页文本进行挖掘,在时间增加不多的情况下,可以获得更高的召回率和准确率.",2016/1/15,2016
CJFD2015,隧道行车图像特征信息提取及综合应用方法研究,卢倩;李震;丁磊;李良荣;,贵州大学大数据与信息工程学院;,照明工程学报,公路隧道;;视频图像;;特征信息;;节能,"本文提出一种通过视频图像特征信息提取的方法,检测隧道中是否有车通过、行车速度、来车数量等信息,智能控制系统用其实施""车近灯亮、车过灯灭、依据车速自动调整隧道灯的照明亮度""。另外,将隧道行车信息提取算法中产生的数据合理储存,通过数据挖掘,1)依据车流量及车速判断隧道的交通状况,异常情况下主动报警,并向交管部门发送特征图像,供交通疏导或事故救援的指挥作参考;2)检索某人驾车何时通过该监测点;3)获取月度、季度及年度的通行量报表等。",2015/12/15,2015
CJFD2015,关联规则挖掘在电子对抗目标分析中的应用,李政;祝利;韦伟;,电子工程学院;,舰船电子对抗,电子对抗;;目标分析;;关联规则;;频繁模式增长算法,"为提高作战决策的合理性,从电子对抗目标之间、电子对抗目标与其它武器系统和作战行动之间普遍存在的关联关系出发,针对关联关系的2种模式,采用频繁模式增长关联规则挖掘算法和序列关联规则挖掘算法分别进行关联规则挖掘,并利用模拟侦察数据对上述算法进行仿真验证。仿真结果表明,采用上述算法可以有效发现数据中蕴含的关联规则。",2015/10/25,2015
CJFD2015,基于决策树算法的成绩优秀率分析与研究,樊敏;,山西医科大学汾阳学院信息系;,计算机时代,成绩分析;;决策树算法;;优秀率;;考试系统,"目前的成绩分析仅限于简单的统计,只对成绩的优劣评价,而没有深入分析并给出具体的针对性的建议。为此提出利用考试系统中原始成绩数据,将这些数据进行了重组、转换等一系列的预处理,构建了符合算法要求的数据模型,并采用决策树算法对考试成绩进行数据挖掘。通过对成绩的分析,构造了成绩等级的决策树,利用提取的决策树规则来指导教学改革和改善教学环节,以促进学生成绩优秀率的提高,进而提高教学质量。",2015/12/15,2015
CJFD2015,一种单层自动编码器的聚类算法研究,李森林;彭小宁;黄隆华;,怀化学院计算机技术与工程学院;,怀化学院学报,单层自编码器;;聚类算法;;数据挖掘,"不同的聚类算法都可以完成对无标签数据的分类,而Kmeans聚类算法是一种无监督静态数据分析机器学习方法,已被广泛应用于机器学习、模式识别、数据挖掘等领域.但对维度数据准确率不高,本文引入深度自动编码器完成对输入样本的特征自动学习和重构,实现对数据的降维和特征提取,代替原始数据通过Kmeans算法进行聚类分析.实验结果证明,改进后的AE Kmeans(Auto Encoder Kmeans)算法与单独使用Kmeans算法完成聚类相比,准确率得到明显提高.",2015/11/28,2015
CJFD2016,基于情感分类的文本主题挖掘,陈国良;唐万梅;,重庆师范大学计算机与信息科学学院;,重庆师范大学学报(自然科学版),情感分类;LDA模型,"互联网的电商中存在着大量的评论信息,这些带有主观情感色彩的评论信息不仅反应了客户对产品的满意程度,而且暗含了市场产品的流行趋势。针对评论信息中所蕴涵的相关主题词,提出了将文本分类和主题词挖掘相结合的方法。该方法首先使用SVM对情感进行分类,再通过LDA模型进行建模对分类后的评论信息挖掘主题词。真实数据集上的实验结果验证了本文方法的有效性,获得了良好的分类结果,能够准确地挖掘出主题词。",2015/12/2 13:29,2016
CJFD2015,改进的数据预处理算法及其应用,许必宵;陈升波;韩重阳;马梦环;宫婧;,南京邮电大学理学院;,计算机技术与发展,数据预处理;;SNM算法;;层次聚类;;聚类分析,"聚类分析是数据挖掘领域一项重要的课题。针对重复数据与孤立数据的预处理可以优化聚类结果。重复数据处理方面,文中在传统的重复数据查找算法SNM的基础上加入了伸缩窗口与变化移动速度的思想,提高了查找的准确率与效率;孤立数据方面,文中提出基于层次聚类分簇搜寻算法,算法利用层次聚类将数据分成独立的簇再依次搜寻孤立点提高了查询速率,并加入恢复检验的部分恢复被误删的非孤立点提高查找的准确率。实验仿真中,首先抽取部分数据验证了改进后的数据预处理算法的准确性,然后将数据预处理算法用于处理移动用户消费数据后再对数据进行聚类分析,从而达到对客户的归属地信息识别的目的。实验结果表明,文中提出的预处理算法具有很高的准确...",2015/11/19 11:13,2015
CJFD2016,基于PreHU-tree的高效用项集动态挖掘,葛娜;尹四清;,中北大学计算机与控制工程学院;,计算机工程与设计,效用挖掘;;次频繁项集;;动态挖掘;;PreHU-tree;;频繁项集,"针对效用增量挖掘算法在由1-频项生成n-频项时产生大量无用候选频项且不能同时挖掘变化和新增数据集的问题,基于次频繁项的概念,在prelarge-tree结构的基础上每个节点中增加事务加权效用和前缀项集链表,提出一种效用挖掘模式树(PreHU-tree)来挖掘变化事务集的高效用项集。通过搜索PreHU-tree各节点的事务加权效用和前缀项集链表直接确定n-频项,结合前缀项集链表中的项集支持度和项的外部效用挖掘变化式高效用频繁项集。实验结果表明,PreHUtree算法在数据更新后能够快速挖掘出高效用项集,具有良好的可扩展性。",2016/1/16,2016
CJFD2015,高面质比空间目标及其群体特性研究,刘斌;姚莉;吴俊锋;,国防科技大学信息系统与管理学院;,指挥与控制学报,空间目标识别;;高面质比空间目标;;数据挖掘;;分布特性;;关键特征,"高面质比空间目标由于运行轨道不稳定,且难以探测、跟踪和编目,对太空安全存在潜在危害.研究和分析该类目标的特性对于其分类、跟踪和识别具有重要意义.基于两行轨道根数历史数据,筛选北美防空司令部公开数据集可获得已编目的该类目标,查询空间目标数据仓库,可获得该类目标的数据集.针对上述数据集进行分析,发现了该类目标展现出一些不同于一般空间目标的典型分布特性;对数据挖掘结果分析发现了区别非高面质比空间目标和高面质比空间目标的关键特征.这些典型分布特性和关键特征将有助于对高面质比空间目标的探测、识别和预警.",2015/9/15,2015
CJFD2015,基于集对分析的学生成绩分析算法,宋园;叶云;王灿;程泽凯;,马鞍山职业技术学院电子信息系;安徽工业大学计算机科学与技术学院;,安徽工业大学学报(自然科学版),学生成绩分析;;集对分析;;数据挖掘;;等级划分;;机器学习,"针对目前学生成绩评定方法不能有效检测学生偏科问题,利用数据挖掘思想,提出基于集对分析的学生成绩分析(Ro SA)算法。以某高校本科生的实际成绩为样本,编程实现该算法,实验结果表明,该算法可以更加客观地反映学生的学习情况,并可有效检测出学生是否偏科;通过分析该算法与普通方法评定结果的差异,可以较好地分析出学生在不同阶段的学习状态。",2015/10/15,2015
