SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2015,智慧搜索中的实体与关联关系建模与挖掘,王晓阳;郑骁庆;肖仰华;,复旦大学计算机科学技术学院上海市数据科学重点实验室;,通信学报,大搜索;;实体与关系建模;;知识图谱;;知识仓库,"随着网络搜索空间从互联网扩展到人、机、物互联的泛在网络空间,以及大数据时代的到来,传统的搜索引擎已经不能满足时代的需求,新时代的搜索引擎技术——大搜索(或称智慧搜索)概念应运而生。因此,讨论实现大搜索所需关键技术之一的实体与关联关系建模与挖掘,以及相关的设计思想和实现技术。",2015/12/25,2015
CJFD2016,基于支持量的并发序列模式挖掘方法,王翠青;杨晓彤;陈未如;,沈阳化工大学计算机科学与技术学院;,计算机工程与设计,结构关系模式;;并发序列模式;;支持量;;序列模式;;数据挖掘,"在研究并发序列模式性质的基础上,设计实现基于支持量的并发序列模式挖掘算法。通过为每个序列模式及并发序列模式集求支持量,在遍历序列模式同时利用支持量的求与操作尽可能多的将序列模式加入并发集中。在生成数据和真实数据上的实验验证了该算法效率较高,得到了有意义并发序列模式集。",2016/1/16,2016
CJFD2015,时空轨迹聚集模式挖掘研究进展,吉根林;王敏;,南京师范大学计算机科学与技术学院;,南京师大学报(自然科学版),时空轨迹;;时空数据挖掘;;聚集模式,"时空轨迹聚集模式是指一组时空移动对象在一定时间内一起移动形成的行为模式.作为一种重要的时空轨迹模式,聚集模式的应用涉及了人类行为、交通物流、应急疏散管理、动物习性和市场营销等诸多方面.通过对时空轨迹数据进行挖掘,可以从中提取出有意义的聚集模式,从而帮助我们监控和预测一些不寻常的群体事件.本文综述了时空轨迹聚集模式的研究进展,首先,给出了聚集模式的分类;然后介绍了各种聚集模式的挖掘算法,并对其特点进行分析和评述;最后讨论了现有方法面临的主要问题和挑战,并对聚集模式的研究进行了展望.",2015/12/20,2015
CJFD2016,基于大数据挖掘的客户用电行为分析,董莉丽;,国网哈尔滨供电公司;,黑龙江科技信息,大客户;;用户量;;分析,"随着公司""大营销""体系的深化和推进,各业务应用系统的数据进一步融合,各管理信息系统不断积累和完善海量的明细数据,为通过海量数据来对客户行为进行挖掘分析,预测和判断其演变趋势提供了有效的平台。",2016/2/5,2016
CJFD2016,基于模式挖掘的用户行为异常检测算法,宋海涛;韦大伟;汤光明;孙怡峰;,信息工程大学;,小型微型计算机系统,序列模式;;数据挖掘;;单用户行为;;异常检测,"为了解决恶意终端用户行为的安全管控问题,针对用户行为的规律性、偶然性、多重复性的特点,提出一种基于模式挖掘的用户行为异常检测算法.该算法针对单个用户行为序列,包括序列模式挖掘和模式比较两个过程.序列模式挖掘应用滑动时间窗口界定事务策略和首项固定策略,挖掘出用户的行为模式;通过模式比较计算的相关度,综合了当前行为模式与正常行为模式相比较的连接度、匹配度两个因素,当模式比较结果处于可评判区间,便可以给出异常检测的确定性结果.实验结果表明,由本文序列模式挖掘过程获得的用户行为模式更贴合用户的实际操作情况;模式比较得到的相关度能够区分正常行为与异常行为,有效地实现用户行为的异常检测.",2016/2/15,2016
CJFD2016,数据挖掘中一种容错的子空间聚类算法,田进华;孙利;,黄淮学院信息工程学院;,计算机工程,数据分析;;多属性;;缺失值;;聚类;;单调性;;容错,"为提高现有子空间聚类算法的计算效率,根据对象、维度、模式容限以及相对性阈值约束缺失值数量,给出通用的容错子空间聚类定义,并对其单调性进行证明,提出一种面向受限属性中缺失值处理的容错子空间聚类算法。通过对子空间网格进行深度优先搜索删除低维冗余聚类,避免遍历子空间以提高聚类效率。基于真实数据和合成数据的实验结果表明,与CLIQUE,SCHISM聚类算法相比,该算法平均运行速度提升了60%~90%,即使面对缺失值情况,也可快速获得子空间聚类结果,具有较高的聚类质量。",2016/2/15,2016
CJFD2016,一种基于DTW聚类的水文时间序列相似性挖掘方法,杨艳林;叶枫;吕鑫;余霖;刘璇;,河海大学计算机与信息学院;,计算机科学,水文时间序列;;语义相似;;DTW距离;;层次聚类;;编辑距离,"水文时间序列相似性挖掘是水文时间序列挖掘的重要方面,对洪水预报、防洪调度等具有重要意义。针对水文数据的特点,提出了一种基于DTW聚类的水文时间序列相似性挖掘方法。该方法先对数据进行小波去噪、特征点分段以及语义划分,再基于DTW距离对划分后的子序列做层次聚类并符号化;然后根据符号序列间的编辑距离筛选候选集;最后通过序列间的DTW距离进行精确匹配,获取相似水文时间序列。以滁河六合站的日水位数据进行实验,结果表明,所提方法能够有效地缩小候选集,提高查找语义相似的水文时间序列的效率。",2016/2/15,2016
CJFD2016,半监督软件缺陷挖掘研究综述,黎铭;霍轩;,南京大学计算机软件新技术国家重点实验室;,数据采集与处理,软件挖掘;;机器学习;;半监督学习;;软件缺陷挖掘,"软件质量是计算机系统安全可靠运行的保障,而软件缺陷是导致软件质量低下的重要诱因。软件缺陷挖掘技术凭借其能够通过对软件代码及其相关数据进行分析建模,发现软件系统潜在的缺陷,已得到了软件质量保障领域的广泛关注。要准确发现软件模块中潜在的缺陷,需要利用大量带有缺陷情况标注的模块进行学习。然而,缺陷情况标注往往需要通过详细测试或人工代码检查获取,要消耗大量测试和人工资源,在实际应用中难以满足,这严重制约了软件缺陷挖掘的性能。针对这一问题,半监督学习技术被引入软件缺陷挖掘,通过对大量缺少标注的模块进行利用,辅助提升软件缺陷挖掘的性能。本文对半监督缺陷挖掘技术的研究现状进行综述。首先综述了软件缺陷挖掘研究...",2016/1/15,2016
CJFD2016,基于事件的新闻客户端热门评论预测框架,李希鹏;郭岩;赵岭;张儒清;刘悦;俞晓明;程学旗;,中国科学院计算技术研究所;中国科学院大学;,山东大学学报(理学版),新闻客户端;;事件;;热门评论;;预测,"将评论作为主要研究对象,提出了一种基于事件的新闻客户端热门评论预测框架。为了解决单个新闻客户端数据稀疏的问题,利用新闻客户端的聚集性来挖掘事件;通过建立事件背景解决了使用单条新闻进行预测带来的冷启动问题;框架内部各模块关系完全松耦合,能够依据不同的事件粒度进行在线的热门评论的预测。最后通过实例实验证明,使用框架中提出的联合客户端数据的事件挖掘策略,能够很好地避免单个客户端中数据稀疏的问题,同时证明基于事件进行热门评论框架的效果要优于单纯使用评论本身。",2016/3/11 15:14,2016
CJFD2015,多数据库的加权时态关联规则挖掘算法,李治强;龙法宁;冯泉;,玉林师范学院计算机科学与工程学院广西高校复杂系统优化与大数据处理重点实验室;,玉林师范学院学报,加权关联规则;;时态关联规则;;数据挖掘;;多数据库,"大数据时代,从多数据库中挖掘时效性知识,对决策者越显重要.现行的关联规则挖掘算法主要是单数据库时态挖掘或者多数库的加权挖掘,而对二者结合研究较少,于是提出基于多数据库的加权时态关联规则挖掘算法.算法首先得到多数据库事务的时态事务向量表,对数据库事务数量赋予权值,然后通过Apriori等算法挖掘出所有的频繁项集及其关联规则,根据事务时态分别从各数据库中选择支持度高的规则,最后合成关联规则.实验结果表明该算法是可行和有效的.",2015/10/1,2015
