SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,Year-年
CJFD2015,浅谈南京人社医疗保险数据挖掘系统建设,曾炜;,南京市人力资源和社会保障信息管理中心;,电脑与电信,医疗保险;;数据挖掘;;系统建设,"本文按照社会保险业务精细化管理要求,利用信息化手段实现医疗保险服务监管、分析。南京人社医疗保险业务系统数据积累已达15年,充分具备数据挖掘、分析的条件。本文分析以信息化手段实现南京人社医疗保险业务监管的切实可行性。",2015/11/10,2015
CJFD2015,电子商务中Web数据挖掘与应用研究,王曦;,四川财经职业学院;,科技创新导报,电子商务;;Web数据挖掘;;应用,"21世纪是网络信息技术的时代,各种高端的新型的科技逐渐的充斥在人们的日常生活中,最常见的就是新型的网络技术,比如淘宝、天猫、京东等各种购物APP,还有携程、途牛等各种外出购票等APP。这些软件我们统称为电子商务。电子商务的出现不仅席卷了我国人民的日常生活,包括我国的国际贸易也受到了一定程度的影响。可以说电子商务已经成为了我国现代的商业模式了,而且其发展的速度也越来越快,因此,该文对这个很有前景的电子商务数据挖掘领域作了简单的分析。",2015/10/11,2015
CJFD2015,数据挖掘中的距离判别分析法,姜喜春;,黑河学院统计系;,科技资讯,数据挖掘;;距离判别分析;;两总体的距离判别分析;;多总体的距离判别分析,"判别分析是统计学中的一种重要的数据处理方法,也是数据挖掘的重要技术之一。该文主要研究多元统计分析中的距离判别分析方法。第一,介绍了判别分析的基本思想。第二,主要围绕距离判别分析具体方法展开论述。首先,论述了距离的定义,主要介绍了闵可夫斯基距离和马氏距离的定义。其次,重点介绍了两总体的距离判别分析和多总体的距离判别分析的方法。分别从方差相等和方差不相等的两种不同情形进行展开论述。第三,阐述了判别准的评价,给出了误判率的估计值。",2015/9/23,2015
CJFD2016,MCDS:大规模移动通信数据计算的单机实现,刘志鹏;,南京邮电大学计算机学院;,中国科学技术大学学报,移动数据;;移动数据挖掘;;移动通信数据;;MCDS,"移动数据具有数量庞大、类型多样、时效性强和高价值等特点.移动通信数据是一种重要的移动数据,对高效地存储和访问移动通信数据进行研究,并在此基础上更加有效地开展移动数据挖掘的相关研究,具有重大现实意义.当前,使用并行数据挖掘技术进行数据挖掘得到普遍认可,但并行数据挖掘技术需要较高的硬件成本,并行算法代码调试和优化较为困难.为此提出大规模移动通信数据的单机实现MCDS(mobile communication data processing system).MCDS基于GraphChi,改进了数据格式、分片机制、数据分片换入换出机制.实验结果验证了MCDS的有效性,为移动数据挖掘提供了切实可行的实验...",2016/1/15,2016
CJFD2015,火电厂优化运行中数据挖掘技术研究,王侠;解文强;,山西京玉发电有限责任公司;,河南科技,火电厂;;优化运行;;数据挖掘技术;;应用,"本文简要介绍了火电厂优化运行,分析了数据挖掘技术应用模型,阐述了数据挖掘技术在火电厂优化运行中的应用,以供参考。",2015/10/5,2015
CJFD2015,数据挖掘技术在流程工业中的应用研究,周欢;,扬州市职业大学信息工程学院;,金陵科技学院学报,电脱盐;;蚁群聚类;;数据挖掘,"以电脱盐生产为应用背景,利用改进的蚁群聚类算法进行数据分析,从众多生产数据中找出两类工况近似且较集中的数据,再利用C4.5决策树,分析这两类工况下的工艺生产数据,从而给出优化生产方案。理论分析和仿真结果都证明了本方案的合理性,可为相关研究或生产提供有益的参考。",2015/12/30,2015
CJFD2016,数据挖掘技术在学工系统数据分析中的应用,王晖;,天津职业技术师范大学;山西管理职业学院;,信息与电脑(理论版),数据挖掘技术;;学工系统;;数据分析,"近年来,伴随着数据库技术及数据库管理系统的广泛应用,数据挖掘技术应运而生,由于数据库系统中蕴含有许多的信息,尤其在学工系统的学生信息管理方面,需要利用数据挖掘技术,搜索出蕴含其中的重要信息,挖掘出其内在的价值,提升数据利用率。",2016/1/23,2016
CJFD2016,MapReduce框架下支持差分隐私保护的k-means聚类方法,李洪成;吴晓平;陈燕;,海军工程大学信息安全系;解放军61062部队;,通信学报,数据挖掘;;k-均值聚类;;Map Reduce;;差分隐私保护;;Laplace机制,"针对传统隐私保护方法无法应对任意背景知识下恶意分析的问题,提出了分布式环境下满足差分隐私的k-means算法。该算法利用Map Reduce计算框架,由主任务控制k-means迭代执行;指派Mapper分任务独立并行计算各数据片中每条记录与聚类中心的距离并标记其属于的聚类;指派Reducer分任务计算同一聚类中的记录数量num和属性向量之和sum,并利用Laplace机制产生的噪声扰动num和sum,进而实现隐私保护。根据差分隐私的组合特性,从理论角度证明整个算法满足ε-差分隐私保护。实验结果证明了该方法在提高隐私性和时效性的情况下,保证了较好的可用性。",2016/2/25,2016
CJFD2015,数据挖掘技术在电网运营监控平台建设中的应用,黄拓;,国网辽宁省电力有限公司抚顺供电公司运营监测(控)中心;,科技展望,数据挖掘;;电网;;运营监控;;应用,"随着科学技术的进步,电力行业也越来越朝着数字化与信息化的方向发展,电力系统内部的业务也随之增加,而构建电网的运营监控平台是解决现阶段运营问题的根本方法。本文便以数据挖掘技术的概述为研究基础,从系统架构、主题分析、数据仓库、挖掘模型以及监控展现等五个方面,研究如何以数据挖掘为基础,构建电网运行监控平台。",2016/1/20 8:40,2015
CJFD2016,NB-MAFIA:基于N-List的最长频繁项集挖掘算法,沈戈晖;刘沛东;邓志鸿;,北京大学信息科学技术学院计算机科学技术系;北京大学信息科学技术学院智能科学系;北京大学机器感知与智能教育部重点实验室;,北京大学学报(自然科学版),数据挖掘;;频繁项集挖掘;;最长项集;;N-List;;算法,"本文在深度优先搜索的框架上,引入基于项集前缀树节点链表的项集表示方法 N-List,提出一个高效的最长频繁项集挖掘算法NB-MAFIA。N-List的高压缩率和高效的求交集方法可以实现项集支持度的快速计算,同时采用对搜索空间的剪枝策略和超集检测策略来提高算法效率。在多个真实和仿真数据集上,通过实验评估了NB-MAFIA和两个经典算法。实验结果表明NB-MAFIA在多数情况下优于其他算法,尤其在真实和稠密数据集上优势更为明显。",2016/2/11 14:35,2016
